instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32
g32-g56 1000000 14343 93408 15828
g32-g57 51689 1286 21136 2289
g32-g61 1000000 78621 864903 62840
g32-g62 1000000 27450 96397 31417
g32-g63 1000000 1000000 1000006 1000003
g32-g64 1000000 1000000 1000004 1000001
g32-g65 1000000 33855 196198 36469
g32-g67 1000000 11793 75530 13865
g32-g68 1000000 1000000 1000010 1000004
g32-g69 1000000 14589 95229 16519
g32-g70 1000000 9524 81321 12063
g32-g71 1000000 15641 88093 16773
g32-g72 1000000 43111 439357 35277
g32-g74 1000000 57389 177037 59112
g32-g75 1000000 588404 1000011 499193
g32-g76 1000000 1000001 1000004 1000002
g32-g77 1000000 1000000 1000004 1000002
g32-g78 1000000 56440 309296 59238
g32-g79 1000000 23922 141435 26704
g32-g80 178204 8405 66358 12230
g32-g81 1000000 88010 611037 87983
g32-g83 1000000 71535 448367 71584
g32-g84 1000000 1000003 1000005 1000003
g32-g85 1000000 16332 65414 20182
g32-g87 1000000 57655 385250 59717
g32-g88 1000000 61849 418488 62898
g32-g89 1000000 21679 109740 25495
g32-g90 1000000 60599 429379 60734
g32-g91 1000000 87767 633688 85203
g32-g92 1000000 86521 448493 83918
g32-g94 1000000 80338 458074 75634
g32-g95 653640 41938 178045 40732
g32-g96 590065 39935 146856 40556
g32-g97 476676 40792 136079 39665
g32-g98 677878 37462 103134 40804
g32-g99 685377 37306 101011 40709
g33-g100 1000000 1000009 1000003 1000012
g33-g101 1000000 1000004 1000003 1000017
g33-g102 1000000 1000011 1000003 1000006
g33-g103 1000000 1000000 1000003 1000006
g33-g104 1000000 1000030 1000004 1000015
g33-g105 1000000 1000030 1000004 1000015
g33-g106 1000000 1000052 1000004 1000053
g33-g107 1000000 1000055 1000005 1000072
g33-g108 1000000 1000058 1000005 1000071
g33-g109 1000000 1000065 1000005 1000022
g33-g110 1000001 1000074 1000004 1000036
g33-g111 1000000 1000107 1000005 1000088
g33-g112 1000000 1000112 1000008 1000211
g33-g51 1000000 1000000 1000001 1000002
g33-g52 1000000 1000000 1000002 1000003
g33-g53 1000000 1000000 1000001 1000001
g33-g54 1000000 1000000 1000001 1000000
g33-g55 1000000 1000000 1000001 1000000
g33-g56 1000000 1000000 1000001 1000001
g33-g57 1000000 1000000 1000003 1000003
g33-g61 1000000 1000000 1000001 1000001
g33-g62 1000000 1000000 1000002 1000004
g33-g63 1000000 1000000 1000002 1000002
g33-g64 1000000 1000000 1000001 1000001
g33-g65 1000000 1000000 1000001 1000001
g33-g67 1000000 1000000 1000001 1000001
g33-g68 1000000 1000000 1000001 1000000
g33-g69 1000000 1000000 1000002 1000003
g33-g70 1000000 1000001 1000002 1000002
g33-g71 1000000 1000001 1000002 1000007
g33-g72 1000000 1000001 1000002 1000004
g33-g74 1000000 1000001 1000001 1000002
g33-g75 1000000 1000001 1000001 1000001
g33-g76 1000000 1000001 1000001 1000001
g33-g77 1000000 1000001 1000001 1000002
g33-g78 1000000 1000001 1000001 1000001
g33-g79 1000000 1000001 1000002 1000002
g33-g80 1000000 1000003 1000005 1000007
g33-g81 1000000 1000000 1000002 1000002
g33-g83 1000000 1000000 1000001 1000001
g33-g84 1000000 1000003 1000002 1000003
g33-g85 1000000 1000002 1000003 1000004
g33-g87 1000000 1000002 1000002 1000005
g33-g88 1000000 1000002 1000003 1000002
g33-g89 1000000 1000004 1000002 1000004
g33-g90 1000000 1000004 1000002 1000002
g33-g91 1000000 1000008 1000003 1000008
g33-g92 1000000 1000009 1000003 1000011
g33-g94 1000000 1000008 1000003 1000003
g33-g95 1000000 1000016 1000004 1000019
g33-g96 1000000 1000010 1000004 1000031
g33-g97 1000000 1000014 1000005 1000014
g33-g98 1000000 1000015 1000004 1000024
g33-g99 1000000 1000015 1000004 1000021
g34-g100 1000000 1000015 1000003 1000015
g34-g101 1000000 1000011 1000002 1000006
g34-g102 1000000 1000010 1000002 1000006
g34-g103 1000000 1000000 1000003 1000006
g34-g104 1000000 1000025 1000003 1000021
g34-g105 1000000 1000026 1000003 1000044
g34-g106 1000000 1000050 1000004 1000028
g34-g107 1000000 1000053 1000004 1000027
g34-g108 1000000 1000064 1000005 1000085
g34-g109 483 169 69 212
g34-g110 1000001 1000076 1000005 1000057
g34-g111 1000000 1000082 1000005 1000046
g34-g112 1000001 1000149 1000007 1000128
g34-g51 1000000 1000000 1000001 1000001
g34-g52 1000000 1000000 1000001 1000000
g34-g53 1000000 1000000 1000001 1000001
g34-g54 1000000 1000000 1000002 1000000
g34-g55 1000000 1000000 1000001 1000000
g34-g56 1000000 1000000 1000001 1000001
g34-g57 1000000 1000000 1000001 1000001
g34-g61 1000000 1000000 1000001 1000001
g34-g62 1000000 1000000 1000001 1000001
g34-g63 1000000 1000000 1000001 1000001
g34-g64 1000000 1000000 1000001 1000000
g34-g65 1000000 1000000 1000001 1000000
g34-g67 1000000 1000000 1000001 1000001
g34-g68 1000000 1000000 1000001 1000000
g34-g69 1000000 1000000 1000001 1000002
g34-g70 1000000 1000001 1000002 1000002
g34-g71 1000000 1000000 1000001 1000002
g34-g72 1000000 1000001 1000001 1000003
g34-g74 1000000 1000001 1000002 1000001
g34-g75 1000000 1000001 1000001 1000001
g34-g76 1000000 1000001 1000001 1000001
g34-g77 1000000 1000001 1000001 1000001
g34-g78 1000000 1000001 1000002 1000001
g34-g79 1000000 1000001 1000002 1000001
g34-g80 1000000 1000001 1000001 1000004
g34-g81 1000000 1000002 1000002 1000000
g34-g83 148 14 76 23
g34-g84 1000000 1000005 1000005 1000003
g34-g85 1000000 1000004 1000002 1000006
g34-g87 1000000 1000002 1000003 1000002
g34-g88 1000000 1000002 1000002 1000003
g34-g89 1000000 1000001 1000002 1000002
g34-g90 1000000 1000005 1000002 1000003
g34-g91 1000000 1000001 1000003 1000011
g34-g92 1000000 1000008 1000002 1000015
g34-g94 1000000 1000008 1000002 1000005
g34-g95 1000000 1000007 1000003 1000019
g34-g96 1000000 1000012 1000003 1000021
g34-g97 1000000 1000018 1000003 1000021
g34-g98 1000000 1000016 1000004 1000022
g34-g99 1000000 1000008 1000003 1000021
g35-g100 1000000 1000013 1000003 1000012
g35-g101 1000000 1000017 1000002 1000015
g35-g102 1000000 1000010 1000002 1000008
g35-g103 1000000 1000010 1000002 1000006
g35-g104 1000000 1000027 1000004 1000038
g35-g105 1000000 1000046 1000004 1000043
g35-g106 1000000 1000051 1000005 1000068
g35-g107 1000000 1000054 1000005 1000072
g35-g108 1000000 1000065 1000005 1000078
g35-g109 1000000 1000110 1000004 1000079
g35-g110 1000000 1000072 1000005 1000042
g35-g111 1000000 1000090 1000006 1000129
g35-g112 1000001 1000124 1000008 1000194
g35-g51 1000000 1000000 1000001 1000001
g35-g52 1000000 1000000 1000001 1000001
g35-g53 1000000 1000000 1000001 1000001
g35-g54 1000000 1000000 1000001 1000001
g35-g55 1000000 1000000 1000002 1000000
g35-g56 1000000 1000000 1000001 1000001
g35-g57 1000000 1000000 1000002 1000001
g35-g61 1000000 1000000 1000001 1000001
g35-g62 1000000 1000000 1000001 1000002
g35-g63 1000000 1000000 1000001 1000001
g35-g64 1000000 1000000 1000001 1000001
g35-g65 1000000 1000000 1000001 1000000
g35-g67 1000000 1000000 1000001 1000001
g35-g68 1000000 1000000 1000001 1000001
g35-g69 1000000 1000001 1000001 1000002
g35-g70 1000000 1000001 1000001 1000002
g35-g71 1000000 1000000 1000001 1000002
g35-g72 1000000 1000000 1000002 1000003
g35-g74 1000000 1000001 1000001 1000003
g35-g75 1000000 1000001 1000001 1000001
g35-g76 1000000 1000001 1000002 1000001
g35-g77 1000000 1000001 1000002 1000001
g35-g78 1000000 1000001 1000002 1000002
g35-g79 1000000 1000001 1000002 1000001
g35-g80 1000000 1000003 1000002 1000005
g35-g81 1000000 1000001 1000002 1000002
g35-g83 1000000 1000001 1000002 1000001
g35-g84 1000000 1000004 1000002 1000003
g35-g85 1000000 1000001 1000003 1000004
g35-g87 1000000 1000002 1000001 1000002
g35-g88 1000000 1000002 1000002 1000002
g35-g89 1000000 1000000 1000002 1000003
g35-g90 1000000 1000006 1000002 1000007
g35-g91 1000000 1000007 1000003 1000008
g35-g92 1000000 1000011 1000003 1000010
g35-g94 1000000 1000014 1000002 1000012
g35-g95 1000000 1000012 1000004 1000014
g35-g96 1000000 1000016 1000003 1000014
g35-g97 1000000 1000013 1000003 1000015
g35-g98 1000000 1000010 1000003 1000014
g35-g99 1000000 1000013 1000003 1000014
g36-g100 1000000 1000014 1000003 1000022
g36-g101 1000000 1000009 1000003 1000006
g36-g102 1000000 1000005 1000003 1000006
g36-g103 1000000 1000012 1000002 1000001
g36-g104 1000000 1000027 1000004 1000021
g36-g105 1000000 1000028 1000003 1000021
g36-g106 1000000 1000080 1000004 1000038
g36-g107 1000000 1000056 1000004 1000038
g36-g108 1000001 1000066 1000005 1000033
g36-g109 1000001 1000060 1000005 1000094
g36-g110 1000000 1000078 1000004 1000053
g36-g111 1000001 1000090 1000006 1000058
g36-g112 1000001 1000093 1000008 1000120
g36-g51 1000000 1000000 1000001 1000001
g36-g52 1000000 1000000 1000001 1000001
g36-g53 1000000 1000000 1000001 1000000
g36-g54 1000000 1000000 1000001 1000001
g36-g55 1000000 1000000 1000001 1000000
g36-g56 1000000 1000000 1000001 1000000
g36-g57 1000000 1000000 1000001 1000002
g36-g61 1000000 1000000 1000001 1000001
g36-g62 1000000 1000000 1000002 1000001
g36-g63 1000000 1000000 1000001 1000000
g36-g64 1000000 1000000 1000001 1000000
g36-g65 1000000 1000000 1000001 1000000
g36-g67 1000000 1000000 1000001 1000000
g36-g68 1000000 1000000 1000001 1000000
g36-g69 1000000 1000001 1000001 1000001
g36-g70 1000000 1000001 1000001 1000001
g36-g71 1000000 1000001 1000001 1000001
g36-g72 1000000 1000001 1000001 1000003
g36-g74 1000000 1000001 1000001 1000003
g36-g75 1000000 1000001 1000001 1000001
g36-g76 1000000 1000001 1000001 1000001
g36-g77 1000000 1000001 1000001 1000003
g36-g78 1000000 1000001 1000002 1000001
g36-g79 1000000 1000001 1000002 1000001
g36-g80 1000000 1000002 1000001 1000005
g36-g81 1000000 1000002 1000002 1000002
g36-g83 1000000 1000002 1000002 1000002
g36-g84 1000000 1000004 1000002 1000002
g36-g85 1000000 1000002 1000002 1000003
g36-g87 1000000 1000003 1000003 1000006
g36-g88 1000000 1000003 1000001 1000003
g36-g89 1000000 1000001 1000002 1000003
g36-g90 1000000 1000001 1000002 1000001
g36-g91 1000000 1000009 1000002 1000008
g36-g92 1000000 1000007 1000002 1000016
g36-g94 1000000 1000006 1000003 1000005
g36-g95 1000000 1000018 1000003 1000014
g36-g96 1000000 1000012 1000002 1000014
g36-g97 1000000 1000009 1000003 1000013
g36-g98 1000000 1000009 1000003 1000014
g36-g99 1000000 1000018 1000003 1000014
g37-g100 1000000 1000011 1000005 1000014
g37-g101 1000000 1000004 1000003 1000012
g37-g102 1000000 1000011 1000003 1000010
g37-g103 1000000 1000004 1000002 1000004
g37-g104 1000000 1000032 1000005 1000025
g37-g105 1000000 1000029 1000005 1000026
g37-g106 1000000 1000057 1000006 1000048
g37-g107 1000000 1000050 1000005 1000049
g37-g108 1000001 1000059 1000008 1000058
g37-g109 1000000 1000106 1000007 1000032
g37-g110 1000000 1000047 1000007 1000034
g37-g111 1000000 1000095 1000008 1000079
g37-g112 1000001 1000060 1000009 1000104
g37-g51 1000000 1000000 1000001 1000003
g37-g52 1000000 1000000 1000001 1000001
g37-g53 1000000 1000000 1000001 1000003
g37-g54 1000000 1000000 1000001 1000000
g37-g55 1000000 1000000 1000001 1000003
g37-g56 1000000 1000000 1000001 1000002
g37-g57 1000000 1000000 1000004 1000001
g37-g61 1000000 1000000 1000003 1000003
g37-g62 1000000 1000000 1000002 1000001
g37-g63 1000000 1000000 1000002 1000000
g37-g64 1000000 1000000 1000001 1000001
g37-g65 1000000 1000000 1000001 1000001
g37-g67 1000000 1000000 1000002 1000003
g37-g68 1000000 1000000 1000001 1000001
g37-g69 1000000 1000001 1000002 1000004
g37-g70 1000000 1000000 1000002 1000004
g37-g71 1000000 1000001 1000002 1000005
g37-g72 1000000 1000001 1000004 1000006
g37-g74 1000000 1000001 1000001 1000001
g37-g75 1000000 1000001 1000001 1000003
g37-g76 1000000 1000001 1000002 1000002
g37-g77 1000000 1000001 1000002 1000005
g37-g78 1000000 1000000 1000002 1000001
g37-g79 1000000 1000001 1000002 1000002
g37-g80 1000000 1000003 1000007 1000007
g37-g81 1000000 1000002 1000001 1000001
g37-g83 1000000 1000001 1000002 1000001
g37-g84 1000000 1000003 1000001 1000002
g37-g85 1000000 1000003 1000004 1000003
g37-g87 1000000 1000002 1000001 1000002
g37-g88 1000000 1000002 1000003 1000005
g37-g89 1000000 1000001 1000003 1000004
g37-g90 1000000 1000002 1000003 1000008
g37-g91 1000000 1000004 1000003 1000010
g37-g92 1000000 1000010 1000004 1000010
g37-g94 1000000 1000007 1000004 1000012
g37-g95 1000000 1000015 1000006 1000009
g37-g96 1000000 1000006 1000003 1000015
g37-g97 1000000 1000008 1000005 1000016
g37-g98 1000000 1000009 1000003 1000013
g37-g99 1000000 1000006 1000003 1000013
g38-g100 24745 2721 1664 2836
g38-g101 237208 7020 11281 6278
g38-g102 933876 33312 38027 27471
g38-g103 1000000 316674 371280 191659
g38-g104 1000000 1000027 974144 847051
g38-g105 1000000 1000027 984027 841577
g38-g106 1000000 1000059 1000010 1000054
g38-g107 1000000 1000050 1000020 1000047
g38-g108 1000000 1000069 1000022 1000061
g38-g109 1000000 140569 360238 126825
g38-g110 1000000 1000071 1000008 1000051
g38-g111 1000001 1000097 1000013 1000110
g38-g112 1000001 65739 46828 29800
g38-g51 1000000 1000000 1000005 1000001
g38-g52 1000000 1000000 14037 1000001
g38-g53 1000000 1000000 1000004 1000003
g38-g54 1000000 1000001 283484 86114
g38-g55 1000000 1000000 1000013 3505
g38-g56 1000000 1000000 1000019 1000004
g38-g57 1536 69 578 94
g38-g61 1000000 1000007 1000020 1000008
g38-g62 1000000 1000000 1000002 717092
g38-g63 1000000 1000000 1000004 1000004
g38-g64 1000000 1000001 1000001 1000001
g38-g65 1000000 1000004 1000040 1000006
g38-g67 27660 372 1689 486
g38-g68 1000000 1000000 1000002 1000001
g38-g69 28837 641 1702 557
g38-g70 5839 210 844 201
g38-g71 17690 4936 1036 1772
g38-g72 6254 756570 688 168385
g38-g74 1000000 1000001 1000002 1000002
g38-g75 1000000 1000003 1000001 152
g38-g76 1000000 1000002 1000002 1000002
g38-g77 1000000 1000001 1000002 1000002
g38-g78 1000000 1000001 326781 37157
g38-g79 259893 1000002 20882 1000004
g38-g80 6272 365 1542 516
g38-g81 1000000 76473 190630 50675
g38-g83 1000000 44844 164532 34181
g38-g84 1000000 1000004 1000002 1000003
g38-g85 26530 1187 1468 1236
g38-g87 1000000 1000003 78817 9677
g38-g88 1000000 70355 170155 21436
g38-g89 26334 1365 1214 1428
g38-g90 460121 8904 16711 8444
g38-g91 120498 1000006 5072 2252
g38-g92 165454 1000007 6140 3360
g38-g94 413447 9542 18145 8075
g38-g95 30550 2660 3008 2791
g38-g96 43784 3052 3542 2883
g38-g97 35787 2579 3035 2790
g38-g98 156246 8918 10564 7489
g38-g99 158160 8542 11420 7476
g39-g100 1000000 1000011 1000002 1000018
g39-g101 1000000 1000004 1000002 1000015
g39-g102 1000000 1000002 1000002 1000014
g39-g103 1000000 1000011 1000002 1000009
g39-g104 1000000 1000048 1000004 1000044
g39-g105 1000000 1000027 1000004 1000038
g39-g106 1000001 1000053 1000004 1000047
g39-g107 1000000 1000052 1000004 1000074
g39-g108 1000001 1000057 1000004 1000086
g39-g109 1000001 1000094 1000004 1000080
g39-g110 1000000 1000068 1000004 1000040
g39-g111 1000001 1000091 1000005 1000117
g39-g112 1000001 1000203 1000007 1000177
g39-g51 1000000 1000000 1000001 1000001
g39-g52 1000000 1000000 1000001 1000001
g39-g53 1000000 1000000 1000001 1000001
g39-g54 1000000 1000000 1000001 1000000
g39-g55 1000000 1000000 1000001 1000000
g39-g56 1000000 1000000 1000001 1000000
g39-g57 1000000 1000000 1000002 1000001
g39-g61 14 1 7 3
g39-g62 1000000 1000000 1000001 1000001
g39-g63 1000000 1000000 1000001 1000000
g39-g64 1000000 1000000 1000001 1000001
g39-g65 1000000 1000000 1000001 1000000
g39-g67 1000000 1000000 1000001 1000001
g39-g68 1000000 1000000 1000001 1000001
g39-g69 1000000 1000000 1000001 1000001
g39-g70 1000000 1000000 1000002 1000002
g39-g71 1000000 1000000 1000001 1000001
g39-g72 1000000 1000001 1000002 1000002
g39-g74 1000000 1000001 1000001 1000001
g39-g75 1000000 1000001 1000001 1000001
g39-g76 1000000 1000000 1000001 1000001
g39-g77 1000000 1000001 1000001 1000001
g39-g78 1000000 1000000 1000001 1000001
g39-g79 1000000 1000001 1000002 1000004
g39-g80 1000000 1000003 1000002 1000006
g39-g81 1000000 1000002 1000002 1000001
g39-g83 1000000 1000002 1000001 1000003
g39-g84 1000000 1000003 1000001 1000003
g39-g85 1000000 1000003 1000002 1000005
g39-g87 1000000 1000002 1000002 1000004
g39-g88 1000000 1000002 1000001 1000003
g39-g89 1000000 1000004 1000002 1000005
g39-g90 1000000 1000005 1000002 1000007
g39-g91 1000000 1000006 1000002 1000008
g39-g92 1000000 1000008 1000002 1000009
g39-g94 1000000 1000012 1000003 1000012
g39-g95 1000000 1000012 1000003 1000016
g39-g96 1000000 1000015 1000003 1000015
g39-g97 1000000 1000010 1000003 1000013
g39-g98 1000000 1000017 1000003 1000015
g39-g99 1000000 1000017 1000003 1000014
g4-g100 1608 437 341 381
g4-g101 5302 764 901 734
g4-g102 6752 754 980 728
g4-g103 8764 1042 1137 667
g4-g104 142 102 28 118
g4-g105 179 118 30 126
g4-g106 310 173 39 200
g4-g107 191 140 34 162
g4-g108 293 244 51 218
g4-g109 19384 2921 1985 2639
g4-g110 38123 4408 2887 3184
g4-g111 353 232 56 321
g4-g112 12787 3271 1033 2226
g4-g51 1 0 5 4
g4-g52 171 12 85 37
g4-g53 31 1 19 11
g4-g54 545 40 141 59
g4-g55 488 48 153 72
g4-g56 402 30 134 64
g4-g57 40 10 51 22
g4-g61 1025 49 445 128
g4-g62 432 60 144 58
g4-g63 3450 268 793 197
g4-g64 1000000 193429 611626 26686
g4-g65 739 110 176 105
g4-g67 631 48 288 161
g4-g68 6432 252 824 610
g4-g69 490 30 110 67
g4-g70 387 39 141 54
g4-g71 667 37 160 94
g4-g72 92 29 49 27
g4-g74 451 70 107 68
g4-g75 2820 633 310 154
g4-g76 11704 3926 916 716
g4-g77 27105 13362 1425 1802
g4-g78 1448 184 351 165
g4-g79 1010 138 270 130
g4-g80 122 74 63 80
g4-g81 2504 265 412 242
g4-g83 2722 329 511 296
g4-g84 25387 5956 1546 1003
g4-g85 912 109 372 205
g4-g87 2110 230 419 237
g4-g88 2287 264 431 250
g4-g89 1281 217 412 241
g4-g90 3209 288 716 542
g4-g91 1191 213 243 216
g4-g92 1305 197 237 225
g4-g94 4055 522 803 525
g4-g95 305 168 93 196
g4-g96 221 131 66 144
g4-g97 101 58 27 71
g4-g98 223 76 43 105
g4-g99 185 63 64 100
g40-g100 1000000 1000009 1000037 1000011
g40-g101 1000000 1000015 1000016 1000007
g40-g102 1000000 1000010 1000014 1000011
g40-g103 1000000 1000001 1000012 1000004
g40-g104 1000001 1000026 1000025 1000024
g40-g105 1000000 1000027 1000027 1000025
g40-g106 1000000 1000049 1000029 1000052
g40-g107 1000000 1000049 1000050 1000054
g40-g108 1000001 1000058 1000042 1000055
g40-g109 1000001 1000102 1000071 1000087
g40-g110 1000001 1000074 1000031 1000072
g40-g111 1000001 1000085 1000042 1000078
g40-g112 1000001 1000111 1000042 1000122
g40-g51 1000000 1000000 1000003 1000003
g40-g52 1000000 1000000 1000004 1000003
g40-g53 1000000 1000000 1000003 1000002
g40-g54 1000000 1000000 1000004 1000003
g40-g55 1000000 1000000 1000004 1000002
g40-g56 1000000 1000000 1000004 1000002
g40-g57 1000000 1000000 1000017 1000003
g40-g61 1000000 1000000 1000006 1000004
g40-g62 1000000 1000000 1000004 1000002
g40-g63 1000000 1000000 1000004 1000003
g40-g64 1000000 1000000 1000002 1000003
g40-g65 1000000 1000000 1000005 1000003
g40-g67 1000000 1000000 1000005 1000004
g40-g68 1000000 1000000 1000004 1000002
g40-g69 1000000 1000000 1000008 1000003
g40-g70 1000000 1000000 1000009 1000003
g40-g71 1000000 1000000 1000004 1000003
g40-g72 1000000 1000001 1000046 1000004
g40-g74 1000000 1000001 1000005 1000004
g40-g75 1000000 1000001 1000009 1000004
g40-g76 1000000 1000001 1000003 1000003
g40-g77 1000000 1000000 1000003 1000003
g40-g78 1000000 1000000 1000005 1000003
g40-g79 1000000 1000001 1000005 1000004
g40-g80 1000000 1000003 1000057 1000003
g40-g81 1000000 1000001 1000009 1000005
g40-g83 1000000 1000004 1000009 1000002
g40-g84 1000000 1000001 1000006 1000004
g40-g85 1000000 1000002 1000023 1000007
g40-g87 1000000 1000002 1000007 1000006
g40-g88 1000000 1000002 1000005 1000003
g40-g89 1000000 1000002 1000008 1000005
g40-g90 1000000 1000004 1000022 1000006
g40-g91 1000000 1000005 1000016 1000010
g40-g92 1000000 1000006 1000013 1000007
g40-g94 1000000 1000000 1000017 1000008
g40-g95 1000000 1000005 1000030 1000015
g40-g96 1000000 1000005 1000067 1000007
g40-g97 1000000 1000003 1000012 1000007
g40-g98 1000000 1000006 1000030 1000011
g40-g99 1000000 1000003 1000018 1000015
g41-g100 1000000 1000005 1000004 1000014
