instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32
g21-g109 1000000 1000026 1000058 1000050
g21-g110 1000000 1000067 1000033 1000041
g21-g111 1000000 1000093 1000066 1000074
g21-g112 1000001 1000060 1000056 1000089
g21-g51 1000000 1000000 1000003 1000002
g21-g52 297530 25108 71123 24246
g21-g53 1000000 29023 533431 26258
g21-g54 974116 78602 247606 70942
g21-g55 738967 51930 122085 48526
g21-g56 1000000 95522 286620 86018
g21-g57 21437 661 6051 785
g21-g61 1000000 25396 540088 24359
g21-g62 1000000 197463 186129 159831
g21-g63 1000000 447836 1000004 325849
g21-g64 1000000 1000000 1000002 1000002
g21-g65 1000000 89473 153322 76192
g21-g67 917548 54546 100831 50996
g21-g68 1000000 1000000 1000006 1000004
g21-g69 1000000 25335 304053 23047
g21-g70 400937 5580 48133 6609
g21-g71 1000000 26892 366349 24574
g21-g72 369873 2972 41724 4193
g21-g74 1000000 581730 427380 489593
g21-g75 1000000 1000001 1000020 1000004
g21-g76 1000000 1000001 1000005 1000003
g21-g77 1000000 1000001 1000003 1000002
g21-g78 1000000 570080 1000016 470233
g21-g79 1000000 125123 203235 106180
g21-g80 77972 3896 14824 5696
g21-g81 1000000 308035 363243 253753
g21-g83 1000000 622099 669764 512914
g21-g84 1000000 1000002 1000005 1000002
g21-g85 878213 58491 103011 53116
g21-g87 1000000 411750 864946 346944
g21-g88 1000000 524935 1000009 433722
g21-g89 1000000 106856 165103 92833
g21-g90 1000000 503004 570718 414112
g21-g91 1000000 71947 261302 63743
g21-g92 1000000 87739 240117 75252
g21-g94 1000000 647221 664027 530002
g21-g95 857817 21789 70333 20957
g21-g96 1000000 24955 83921 25585
g21-g97 234123 17364 24434 16893
g21-g98 1000000 29666 90693 29055
g21-g99 1000000 30636 100222 29329
g22-g100 1000000 1000010 1000003 1000020
g22-g101 1000000 1000005 1000002 1000010
g22-g102 1000000 1000002 1000002 1000009
g22-g103 1000000 1000002 1000002 1000007
g22-g104 1000000 1000031 1000003 1000016
g22-g105 1000000 1000029 1000003 1000021
g22-g106 1000000 1000059 1000004 1000028
g22-g107 1000000 1000050 1000004 1000028
g22-g108 1000001 1000134 1000005 1000029
g22-g109 1000000 1000022 1000004 1000084
g22-g110 1000000 1000076 1000004 1000035
g22-g111 1000001 1000099 1000005 1000058
g22-g112 1000001 1000116 1000009 1000159
g22-g51 1000000 1000000 1000001 1000001
g22-g52 1000000 1000000 1000001 1000001
g22-g53 1000000 1000000 1000001 1000001
g22-g54 1000000 1000000 1000001 1000000
g22-g55 1000000 1000000 1000001 1000000
g22-g56 1000000 1000000 1000001 1000000
g22-g57 1000000 1000000 1000003 1000003
g22-g61 1000000 1000000 1000002 1000001
g22-g62 1000000 1000000 1000002 1000001
g22-g63 1000000 1000000 1000001 1000000
g22-g64 1000000 1000000 1000001 1000000
g22-g65 1000000 1000000 1000001 1000000
g22-g67 1000000 1000000 1000001 1000001
g22-g68 1000000 1000000 1000001 1000001
g22-g69 1000000 1000000 1000002 1000004
g22-g70 1000000 1000001 1000003 1000004
g22-g71 1000000 1000000 1000001 1000002
g22-g72 1000000 1000001 1000002 1000003
g22-g74 1000000 1000001 1000002 1000005
g22-g75 1000000 1000000 1000001 1000001
g22-g76 1000000 1000001 1000002 1000001
g22-g77 1000000 1000001 1000002 1000001
g22-g78 1000000 1000000 1000002 1000001
g22-g79 1000000 1000001 1000002 1000002
g22-g80 1000000 1000003 1000003 1000007
g22-g81 1000000 1000001 1000001 1000002
g22-g83 1000000 1000001 1000002 1000002
g22-g84 1000000 1000004 1000002 1000002
g22-g85 1000000 1000001 1000002 1000006
g22-g87 1000000 1000002 1000002 1000003
g22-g88 1000000 1000002 1000002 1000003
g22-g89 1000000 1000000 1000002 1000007
g22-g90 1000000 1000003 1000002 1000002
g22-g91 1000000 1000008 1000003 1000009
g22-g92 1000000 1000006 1000003 1000010
g22-g94 1000000 1000009 1000002 1000005
g22-g95 1000000 1000017 1000004 1000023
g22-g96 1000000 1000012 1000004 1000021
g22-g97 1000000 1000014 1000005 1000021
g22-g98 1000000 1000013 1000003 1000036
g22-g99 1000000 1000017 1000003 1000019
g23-g100 1000000 1000013 1000007 1000007
g23-g101 1000000 1000017 1000005 1000015
g23-g102 1000000 1000010 1000004 1000011
g23-g103 1000000 1000011 1000005 1000013
g23-g104 1000000 1000027 1000007 1000017
g23-g105 1000000 1000033 1000007 1000015
g23-g106 1000000 1000061 1000008 1000027
g23-g107 1000001 1000059 1000009 1000060
g23-g108 1000001 1000058 1000006 1000061
g23-g109 1000000 1000113 1000011 1000113
g23-g110 1000001 1000089 1000007 1000043
g23-g111 1000001 1000099 1000014 1000039
g23-g112 1000001 1000133 1000012 1000057
g23-g51 1000000 1000000 1000002 1000002
g23-g52 1000000 1000000 1000002 1000002
g23-g53 1000000 1000000 1000002 1000004
g23-g54 1000000 1000000 1000002 1000004
g23-g55 1000000 1000000 1000003 1000005
g23-g56 1000000 1000000 1000003 1000003
g23-g57 1000000 1000000 1000003 1000002
g23-g61 1000000 1000000 1000002 1000003
g23-g62 1000000 1000000 1000002 1000002
g23-g63 1000000 1000000 1000003 1000002
g23-g64 1000000 1000000 1000001 1000003
g23-g65 1000000 1000000 1000002 1000005
g23-g67 1000000 1000000 1000002 1000004
g23-g68 1000000 1000000 1000002 1000001
g23-g69 1000000 1000000 1000003 1000004
g23-g70 1000000 1000000 1000003 1000002
g23-g71 1000000 1000000 1000002 1000005
g23-g72 1000000 1000001 1000005 1000007
g23-g74 1000000 1000001 1000002 1000001
g23-g75 1000000 1000001 1000002 1000001
g23-g76 1000000 1000001 1000002 1000002
g23-g77 1000000 1000001 1000002 1000001
g23-g78 1000000 1000001 1000002 1000004
g23-g79 1000000 1000001 1000002 1000005
g23-g80 1000000 1000005 1000006 1000006
g23-g81 1000000 1000000 1000003 1000004
g23-g83 1000000 1000002 1000003 1000007
g23-g84 1000000 1000003 1000003 1000002
g23-g85 1000000 1000002 1000004 1000004
g23-g87 1000000 1000003 1000003 1000006
g23-g88 1000000 1000002 1000003 1000005
g23-g89 1000000 1000000 1000004 1000007
g23-g90 1000000 1000007 1000004 1000008
g23-g91 1000000 1000006 1000003 1000009
g23-g92 1000000 1000007 1000003 1000006
g23-g94 1000000 1000008 1000005 1000008
g23-g95 1000000 1000010 1000009 1000012
g23-g96 1000000 1000010 1000009 1000017
g23-g97 1000000 1000010 1000011 1000015
g23-g98 1000000 1000016 1000009 1000021
g23-g99 1000000 1000010 1000010 1000016
g24-g100 1000000 1000007 1000004 1000021
g24-g101 1000000 1000013 1000005 1000016
g24-g102 1000000 1000010 1000006 1000016
g24-g103 1000000 1000018 1000005 1000015
g24-g104 1000000 1000051 1000004 1000021
g24-g105 1000000 1000032 1000004 1000015
g24-g106 1000001 1000061 1000005 1000039
g24-g107 1000001 1000067 1000005 1000028
g24-g108 1000001 1000145 1000007 1000044
g24-g109 1000000 1000064 1000005 1000078
g24-g110 1000003 1000201 1000005 1000042
g24-g111 1000002 1000100 1000006 1000061
g24-g112 1000001 1000140 1000007 1000071
g24-g51 1000000 1000000 1000002 1000001
g24-g52 1000000 1000000 1000002 1000001
g24-g53 1000000 1000000 1000002 1000001
g24-g54 1000000 1000000 1000002 1000001
g24-g55 1000000 1000000 1000002 1000000
g24-g56 1000000 1000000 1000002 1000000
g24-g57 1000000 1000000 1000002 1000001
g24-g61 1000000 1000000 1000001 1000001
g24-g62 1000000 1000000 1000002 1000001
g24-g63 7311 742 224 4367
g24-g64 1000000 1000001 1000002 1000001
g24-g65 1000000 1000000 1000003 1000001
g24-g67 1000000 1000000 1000004 1000001
g24-g68 1000000 1000000 1000001 1000001
g24-g69 1000000 1000001 1000002 1000004
g24-g70 1000000 1000001 1000002 1000004
g24-g71 1000000 1000001 1000003 1000002
g24-g72 1000000 1000001 1000002 1000004
g24-g74 1000000 1000001 1000002 1000001
g24-g75 1000000 1000001 1000002 1000002
g24-g76 1000000 1000001 1000002 1000002
g24-g77 1000000 1000001 1000002 1000001
g24-g78 1000000 1000002 1000002 1000001
g24-g79 1000000 1000002 1000002 1000001
g24-g80 1000000 1000003 1000002 1000007
g24-g81 1000000 1000001 1000003 1000001
g24-g83 1000000 1000004 1000005 1000004
g24-g84 1000000 1000005 1000005 1000003
g24-g85 1000000 1000002 1000002 1000003
g24-g87 1000000 1000006 1000003 1000003
g24-g88 1000000 1000005 1000003 1000003
g24-g89 1000000 1000002 1000002 1000005
g24-g90 1000000 1000007 1000004 1000007
g24-g91 1000000 1000008 1000003 1000009
g24-g92 1000000 1000007 1000003 1000005
g24-g94 1000000 1000009 1000003 1000011
g24-g95 1800 205467 474 356
g24-g96 712 589 939 329
g24-g97 597 290 1575 381
g24-g98 179856 12232 13685 1319
g24-g99 181215 12212 13545 1409
g25-g100 1000000 1000012 1000006 1000014
g25-g101 1000000 1000023 1000003 1000017
g25-g102 1000000 1000012 1000003 1000018
g25-g103 1000000 1000011 1000004 1000017
g25-g104 1000000 1000034 1000005 1000047
g25-g105 1000001 1000034 1000005 1000039
g25-g106 1000000 1000060 1000005 1000071
g25-g107 1000001 1000062 1000005 1000061
g25-g108 1000001 1000061 1000004 1000068
g25-g109 1000000 1000104 1000006 1000042
g25-g110 1000000 1000074 1000008 1000049
g25-g111 1000002 1000099 1000006 1000089
g25-g112 1000001 1000194 1000013 1000147
g25-g51 1000000 1000000 1000002 1000003
g25-g52 1000000 1000000 1000001 1000007
g25-g53 1000000 1000000 1000001 1000001
g25-g54 1000000 1000000 1000001 1000003
g25-g55 1000000 1000000 1000002 1000004
g25-g56 1000000 1000000 1000001 1000001
g25-g57 1000000 1000000 1000004 366645
g25-g61 1000000 1000000 1000002 1000003
g25-g62 1000000 1000000 1000001 1000006
g25-g63 1000000 1000001 219761 1000002
g25-g64 1000000 1000000 1000002 1000001
g25-g65 1000000 1000000 1000002 1000002
g25-g67 1000000 1000000 1000002 1000003
g25-g68 1000000 1000000 1000002 1000002
g25-g69 1000000 1000001 1000002 1000005
g25-g70 1000000 1000001 1000002 1000005
g25-g71 1000000 1000001 1000002 1000005
g25-g72 1000000 235482 125180 39215
g25-g74 1000000 1000001 1000002 1000003
g25-g75 1000000 1000001 1000002 1000002
g25-g76 1000000 1000002 1000003 1000002
g25-g77 1000000 1000001 1000002 1000001
g25-g78 1000000 1000001 1000002 1000003
g25-g79 1000000 1000002 1000003 1000006
g25-g80 1000000 1000003 328107 614821
g25-g81 1000000 1000000 1000002 1000004
g25-g83 1000000 1000003 1000002 1000004
g25-g84 1000000 1000001 1000003 1000005
g25-g85 1000000 1000001 1000004 1000007
g25-g87 1000000 1000003 1000003 1000006
g25-g88 1000000 1000004 1000002 1000004
g25-g89 1000000 1000002 1000003 1000006
g25-g90 1000000 1000005 1000003 1000010
g25-g91 1000000 1000008 1000004 1000010
g25-g92 1000000 1000010 1000003 1000009
g25-g94 1000000 1000008 1000003 1000013
g25-g95 1000000 1000012 1000008 1000019
g25-g96 1000000 1000009 1000004 617927
g25-g97 1000000 1000015 1000005 1000019
g25-g98 1000000 1000012 1000005 1000022
g25-g99 1000000 1000017 1000004 1000017
g26-g100 1000000 1000010 1000007 1000011
g26-g101 1000000 1000003 1000004 1000021
g26-g102 1000000 1000012 1000004 1000010
g26-g103 1000000 1000010 1000004 1000011
g26-g104 1000001 1000034 1000009 1000030
g26-g105 1000000 1000033 1000008 1000030
g26-g106 1000001 1000060 1000011 1000055
g26-g107 1000001 1000060 1000010 1000096
g26-g108 1000001 1000057 1000013 1000032
g26-g109 1000001 1000043 1000008 1000071
g26-g110 1000000 1000053 1000009 1000042
g26-g111 1000002 1000097 1000015 1000080
g26-g112 1000001 1000136 1000015 1000139
g26-g51 1000000 1000000 1000002 1000004
g26-g52 1000000 1000000 1000003 1000002
g26-g53 1000000 1000000 1000002 1000002
g26-g54 1000000 1000000 1000001 1000001
g26-g55 1000000 1000000 1000002 1000003
g26-g56 1000000 1000000 1000002 1000000
g26-g57 1000000 1000000 1000003 1000006
g26-g61 1000000 1000000 1000003 1000004
g26-g62 1000000 1000000 1000002 1000003
g26-g63 1000000 1000000 1000003 1000004
g26-g64 1000000 1000001 1000002 1000002
g26-g65 1000000 1000000 1000002 1000004
g26-g67 1000000 1000001 1000003 1000001
g26-g68 1000000 1000000 1000001 1000003
g26-g69 1000000 1000000 1000003 1000003
g26-g70 1000000 1000001 1000003 1000003
g26-g71 1000000 1000001 1000003 1000005
g26-g72 1000000 1000001 1000004 1000004
g26-g74 1000000 1000001 1000002 1000003
g26-g75 1000000 1000001 1000002 1000002
g26-g76 1000000 1000002 1000003 1000003
g26-g77 1000000 1000001 1000002 1000001
g26-g78 1000000 1000001 1000002 1000006
g26-g79 1000000 1000001 1000002 1000004
g26-g80 1000000 1000002 1000007 1000004
g26-g81 1000000 1000003 1000003 1000006
g26-g83 1000000 1000003 1000003 1000005
g26-g84 1000000 1000001 1000003 1000004
g26-g85 1000000 1000003 1000004 1000004
g26-g87 1000000 1000003 1000003 1000006
g26-g88 1000000 1000002 1000002 1000005
g26-g89 1000000 1000003 1000003 1000006
g26-g90 1000000 1000000 1000003 1000008
g26-g91 1000000 1000006 1000005 1000009
g26-g92 1000000 1000008 1000004 1000008
g26-g94 1000000 1000009 1000004 1000013
g26-g95 1000000 1000011 1000007 1000009
g26-g96 1000000 1000015 1000008 1000017
g26-g97 1000000 1000011 1000009 1000014
g26-g98 1000000 1000009 1000009 1000010
g26-g99 1000000 1000015 1000010 1000014
g27-g100 1000000 1000011 1000009 1000014
g27-g101 1000000 1000018 1000008 1000012
g27-g102 1000000 1000021 1000006 1000014
g27-g103 1000000 1000011 1000005 1000010
g27-g104 1000000 1000027 1000015 1000027
g27-g105 1000000 1000027 1000011 1000026
g27-g106 1000001 1000060 1000008 1000048
g27-g107 1000000 1000057 1000015 1000048
g27-g108 1000001 1000066 1000012 1000052
g27-g109 1000000 1000075 1000016 1000065
g27-g110 1000000 1000086 1000008 1000041
g27-g111 1000001 1000100 1000014 1000076
g27-g112 1000001 1000140 1000018 1000141
g27-g51 1000000 1000000 1000002 1000002
g27-g52 1000000 1000000 1000002 1000004
g27-g53 1000000 1000000 1000002 1000002
g27-g54 1000000 1000000 1000002 1000007
g27-g55 1000000 1000000 1000002 1000004
g27-g56 1000000 1000000 1000002 1000005
g27-g57 1000000 1000000 1000004 1000006
g27-g61 1000000 1000000 1000004 1000003
g27-g62 1000000 1000000 1000003 1000003
g27-g63 1000000 1000000 1000002 1000004
g27-g64 1000000 1000000 1000001 1000001
g27-g65 1000000 1000000 1000002 1000004
g27-g67 1000000 1000000 1000003 1000003
g27-g68 1000000 1000000 1000002 1000003
g27-g69 1000000 1000001 1000003 1000003
g27-g70 1000000 1000000 1000004 1000003
g27-g71 1000000 1000001 1000006 1000004
g27-g72 1000000 1000001 1000005 1000005
g27-g74 1000000 1000001 1000002 1000004
g27-g75 1000000 1000001 1000002 1000003
g27-g76 1000000 1000000 1000003 1000003
g27-g77 1000000 1000001 1000002 1000004
g27-g78 1000000 1000001 1000003 1000004
g27-g79 1000000 1000002 1000003 1000006
g27-g80 1000000 1000003 1000009 1000005
g27-g81 1000000 1000002 1000004 1000004
g27-g83 1000000 1000004 1000004 1000005
g27-g84 1000000 1000003 1000003 1000005
g27-g85 1000000 1000002 1000005 1000005
g27-g87 1000000 1000002 1000003 1000008
g27-g88 1000000 1000003 1000004 1000007
g27-g89 1000000 1000002 1000004 1000005
g27-g90 1000000 1000007 1000006 1000008
g27-g91 1000000 1000006 1000007 1000010
g27-g92 1000000 1000016 1000006 1000009
g27-g94 1000000 1000014 1000006 1000013
g27-g95 1000000 1000010 1000011 1000015
g27-g96 1000000 1000009 1000016 1000014
g27-g97 1000000 1000016 1000011 1000015
g27-g98 1000000 1000014 1000008 1000017
g27-g99 1000000 1000013 1000008 1000013
g28-g100 1000000 1000009 1000004 470833
g28-g101 1000000 1000012 1000003 1000016
g28-g102 1000000 1000023 1000004 1000011
g28-g103 1000000 1000001 1000002 1000010
g28-g104 1000000 1000032 1000004 1000077
g28-g105 1000000 1000031 1000005 1000047
g28-g106 1000000 1000058 1000004 1000029
g28-g107 1000000 1000049 1000004 1000030
g28-g108 1000000 1000067 1000008 1000032
g28-g109 1000000 1000109 1000006 1000070
g28-g110 1000002 1000087 1000005 4238
g28-g111 1000001 1000097 1000005 1000091
g28-g112 1000001 1000140 1000009 1000119
g28-g51 1000000 1000000 1000001 1000001
g28-g52 1000000 1000000 1000002 1000002
g28-g53 1000000 1000000 1000001 1000005
g28-g54 1000000 1000000 1000002 1000001
g28-g55 1000000 1000000 1000001 1000003
g28-g56 1000000 1000000 1000002 1000000
g28-g57 1000000 326801 195850 31639
g28-g61 1000000 1000000 1000001 1000010
g28-g62 1000000 1000000 1000002 1000001
g28-g63 1000000 1000000 1000001 1000001
g28-g64 1000000 1000001 1000002 1000001
g28-g65 1000000 1000000 1000002 1000001
g28-g67 1000000 1000000 1000002 1000002
g28-g68 1000000 1000000 1000001 1000000
g28-g69 1000000 1000000 1000003 1000005
g28-g70 1000000 1000001 1000003 1000005
g28-g71 1000000 1000000 1000002 1000002
g28-g72 1000000 1000001 1000002 1000006
g28-g74 1000000 1000002 1000003 1000001
g28-g75 1000000 1000001 1000002 1000002
g28-g76 1000000 1000002 1000002 1000002
g28-g77 1000000 1000001 1000001 1000001
g28-g78 1000000 1000001 1000002 1000001
g28-g79 1000000 1000002 1000002 1000002
g28-g80 1000000 1000002 366104 152542
g28-g81 1000000 1000003 1000002 1000002
g28-g83 1000000 1000002 1000001 1000003
g28-g84 1000001 1000005 47 20
g28-g85 1000000 1000003 1000003 1000004
g28-g87 237 1000003 149 1000003
g28-g88 1000000 1000003 37663 1000003
g28-g89 1000000 1000002 1000003 1000004
g28-g90 1000000 1000005 1000003 1000007
g28-g91 1000000 1000006 1000004 1000008
g28-g92 1000000 1000011 1000003 1000004
g28-g94 1000000 1000015 1000003 1000012
g28-g95 1000000 1000014 1000004 1000015
g28-g96 1000000 1000013 1000005 1000020
g28-g97 1000000 1000017 1000004 1000022
g28-g98 1000000 1000011 1000004 1000025
g28-g99 1000000 1000016 1000003 1000023
g29-g100 1000000 1000015 1000011 1000006
g29-g101 1000000 1000018 1000008 1000018
g29-g102 1000000 1000001 1000006 1000005
g29-g103 1000000 1000002 1000006 1000012
g29-g104 1000000 1000027 1000011 1000026
g29-g105 1000000 1000027 1000008 1000029
g29-g106 1000000 1000048 1000009 1000048
g29-g107 1000000 1000047 1000011 1000046
g29-g108 1000000 1000058 1000012 1000053
g29-g109 1000001 1000067 1000010 1000059
g29-g110 1000001 1000055 1000007 1000059
g29-g111 1000000 1000082 1000014 1000088
g29-g112 1000001 1000111 1000016 1000110
g29-g51 1000000 1000000 1000002 1000002
g29-g52 1000000 1000000 1000002 1000003
g29-g53 1000000 1000000 1000002 1000001
g29-g54 1000000 1000000 1000002 1000004
g29-g55 1000000 1000000 1000002 1000005
g29-g56 1000000 1000000 1000002 1000003
g29-g57 1000000 1000000 1000003 1000003
g29-g61 1000000 1000000 1000003 1000003
g29-g62 1000000 1000000 1000002 1000002
g29-g63 1000000 1000000 1000002 1000004
g29-g64 1000000 1000000 1000002 1000003
g29-g65 1000000 1000000 1000002 1000004
g29-g67 1000000 1000000 1000003 1000001
g29-g68 1000000 1000000 1000001 1000001
g29-g69 1000000 1000000 1000003 1000004
g29-g70 1000000 1000000 1000004 1000003
g29-g71 1000000 1000000 1000003 1000005
g29-g72 1000000 1000000 1000006 1000005
g29-g74 1000000 1000001 1000002 1000003
g29-g75 1000000 1000001 1000001 1000004
g29-g76 1000000 1000000 1000001 1000003
g29-g77 1000000 1000000 1000002 1000004
g29-g78 1000000 1000001 1000002 1000005
g29-g79 1000000 1000001 1000003 1000004
g29-g80 1000000 1000003 1000004 1000005
g29-g81 1000000 1000001 1000003 1000006
g29-g83 1000000 1000000 1000004 1000005
g29-g84 1000000 1000002 1000002 1000005
g29-g85 1000000 1000001 1000007 1000005
g29-g87 1000000 1000003 1000003 1000004
g29-g88 1000000 1000002 1000003 1000005
g29-g89 1000000 1000004 1000006 1000007
g29-g90 1000000 1000001 1000005 1000005
g29-g91 1000000 1000005 1000006 1000010
g29-g92 1000000 1000011 1000012 1000009
g29-g94 1000000 1000004 1000007 1000009
g29-g95 1000000 1000011 1000017 1000014
g29-g96 1000000 1000009 1000010 1000008
g29-g97 1000000 1000009 1000013 1000010
g29-g98 1000000 1000001 1000006 1000010
g29-g99 1000000 1000002 1000015 1000006
g3-g100 47022 44395 8213 1812
g3-g101 103726 20773 38005 3609
g3-g102 326818 65641 39749 8419
g3-g103 1000000 361503 174937 30317
g3-g104 32788 12157 4077 1933
g3-g105 32724 12198 4258 1847
g3-g106 184191 67155 16314 5811
g3-g107 82813 31995 8656 3484
g3-g108 104114 41136 10524 3863
g3-g109 292950 100532 29136 9245
g3-g110 1000000 1000077 1000004 276729
g3-g111 204512 83815 18391 6438
g3-g112 11801 5951 1115 1226
g3-g51 88 16 51 39
g3-g52 1114 330 495 125
g3-g53 611 118 318 193
g3-g54 19770 4869 5505 926
g3-g55 12502 2862 3831 788
g3-g56 24228 5759 6900 1041
g3-g57 458 95 182 36
g3-g61 788 127 357 254
g3-g62 11166 3673 3015 459
g3-g63 46801 11322 11442 2307
g3-g64 17 14 6 6
g3-g65 5841 1087 968 800
g3-g67 11653 1787 3226 900
g3-g68 7 1 4 3
g3-g69 1651 411 719 348
g3-g70 356 72 178 120
g3-g71 1683 448 629 346
g3-g72 51 16 41 29
g3-g74 273432 91161 36890 5864
g3-g75 1000000 1000000 446726 66641
g3-g76 1000000 1000000 1000001 1000001
g3-g77 1000000 1000001 931339 218965
g3-g78 171377 54052 36455 5075
g3-g79 22510 5554 4414 944
g3-g80 88 36 49 40
g3-g81 23686 3960 3277 2293
g3-g83 208198 56865 36196 6050
g3-g84 1000000 1000003 1000001 1000002
g3-g85 2242 444 641 404
g3-g87 134995 31215 19726 3275
g3-g88 168482 39447 27866 4188
g3-g89 8059 1298 5247 838
g3-g90 84701 20773 16593 3503
g3-g91 1120 334 258 243
g3-g92 1545 447 300 283
g3-g94 61066 18026 10640 3000
g3-g95 946 280 258 223
g3-g96 1291 480 339 242
g3-g97 1140 372 295 265
g3-g98 3121 1103 660 435
g3-g99 2893 879 718 433
g30-g100 1000000 1000013 1000011 1000015
g30-g101 1000000 1000013 1000009 1000012
g30-g102 1000000 1000010 1000007 1000010
g30-g103 1000000 1000009 1000006 1000011
g30-g104 1000000 1000029 1000010 1000028
g30-g105 1000000 1000030 1000021 1000025
g30-g106 1000000 1000051 1000009 1000045
g30-g107 1000001 1000049 1000012 1000054
g30-g108 1000000 1000057 1000013 1000060
g30-g109 1000000 1000046 1000017 1000065
g30-g110 1000000 1000072 1000009 1000040
g30-g111 1000000 1000081 1000026 1000074
g30-g112 1000001 1000109 1000024 1000082
g30-g51 1000000 1000000 1000002 1000002
g30-g52 1000000 1000000 1000002 1000003
g30-g53 1000000 1000000 1000002 1000002
g30-g54 1000000 1000000 1000003 1000004
g30-g55 1000000 1000000 1000002 1000003
g30-g56 1000000 1000000 1000002 1000006
g30-g57 1000000 1000000 1000003 1000003
g30-g61 1000000 1000000 1000003 1000004
g30-g62 1000000 1000000 1000002 1000003
g30-g63 1000000 1000000 1000002 1000004
g30-g64 1000000 1000000 1000001 1000001
g30-g65 1000000 1000000 1000002 1000004
g30-g67 1000000 1000000 1000004 1000003
g30-g68 1000000 1000000 1000001 1000005
g30-g69 1000000 1000000 1000003 1000003
g30-g70 1000000 1000000 1000004 1000005
g30-g71 1000000 1000000 1000004 1000003
g30-g72 1000000 1000000 1000009 1000002
g30-g74 1000000 1000001 1000002 1000005
g30-g75 1000000 1000001 1000002 1000001
g30-g76 1000000 1000001 1000002 1000003
g30-g77 1000000 1000001 1000001 1000003
g30-g78 1000000 1000001 1000002 1000003
g30-g79 1000000 1000001 1000003 1000006
g30-g80 1000000 1000002 1000006 1000004
g30-g81 1000000 1000000 1000003 1000003
g30-g83 1000000 1000002 1000004 1000004
g30-g84 1000000 1000001 1000003 1000002
g30-g85 1000000 1000002 1000005 1000005
g30-g87 1000000 1000002 1000003 1000004
g30-g88 1000000 1000003 1000003 1000006
g30-g89 1000000 1000001 1000006 1000004
g30-g90 1000000 1000001 1000004 1000007
g30-g91 1000000 1000005 1000005 1000005
g30-g92 1000000 1000010 1000007 1000009
g30-g94 1000000 1000003 1000008 1000014
g30-g95 1000000 1000001 1000012 1000012
g30-g96 1000000 1000010 1000010 1000014
g30-g97 1000000 1000010 1000015 1000010
g30-g98 1000000 1000014 1000019 1000016
g30-g99 1000000 1000007 1000019 1000012
g31-g100 1000000 1000012 1000009 1000010
g31-g101 1000000 1000005 1000009 1000009
g31-g102 1000000 1000000 1000008 1000011
g31-g103 1000000 1000006 1000005 1000006
g31-g104 1000000 1000031 1000012 1000025
g31-g105 1000000 1000026 1000011 1000025
g31-g106 1000000 1000050 1000008 1000049
g31-g107 1000000 1000047 1000011 1000046
g31-g108 1000000 1000058 1000013 1000059
g31-g109 1000000 1000057 1000016 1000037
g31-g110 1000000 1000065 1000008 1000036
g31-g111 1000001 1000079 1000015 1000083
g31-g112 1000001 1000107 1000021 1000107
g31-g51 1000000 1000000 1000002 1000003
g31-g52 1000000 1000000 1000002 1000002
g31-g53 1000000 1000000 1000002 1000003
g31-g54 1000000 1000000 1000001 1000003
g31-g55 1000000 1000000 1000002 1000003
g31-g56 1000000 1000000 1000002 1000005
g31-g57 1000000 1000000 1000006 1000003
g31-g61 1000000 1000000 1000004 1000002
g31-g62 1000000 1000000 1000002 1000002
g31-g63 1000000 1000000 1000002 1000004
g31-g64 1000000 1000000 1000002 1000001
g31-g65 1000000 1000000 1000002 1000003
g31-g67 1000000 1000000 1000003 1000004
g31-g68 1000000 1000000 1000001 1000000
g31-g69 1000000 1000000 1000004 1000003
g31-g70 1000000 1000001 1000004 1000005
g31-g71 1000000 1000000 1000004 1000003
g31-g72 1000000 1000000 1000010 1000005
g31-g74 1000000 1000001 1000002 1000005
g31-g75 1000000 1000000 1000002 1000004
g31-g76 1000000 1000001 1000002 1000001
g31-g77 1000000 1000000 1000002 1000003
g31-g78 1000000 1000001 1000003 1000004
g31-g79 1000000 1000001 1000004 1000004
g31-g80 1000000 1000001 1000009 1000006
g31-g81 1000000 1000001 1000005 1000004
g31-g83 1000000 1000001 1000003 1000003
g31-g84 1000000 1000004 1000002 1000001
g31-g85 1000000 1000001 1000007 1000006
g31-g87 1000000 1000002 1000003 1000004
g31-g88 1000000 1000001 1000003 1000007
g31-g89 1000000 1000001 1000008 1000006
g31-g90 1000000 1000003 1000006 1000004
g31-g91 1000000 1000002 1000006 1000008
g31-g92 1000000 1000005 1000009 1000008
g31-g94 1000000 1000007 1000007 1000014
g31-g95 1000000 1000004 1000013 1000004
g31-g96 1000000 1000013 1000010 1000007
g31-g97 1000000 1000002 1000009 1000004
g31-g98 1000000 1000005 1000014 1000009
g31-g99 1000000 1000009 1000014 1000014
g32-g100 1000000 45251 86971 48999
g32-g101 1000000 95060 606195 90410
g32-g102 1000000 136165 953992 124250
g32-g103 1000000 248234 1000040 218009
g32-g104 1000000 109181 176192 102056
g32-g105 1000000 110916 173883 103315
g32-g106 1000000 209692 232322 215892
g32-g107 1000000 208867 296377 210062
g32-g108 1000000 230125 304344 238189
g32-g109 1000000 404995 1000080 394105
g32-g110 1000000 1000029 1000083 981536
g32-g111 1000000 330387 483748 330165
g32-g112 1000001 802862 1000214 734403
g32-g51 1000000 1000000 1000005 1000002
g32-g52 529633 5886 31039 7819
g32-g53 407062 4710 22717 5096
g32-g54 1000000 12641 83487 13874
g32-g55 1000000 10532 70204 11226
