instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32 clique-par/t2 clique-par/t4 clique-par/t8 clique-par/t16 clique-par/t32r
mcs50_m3Dr4_s15_AB09 1 0 8 8 1 3 5 6 9
mcs50_m3Dr4_s20_AB00 2 0 9 9 1 3 4 6 8
mcs50_m3Dr4_s20_AB01 1 0 11 7 1 2 6 6 9
mcs50_m3Dr4_s20_AB02 0 0 9 5 1 3 6 5 8
mcs50_m3Dr4_s20_AB03 1 0 8 9 1 3 5 7 8
mcs50_m3Dr4_s20_AB04 2 0 9 9 1 3 5 7 9
mcs50_m3Dr4_s20_AB05 1 0 9 5 1 3 5 8 9
mcs50_m3Dr4_s20_AB06 1 0 9 8 1 3 4 7 9
mcs50_m3Dr4_s20_AB07 1 0 8 7 1 3 5 6 10
mcs50_m3Dr4_s20_AB08 1 0 11 8 1 3 4 6 8
mcs50_m3Dr4_s20_AB09 1 0 9 5 3 3 5 7 8
mcs50_m3Dr4_s50_AB00 16 444 33 87 16 26 29 34 34
mcs50_m3Dr4_s50_AB01 35 1520 46 199 30 42 42 38 45
mcs50_m3Dr4_s50_AB02 20 217 40 137 18 33 34 33 37
mcs50_m3Dr4_s50_AB03 197 226 43 129 27 40 41 34 40
mcs50_m3Dr4_s50_AB04 17 719 38 249 17 29 32 33 34
mcs50_m3Dr4_s50_AB05 14 634 36 107 16 30 30 33 32
mcs50_m3Dr4_s50_AB06 32 125 41 191 34 35 33 36 42
mcs50_m3Dr4_s50_AB07 42 298 42 114 37 39 36 37 32
mcs50_m3Dr4_s50_AB08 201 146 50 75 85 42 41 43 45
mcs50_m3Dr4_s50_AB09 12 320 36 184 15 30 30 35 35
mcs50_m3Dr4_s60_AB00 15 91 24 108 9 16 21 19 24
mcs50_m3Dr4_s60_AB01 12 396 23 215 11 16 19 21 21
mcs50_m3Dr4_s60_AB02 7 208 24 370 8 18 19 21 24
mcs50_m3Dr4_s60_AB03 12 250 26 589 11 19 22 24 26
mcs50_m3Dr4_s60_AB04 18 852 28 1350 14 23 26 24 26
mcs50_m3Dr4_s60_AB05 21 134 26 124 12 21 20 22 19
mcs50_m3Dr4_s60_AB06 22 371 24 530 11 21 22 23 27
mcs50_m3Dr4_s60_AB07 18 280 28 229 13 21 21 23 24
mcs50_m3Dr4_s60_AB08 7 216 26 80 18 20 21 23 23
mcs50_m3Dr4_s60_AB09 14 426 27 186 17 25 23 27 26
mcs50_m3Dr6_s15_AB00 1 0 9 6 2 3 5 7 9
mcs50_m3Dr6_s15_AB01 1 0 10 7 1 3 4 6 9
mcs50_m3Dr6_s15_AB02 1 0 11 6 1 3 5 6 8
mcs50_m3Dr6_s15_AB03 1 0 9 5 1 4 4 7 10
mcs50_m3Dr6_s15_AB04 1 0 8 10 1 3 5 6 9
mcs50_m3Dr6_s15_AB05 1 0 9 7 2 3 4 6 8
mcs50_m3Dr6_s15_AB06 1 0 8 8 1 3 4 7 9
mcs50_m3Dr6_s15_AB07 2 0 9 6 1 2 5 6 9
mcs50_m3Dr6_s15_AB08 1 0 8 6 1 3 4 6 8
mcs50_m3Dr6_s15_AB09 1 0 9 8 1 3 4 6 9
mcs50_m3Dr6_s20_AB00 0 0 9 7 1 3 5 7 9
mcs50_m3Dr6_s20_AB01 1 0 11 7 1 2 5 6 8
mcs50_m3Dr6_s20_AB02 1 0 10 6 1 3 4 4 9
mcs50_m3Dr6_s20_AB03 0 0 9 7 1 3 5 6 7
mcs50_m3Dr6_s20_AB04 1 0 9 8 1 3 5 6 10
mcs50_m3Dr6_s20_AB05 1 0 10 7 1 3 5 8 9
mcs50_m3Dr6_s20_AB06 1 0 10 7 1 3 3 6 9
mcs50_m3Dr6_s20_AB07 1 0 8 7 1 3 5 8 9
mcs50_m3Dr6_s20_AB08 1 0 9 6 1 3 4 6 9
mcs50_m3Dr6_s20_AB09 0 0 9 7 0 2 4 6 8
mcs50_m3Dr6_s50_AB00 13 30 36 25 23 30 30 33 28
mcs50_m3Dr6_s50_AB01 17 18 34 36 15 25 29 29 31
mcs50_m3Dr6_s50_AB02 19 117 38 97 18 33 32 28 32
mcs50_m3Dr6_s50_AB03 20 59 39 87 18 29 35 33 36
mcs50_m3Dr6_s50_AB04 21 70 42 51 31 33 37 35 37
mcs50_m3Dr6_s50_AB05 15 49 31 52 20 29 30 25 34
mcs50_m3Dr6_s50_AB06 24 132 33 51 20 34 35 38 37
mcs50_m3Dr6_s50_AB07 16 421 25 49 16 32 33 34 35
mcs50_m3Dr6_s50_AB08 16 72 38 56 16 30 31 35 36
mcs50_m3Dr6_s50_AB09 23 169 34 204 24 32 37 42 43
mcs50_m3Dr6_s60_AB00 8 91 24 178 15 15 17 18 20
mcs50_m3Dr6_s60_AB01 19 1534 24 796 10 19 22 22 25
mcs50_m3Dr6_s60_AB02 13 400 30 682 12 23 23 28 29
mcs50_m3Dr6_s60_AB03 33 357 31 310 22 25 24 25 27
mcs50_m3Dr6_s60_AB04 8 18 21 22 8 16 19 21 22
mcs50_m3Dr6_s60_AB05 10 333 26 542 17 20 21 25 24
mcs50_m3Dr6_s60_AB06 18 171 28 185 11 21 25 26 25
mcs50_m3Dr6_s60_AB07 45 938 28 956 21 29 25 30 32
mcs50_m3Dr6_s60_AB08 24 234 29 261 17 22 23 24 27
mcs50_m3Dr6_s60_AB09 20 1890 31 980 15 25 25 26 30
mcs50_m4D_s30_AB00 8 2 14 7 4 9 9 12 15
mcs50_m4D_s30_AB01 3 0 11 7 2 6 6 9 12
mcs50_m4D_s30_AB02 1 1 10 8 2 4 7 7 11
mcs50_m4D_s30_AB03 4 0 11 5 2 4 7 8 11
mcs50_m4D_s30_AB04 2 0 11 9 2 5 7 10 11
mcs50_m4D_s30_AB05 1 1 12 9 4 5 6 9 11
mcs50_m4D_s30_AB06 2 2 12 8 2 6 7 9 11
mcs50_m4D_s30_AB07 1 0 12 9 2 6 7 8 9
mcs50_m4D_s30_AB08 1 1 12 8 2 4 5 7 9
mcs50_m4D_s30_AB09 1 0 10 7 1 4 6 8 10
mcs50_m4D_s35_AB00 3 5 12 9 4 7 9 13 14
mcs50_m4D_s35_AB01 4 8 15 9 4 8 11 11 13
mcs50_m4D_s35_AB02 3 5 14 10 3 8 8 12 14
mcs50_m4D_s35_AB03 5 15 15 10 10 11 11 13 17
mcs50_m4D_s35_AB04 3 13 14 12 3 7 7 9 14
mcs50_m4D_s35_AB05 6 10 16 10 6 12 13 14 14
mcs50_m4D_s35_AB06 3 4 14 14 3 7 10 11 12
mcs50_m4D_s35_AB07 3 2 15 12 4 9 10 11 14
mcs50_m4D_s35_AB08 3 1 14 9 3 7 9 11 12
mcs50_m4D_s35_AB09 3 11 16 14 4 9 10 11 12
mcs50_m4D_s40_AB00 45 100 24 24 28 31 22 18 23
mcs50_m4D_s40_AB01 8 34 17 22 7 15 16 18 19
mcs50_m4D_s40_AB02 8 157 17 20 7 15 17 17 18
mcs50_m4D_s40_AB03 9 790 24 159 8 16 18 18 18
mcs50_m4D_s40_AB04 58 92 26 67 29 19 22 20 25
mcs50_m4D_s40_AB05 20 94 25 74 15 23 21 24 27
mcs50_m4D_s40_AB06 23 184 20 31 22 21 21 19 24
mcs50_m4D_s40_AB07 7 173 21 155 9 15 15 17 19
mcs50_m4D_s40_AB08 51 141 31 39 32 36 27 26 30
mcs50_m4D_s40_AB09 267 1090 53 101 142 118 75 55 49
mcs50_m4Dr2_s30_AB00 2 0 14 6 4 6 7 9 11
mcs50_m4Dr2_s30_AB01 4 0 13 6 2 5 7 9 12
mcs50_m4Dr2_s30_AB02 4 2 12 8 3 5 8 10 10
mcs50_m4Dr2_s30_AB03 1 1 12 10 2 5 7 9 11
mcs50_m4Dr2_s30_AB04 4 0 11 6 3 4 6 8 10
mcs50_m4Dr2_s30_AB05 1 1 10 7 1 4 6 7 9
mcs50_m4Dr2_s30_AB06 2 0 11 4 2 4 7 9 9
mcs50_m4Dr2_s30_AB07 1 0 11 6 2 4 6 8 10
mcs50_m4Dr2_s30_AB08 1 0 8 7 1 4 6 7 10
mcs50_m4Dr2_s30_AB09 2 2 10 7 2 4 4 8 10
mcs50_m4Dr2_s35_AB00 6 10 14 9 3 6 8 10 11
mcs50_m4Dr2_s35_AB01 4 61 15 12 7 8 11 12 14
mcs50_m4Dr2_s35_AB02 3 6 13 12 4 7 11 10 12
mcs50_m4Dr2_s35_AB03 3 2 12 6 3 7 7 11 14
mcs50_m4Dr2_s35_AB04 4 8 15 18 8 9 11 15 15
mcs50_m4Dr2_s35_AB05 4 11 16 22 7 8 11 11 14
mcs50_m4Dr2_s35_AB06 4 8 13 9 3 7 11 11 13
mcs50_m4Dr2_s35_AB07 6 63 16 26 6 10 11 11 15
mcs50_m4Dr2_s35_AB08 3 23 14 12 3 6 10 11 13
mcs50_m4Dr2_s35_AB09 4 10 14 13 7 7 10 10 14
mcs50_m4Dr2_s40_AB00 99 566 34 104 38 45 30 26 31
mcs50_m4Dr2_s40_AB01 10 96 22 55 10 17 17 17 20
mcs50_m4Dr2_s40_AB02 2911 108 192 89 1802 914 498 285 194
mcs50_m4Dr2_s40_AB03 8 16 18 41 11 12 10 14 20
mcs50_m4Dr2_s40_AB04 134 430 40 57 55 60 41 36 39
mcs50_m4Dr2_s40_AB05 12 13 24 14 14 16 16 19 22
mcs50_m4Dr2_s40_AB06 12 153 22 158 17 7 17 19 21
mcs50_m4Dr2_s40_AB07 1348 248 114 27 718 426 256 165 130
mcs50_m4Dr2_s40_AB08 9 207 21 36 9 17 15 21 21
mcs50_m4Dr2_s40_AB09 6 13 19 9 8 12 14 16 18
mcs50_m4Dr4_s30_AB00 2 1 12 7 3 5 5 8 11
mcs50_m4Dr4_s30_AB01 3 1 11 8 4 5 5 9 10
mcs50_m4Dr4_s30_AB02 3 0 12 8 2 5 5 8 12
mcs50_m4Dr4_s30_AB03 1 1 10 9 2 4 7 8 10
mcs50_m4Dr4_s30_AB04 1 0 11 8 2 4 4 9 11
mcs50_m4Dr4_s30_AB05 1 0 11 7 2 4 4 8 9
mcs50_m4Dr4_s30_AB06 2 0 12 5 2 5 5 8 9
mcs50_m4Dr4_s30_AB07 1 1 10 10 2 4 4 8 11
mcs50_m4Dr4_s30_AB08 1 1 10 7 2 4 7 8 10
mcs50_m4Dr4_s30_AB09 1 0 10 6 1 3 5 8 9
mcs50_m4Dr4_s35_AB00 4 10 16 9 4 9 9 11 14
mcs50_m4Dr4_s35_AB01 4 3 13 8 3 8 10 11 14
mcs50_m4Dr4_s35_AB02 4 7 15 11 5 9 10 11 17
mcs50_m4Dr4_s35_AB03 3 8 13 7 3 7 8 11 13
mcs50_m4Dr4_s35_AB04 4 13 15 10 4 8 11 12 14
mcs50_m4Dr4_s35_AB05 3 2 13 9 6 8 10 12 13
mcs50_m4Dr4_s35_AB06 5 12 14 28 5 8 9 13 13
mcs50_m4Dr4_s35_AB07 4 10 17 13 4 8 10 12 14
mcs50_m4Dr4_s35_AB08 3 29 15 7 5 8 8 11 14
mcs50_m4Dr4_s35_AB09 4 13 16 13 4 9 12 10 14
mcs50_m4Dr4_s40_AB00 6 26 18 21 6 13 15 14 19
mcs50_m4Dr4_s40_AB01 6 52 18 10 7 12 11 15 14
mcs50_m4Dr4_s40_AB02 6 40 14 50 7 12 11 15 16
mcs50_m4Dr4_s40_AB03 97 594 38 78 43 49 37 31 37
mcs50_m4Dr4_s40_AB04 10 32 18 19 9 15 14 16 19
mcs50_m4Dr4_s40_AB05 6 93 17 70 11 12 15 14 17
mcs50_m4Dr4_s40_AB06 8 151 18 57 12 12 14 15 19
mcs50_m4Dr4_s40_AB07 11 169 23 41 11 17 16 19 19
mcs50_m4Dr4_s40_AB08 35 29 25 27 26 23 21 24 26
mcs50_m4Dr4_s40_AB09 47 169 26 49 28 35 26 24 31
mcs50_m4Dr6_s30_AB00 1 0 10 7 1 4 7 8 9
mcs50_m4Dr6_s30_AB01 3 0 11 6 2 4 6 9 9
mcs50_m4Dr6_s30_AB02 3 0 10 5 2 4 4 8 10
mcs50_m4Dr6_s30_AB03 3 0 13 8 2 5 5 9 10
mcs50_m4Dr6_s30_AB04 1 0 12 6 2 5 6 8 10
mcs50_m4Dr6_s30_AB05 1 0 11 7 2 4 6 7 9
mcs50_m4Dr6_s30_AB06 3 1 11 6 3 5 7 8 11
mcs50_m4Dr6_s30_AB07 2 1 11 6 3 4 6 8 11
mcs50_m4Dr6_s30_AB08 3 1 11 6 2 5 4 8 11
mcs50_m4Dr6_s30_AB09 2 0 10 8 4 4 6 8 10
mcs50_m4Dr6_s35_AB00 3 2 17 7 4 9 12 13 14
mcs50_m4Dr6_s35_AB01 6 2 13 20 5 11 11 13 15
mcs50_m4Dr6_s35_AB02 3 6 13 8 3 7 9 11 12
mcs50_m4Dr6_s35_AB03 5 1 17 8 4 8 11 13 15
mcs50_m4Dr6_s35_AB04 3 2 16 10 4 8 11 11 13
mcs50_m4Dr6_s35_AB05 3 1 14 8 3 8 9 9 12
mcs50_m4Dr6_s35_AB06 4 4 13 10 3 7 8 10 14
mcs50_m4Dr6_s35_AB07 3 7 16 13 3 8 11 12 11
mcs50_m4Dr6_s35_AB08 3 5 15 9 4 7 9 8 13
mcs50_m4Dr6_s35_AB09 4 10 15 8 4 8 9 9 13
mcs50_m4Dr6_s40_AB00 11 13 22 13 9 17 18 20 22
mcs50_m4Dr6_s40_AB01 6 69 19 32 6 12 12 14 18
mcs50_m4Dr6_s40_AB02 15 34 19 26 12 20 20 22 19
mcs50_m4Dr6_s40_AB03 7 7 17 16 6 13 14 16 19
mcs50_m4Dr6_s40_AB04 10 157 18 39 9 16 17 17 19
mcs50_m4Dr6_s40_AB05 6 38 18 10 5 11 13 15 17
mcs50_m4Dr6_s40_AB06 7 7 20 14 6 12 14 15 18
mcs50_m4Dr6_s40_AB07 11 180 22 41 9 18 19 20 24
mcs50_m4Dr6_s40_AB08 6 3 22 10 8 14 13 18 20
mcs50_m4Dr6_s40_AB09 6 27 17 118 6 13 14 14 17
mcs50_r001_s100_AB00 33721 1000000 4831 1000002 21839 9292 8106 5211 4861
mcs50_r001_s100_AB01 1370 1000000 461 886487 759 600 434 426 468
mcs50_r001_s100_AB02 61228 1000000 2576 1000001 38758 15807 13371 6831 2593
mcs50_r001_s100_AB03 1000000 1000000 102403 1000001 1000000 454282 327997 150388 93365
mcs50_r001_s100_AB04 24457 1000000 2757 1000001 14746 5889 4327 2874 2593
mcs50_r001_s100_AB05 194902 1000000 12094 1000002 118427 43652 31491 17527 11972
mcs50_r001_s100_AB06 27597 1000000 2495 1000001 13249 5374 3710 2563 1835
mcs50_r001_s100_AB07 50957 1000000 8074 1000001 32188 14309 11973 8997 7928
mcs50_r001_s100_AB08 6500 1000000 1126 1000002 3865 1668 1202 1101 1090
mcs50_r001_s100_AB09 1000000 1000000 233899 1000001 1000001 1000000 960560 426239 230954
mcs50_r005_s100_AB00 27 976 48 1422 45 43 43 44 40
mcs50_r005_s100_AB01 37 1695 49 1266 38 41 27 48 45
mcs50_r005_s100_AB02 45 1027 48 850 66 43 41 27 43
mcs50_r005_s100_AB03 31 1682 58 1524 54 49 44 49 51
mcs50_r005_s100_AB04 40 886 41 1407 37 37 20 39 41
mcs50_r005_s100_AB05 16 772 47 2710 35 39 37 41 43
mcs50_r005_s100_AB06 36 2146 43 2258 34 39 34 36 43
mcs50_r005_s100_AB07 30 626 42 485 37 39 39 47 43
mcs50_r005_s100_AB08 63 896 39 399 36 35 20 28 43
mcs50_r005_s100_AB09 21 796 44 1223 39 33 37 43 45
mcs50_r005_s20_AB00 1 0 10 6 2 3 6 5 8
mcs50_r005_s20_AB01 3 0 9 8 2 4 7 7 9
mcs50_r005_s20_AB02 3 0 9 5 2 5 6 7 10
mcs50_r005_s20_AB03 1 0 10 10 1 4 4 6 8
mcs50_r005_s20_AB04 1 0 10 7 1 3 6 7 9
mcs50_r005_s20_AB05 1 0 10 8 2 4 6 7 11
mcs50_r005_s20_AB06 1 0 10 6 1 3 7 5 8
mcs50_r005_s20_AB07 1 0 9 12 1 3 5 6 8
mcs50_r005_s20_AB08 1 0 9 5 1 3 5 5 7
mcs50_r005_s20_AB09 1 1 8 8 1 3 4 7 9
mcs50_r005_s25_AB00 10 3 15 7 7 11 11 12 14
mcs50_r005_s25_AB01 7 1 17 5 5 9 12 12 14
mcs50_r005_s25_AB02 4 6 16 10 4 8 8 10 13
mcs50_r005_s25_AB03 3 3 13 13 4 8 9 12 14
mcs50_r005_s25_AB04 7 5 17 7 4 9 10 12 13
mcs50_r005_s25_AB05 4 23 15 12 3 7 8 10 14
mcs50_r005_s25_AB06 9 5 16 10 6 10 12 10 13
mcs50_r005_s25_AB07 4 5 12 10 4 7 9 9 14
mcs50_r005_s25_AB08 5 9 14 10 4 9 11 10 11
mcs50_r005_s25_AB09 6 7 13 8 4 9 9 10 13
mcs50_r005_s30_AB00 1 0 9 7 1 4 4 6 10
mcs50_r005_s30_AB01 5 7 11 8 3 6 8 10 15
mcs50_r005_s30_AB02 2 1 11 7 2 5 6 7 11
mcs50_r005_s30_AB03 2 1 11 7 2 4 6 7 10
mcs50_r005_s30_AB04 2 0 10 8 2 4 7 7 9
mcs50_r005_s30_AB05 3 1 11 8 2 5 7 8 10
mcs50_r005_s30_AB06 2 5 12 9 2 5 7 6 13
mcs50_r005_s30_AB07 2 1 12 9 2 5 7 9 12
mcs50_r005_s30_AB08 2 0 10 8 2 4 7 8 11
mcs50_r005_s30_AB09 1 5 11 8 1 4 7 7 9
mcs50_r005_s35_AB00 4 51 13 15 8 8 10 10 14
mcs50_r005_s35_AB01 16 6 21 10 12 18 17 18 18
mcs50_r005_s35_AB02 6 22 15 13 5 9 11 13 13
mcs50_r005_s35_AB03 3 9 12 19 7 7 9 10 15
mcs50_r005_s35_AB04 9 15 15 35 9 11 12 12 16
mcs50_r005_s35_AB05 6 6 18 9 5 8 10 14 15
mcs50_r005_s35_AB06 4 3 13 8 3 8 8 10 14
mcs50_r005_s35_AB07 5 24 15 23 4 9 9 10 16
mcs50_r005_s35_AB08 11 12 17 14 8 13 11 15 14
mcs50_r005_s35_AB09 3 41 14 27 4 9 10 11 14
mcs50_r005_s40_AB00 6 55 21 23 6 14 13 17 19
mcs50_r005_s40_AB01 11 77 24 88 9 19 18 19 25
mcs50_r005_s40_AB02 37 41 26 36 17 23 23 25 24
mcs50_r005_s40_AB03 32 99 31 101 26 33 26 27 31
mcs50_r005_s40_AB04 9 3 19 8 8 16 15 19 20
mcs50_r005_s40_AB05 9 19 21 12 8 15 15 17 22
mcs50_r005_s40_AB06 8 22 18 19 12 14 15 16 19
mcs50_r005_s40_AB07 9 112 19 96 14 15 14 17 18
mcs50_r005_s40_AB08 5 21 21 23 8 14 15 16 19
mcs50_r005_s40_AB09 19 32 21 27 10 17 18 20 21
mcs50_r005_s50_AB00 42 166 43 137 40 45 41 40 49
mcs50_r005_s50_AB01 758 1796 70 392 219 147 83 62 68
mcs50_r005_s50_AB02 86 430 56 215 107 80 60 57 53
mcs50_r005_s50_AB03 143 168 51 140 47 54 48 50 52
mcs50_r005_s50_AB04 100 398 58 103 90 78 60 57 51
mcs50_r005_s50_AB05 31 337 51 347 45 47 44 46 43
mcs50_r005_s50_AB06 153 1054 52 484 80 90 70 62 63
mcs50_r005_s50_AB07 13 1233 26 579 29 30 32 31 33
mcs50_r005_s50_AB08 325 182 56 158 193 103 59 52 53
mcs50_r005_s50_AB09 17 180 37 342 19 33 33 31 35
mcs50_r005_s60_AB00 7 138 27 119 18 19 20 23 27
mcs50_r005_s60_AB01 21 194 24 215 26 25 22 22 25
mcs50_r005_s60_AB02 19 92 27 199 11 20 21 23 25
mcs50_r005_s60_AB03 10 173 27 279 9 19 19 22 25
mcs50_r005_s60_AB04 20 98 21 120 16 17 18 21 26
mcs50_r005_s60_AB05 17 115 25 183 10 18 19 19 23
mcs50_r005_s60_AB06 10 30 24 62 11 16 17 23 19
mcs50_r005_s60_AB07 10 170 26 368 11 22 23 22 29
mcs50_r005_s60_AB08 22 397 28 693 17 21 22 25 27
mcs50_r005_s60_AB09 14 191 24 175 10 20 21 22 25
mcs50_r005_s70_AB00 47 902 49 1515 28 42 44 48 44
mcs50_r005_s70_AB01 59 373 38 744 38 41 34 38 36
mcs50_r005_s70_AB02 23 886 42 729 40 42 42 43 45
mcs50_r005_s70_AB03 12 1894 36 478 29 30 28 30 33
mcs50_r005_s70_AB04 48 873 47 745 42 41 40 44 45
mcs50_r005_s70_AB05 235 1139 50 4498 39 42 42 40 47
mcs50_r005_s70_AB06 20 2417 39 508 26 35 34 37 39
mcs50_r005_s70_AB07 81 106 43 427 40 41 43 45 47
mcs50_r005_s70_AB08 105 552 41 748 35 37 37 40 40
mcs50_r005_s70_AB09 48 267 41 709 27 38 40 41 40
mcs50_r005_s80_AB00 52 1691 69 428 45 57 41 61 65
mcs50_r005_s80_AB01 39 2136 66 1577 51 58 46 58 61
mcs50_r005_s80_AB02 33 2739 57 10400 61 55 60 61 58
mcs50_r005_s80_AB03 52 1932 59 564 50 51 48 58 59
mcs50_r005_s80_AB04 66 4026 59 6554 56 55 50 58 60
mcs50_r005_s80_AB05 1015 2422 70 1396 62 58 47 61 60
mcs50_r005_s80_AB06 71 4180 79 3565 57 70 60 65 74
mcs50_r005_s80_AB07 74 2108 61 1388 59 58 50 61 62
mcs50_r005_s80_AB08 180 5258 68 1356 98 71 55 63 64
mcs50_r005_s80_AB09 152 2287 75 1886 104 72 68 66 74
mcs50_r005_s90_AB00 433 21078 117 12216 315 177 115 105 117
mcs50_r005_s90_AB01 1169 30715 94 14123 300 162 97 86 93
mcs50_r005_s90_AB02 4108 8075 119 2854 998 373 186 129 123
mcs50_r005_s90_AB03 838 9115 86 9955 102 94 86 91 96
mcs50_r005_s90_AB04 61 1185 89 7721 92 85 77 91 88
mcs50_r005_s90_AB05 52 19873 83 3197 82 80 45 74 83
mcs50_r005_s90_AB06 100 6299 92 2308 98 96 89 94 102
mcs50_r005_s90_AB07 122 6326 92 1037 113 98 83 87 97
mcs50_r005_s90_AB08 271 7794 107 203301 154 120 69 96 102
mcs50_r005_s90_AB09 780 1240 99 1604 509 216 126 82 81
mcs50_r01_s100_AB00 38 36 46 157 36 41 22 44 50
mcs50_r01_s100_AB01 20 41 40 105 30 34 28 41 39
mcs50_r01_s100_AB02 27 36 34 64 28 30 30 34 32
mcs50_r01_s100_AB03 13 105 28 185 20 34 35 29 41
mcs50_r01_s100_AB04 23 15 40 45 32 35 36 38 43
mcs50_r01_s100_AB05 17 24 42 94 28 36 35 34 37
mcs50_r01_s100_AB06 21 20 40 76 22 32 20 37 37
mcs50_r01_s100_AB07 16 32 40 171 21 30 33 35 35
mcs50_r01_s100_AB08 19 18 42 69 30 34 33 35 40
mcs50_r01_s100_AB09 14 21 31 15 28 29 31 33 35
mcs50_r01_s10_AB00 0 0 8 2 0 1 3 6 8
mcs50_r01_s10_AB01 0 0 7 3 0 1 2 5 7
mcs50_r01_s10_AB02 0 0 7 3 0 1 2 5 7
mcs50_r01_s10_AB03 0 0 7 3 0 1 2 5 7
mcs50_r01_s10_AB04 0 0 7 4 0 1 3 4 7
mcs50_r01_s10_AB05 0 0 8 4 0 1 1 4 8
mcs50_r01_s10_AB06 0 0 7 2 0 1 1 4 7
mcs50_r01_s10_AB07 0 0 7 4 0 1 2 5 8
mcs50_r01_s10_AB08 0 0 8 3 0 1 4 5 7
mcs50_r01_s10_AB09 0 0 7 4 0 1 3 4 8
mcs50_r01_s15_AB00 1 0 10 8 1 4 5 8 9
mcs50_r01_s15_AB01 1 0 8 5 2 3 7 7 10
mcs50_r01_s15_AB02 1 0 9 6 2 4 5 6 9
mcs50_r01_s15_AB03 1 0 9 6 2 3 4 7 9
mcs50_r01_s15_AB04 1 0 9 7 1 3 5 7 10
mcs50_r01_s15_AB05 1 0 9 8 1 3 5 6 9
mcs50_r01_s15_AB06 1 0 10 6 1 3 4 7 9
mcs50_r01_s15_AB07 1 0 8 5 1 3 6 6 9
mcs50_r01_s15_AB08 1 0 9 9 1 3 5 6 9
mcs50_r01_s15_AB09 1 0 9 5 2 4 5 7 11
mcs50_r01_s20_AB00 2 0 9 5 1 2 5 6 8
mcs50_r01_s20_AB01 2 0 10 5 1 3 4 6 9
mcs50_r01_s20_AB02 1 0 9 4 1 3 5 6 9
mcs50_r01_s20_AB03 1 0 10 8 1 2 5 7 9
mcs50_r01_s20_AB04 1 0 10 6 2 3 4 5 10
mcs50_r01_s20_AB05 1 0 9 6 1 3 4 5 9
mcs50_r01_s20_AB06 2 0 8 8 1 3 5 6 9
mcs50_r01_s20_AB07 1 0 10 10 1 3 5 8 9
mcs50_r01_s20_AB08 1 0 9 8 1 2 4 7 9
mcs50_r01_s20_AB09 1 0 9 7 1 3 5 6 10
mcs50_r01_s25_AB00 3 4 12 8 3 7 8 11 14
mcs50_r01_s25_AB01 5 1 14 11 3 7 10 11 11
mcs50_r01_s25_AB02 3 4 13 9 5 7 7 10 13
mcs50_r01_s25_AB03 3 2 11 10 6 7 10 10 13
mcs50_r01_s25_AB04 2 3 10 9 3 6 7 8 12
mcs50_r01_s25_AB05 4 3 12 7 3 7 8 8 12
mcs50_r01_s25_AB06 4 0 13 7 4 8 9 12 13
mcs50_r01_s25_AB07 2 4 12 9 3 7 6 8 10
mcs50_r01_s25_AB08 3 1 15 11 3 7 7 11 13
mcs50_r01_s25_AB09 2 3 12 8 3 6 6 11 11
mcs50_r01_s30_AB00 1 0 11 7 3 4 6 7 10
mcs50_r01_s30_AB01 1 0 9 7 1 4 4 6 10
mcs50_r01_s30_AB02 2 1 15 8 2 5 8 8 10
mcs50_r01_s30_AB03 1 0 10 7 1 3 3 6 9
mcs50_r01_s30_AB04 1 1 11 9 2 4 7 8 9
mcs50_r01_s30_AB05 1 0 10 8 1 5 4 7 10
mcs50_r01_s30_AB06 2 0 11 6 3 4 5 6 10
mcs50_r01_s30_AB07 1 0 10 6 1 4 6 5 9
mcs50_r01_s30_AB08 1 0 12 7 1 4 5 7 10
mcs50_r01_s30_AB09 2 0 11 7 2 5 6 9 11
mcs50_r01_s35_AB00 4 2 15 9 4 8 9 11 13
mcs50_r01_s35_AB01 3 7 12 9 3 5 8 9 12
mcs50_r01_s35_AB02 2 1 11 8 3 7 8 10 11
mcs50_r01_s35_AB03 3 0 13 8 3 8 10 10 13
mcs50_r01_s35_AB04 3 3 15 7 3 7 8 10 12
mcs50_r01_s35_AB05 4 3 14 9 7 7 9 12 16
mcs50_r01_s35_AB06 3 1 15 9 3 6 10 10 13
mcs50_r01_s35_AB07 3 0 13 9 3 7 9 9 12
mcs50_r01_s35_AB08 3 2 12 9 3 7 7 10 13
mcs50_r01_s35_AB09 3 0 12 7 3 7 7 9 12
mcs50_r01_s40_AB00 5 5 20 9 6 11 15 13 16
mcs50_r01_s40_AB01 6 12 17 8 5 11 10 13 15
mcs50_r01_s40_AB02 6 2 20 11 8 14 13 16 19
mcs50_r01_s40_AB03 5 4 17 7 5 10 11 16 16
mcs50_r01_s40_AB04 6 5 20 15 6 12 13 15 19
mcs50_r01_s40_AB05 6 9 20 29 7 12 17 19 15
mcs50_r01_s40_AB06 4 4 14 7 4 10 11 13 16
mcs50_r01_s40_AB07 4 3 17 9 4 11 10 15 15
mcs50_r01_s40_AB08 5 5 17 36 6 14 12 16 17
mcs50_r01_s40_AB09 5 2 18 8 5 11 12 15 15
mcs50_r01_s50_AB00 21 28 38 245 22 34 30 32 34
mcs50_r01_s50_AB01 14 19 32 16 12 24 23 25 30
mcs50_r01_s50_AB02 14 20 36 47 20 27 26 31 34
mcs50_r01_s50_AB03 13 15 33 34 16 28 29 30 32
mcs50_r01_s50_AB04 12 39 33 21 26 27 27 32 31
