instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32 kdown-par/t32r kdown-cilk/t32 kdown-cilk/t32r
g5-g88 56 21 22 30 19 75 75
g5-g89 48 19 24 32 24 87 69
g5-g90 78 33 25 56 25 91 89
g5-g91 93 20 29 30 30 99 105
g5-g92 111 26 32 36 30 125 121
g5-g94 122 60 31 80 30 143 146
g5-g95 136 69 33 83 34 157 151
g5-g96 135 68 34 89 32 173 154
g5-g97 134 67 35 94 30 153 157
g5-g98 171 99 37 85 39 159 160
g5-g99 140 70 33 92 33 164 166
g50-g100 100000 100013 100049 100024 100053 100278 100265
g50-g101 100000 100011 100048 100015 100048 100222 100226
g50-g102 100000 100017 100050 100015 100052 100218 100232
g50-g103 100000 100012 100044 100010 100044 100197 100194
g50-g104 100001 100049 100088 100042 100062 100085 100088
g50-g105 100000 100050 100056 100042 100056 100082 100112
g50-g106 100001 100079 100131 100075 100056 101035 100919
g50-g107 100001 100005 100067 100063 100018 100236 100279
g50-g108 100001 100024 100079 100057 100067 100456 100008
g50-g109 100001 100023 100068 100065 100060 100011 100198
g50-g110 100001 100118 100037 100067 100028 100471 100345
g50-g111 100001 100018 100067 100120 100070 100386 100450
g50-g112 100001 100043 100049 100170 100048 102257 102335
g50-g51 100000 100000 100004 100001 100004 100011 100012
g50-g52 100000 100000 100007 100002 100007 100016 100017
g50-g53 100000 100000 100012 100001 100010 100028 100022
g50-g54 100000 100000 100007 100003 100008 100096 100077
g50-g55 100000 100000 100008 100001 100008 100024 100028
g50-g56 100000 100000 100007 100002 100008 100067 100072
g50-g57 100000 100000 100016 100003 100016 100026 100028
g50-g61 100000 100000 100009 100002 100012 100034 100034
g50-g62 100000 100000 100008 100003 100007 100236 100347
g50-g63 100000 100000 100009 100002 100010 100035 100031
g50-g64 100000 100001 100002 100002 100002 100043 100035
g50-g65 100000 100000 100007 100002 100008 100097 100096
g50-g67 100000 100001 100012 100002 100010 100056 100048
g50-g68 100000 100001 100009 100002 100009 100039 100038
g50-g69 100000 100001 100010 100003 100015 100035 100038
g50-g70 100000 100001 100018 100003 100019 100052 100049
g50-g71 100000 100001 100010 100003 100015 100048 100047
g50-g72 100000 100002 100024 100003 100028 100046 100049
g50-g74 100000 100001 100007 100004 100007 100335 100361
g50-g75 100000 100001 100004 100002 100006 100141 100212
g50-g76 100000 100000 100003 100004 100002 100088 100080
g50-g77 100000 100001 100002 100003 100002 100093 100088
g50-g78 100000 100001 100013 100002 100014 100056 100057
g50-g79 100000 100002 100014 100004 100016 100065 100069
g50-g80 100000 100006 100038 100004 100036 100058 100060
g50-g81 100000 100002 100020 100003 100017 100141 100143
g50-g83 100000 100000 100019 100004 100018 100159 100176
g50-g84 100000 100005 100003 100004 100003 100147 100150
g50-g85 100000 100006 100022 100006 100027 100110 100104
g50-g87 100000 100004 100019 100005 100021 100271 100075
g50-g88 100000 100004 100030 100005 100016 100094 100076
g50-g89 100000 100002 100031 100008 100030 100136 100130
g50-g90 100000 100006 100036 100006 100034 100154 100162
g50-g91 100000 100008 100027 100010 100026 100514 100442
g50-g92 100000 100010 100025 100011 100027 100443 100522
g50-g94 100000 100013 100030 100012 100028 100216 100213
g50-g95 100000 100020 100043 100022 100040 100068 100069
g50-g96 100000 100023 100071 100023 100058 100283 100188
g50-g97 100000 100027 100054 100017 100053 100175 100161
g50-g98 100000 100022 100061 100021 100056 100036 100035
g50-g99 100000 100015 100053 100017 100052 100053 100035
g6-g100 100000 100017 100006 100042 100006 100118 100122
g6-g101 100000 100015 100004 100067 100004 100117 100127
g6-g102 100000 100022 100004 100018 100004 100104 100110
g6-g103 100000 100002 100004 100020 100004 100085 100078
g6-g104 100000 100048 100006 75214 100006 100004 100004
g6-g105 100000 100047 100006 77430 100006 100005 100004
g6-g106 100000 100090 100006 100082 100006 100011 100011
g6-g107 100000 100090 100008 100082 100007 100006 100008
g6-g108 100000 100105 100008 100112 100008 100009 100009
g6-g109 100000 100110 100007 100045 100008 4176 3701
g6-g110 100001 100133 100006 100116 100006 100013 100012
g6-g111 100000 100147 100008 100135 100008 100014 100014
g6-g112 2167 1228 253 780 254 1613 1574
g6-g51 843 97 147 45 147 69 80
g6-g52 100000 7052 11006 793 10486 4422 4775
g6-g53 100000 100000 100002 17696 100002 100002 100002
g6-g54 100000 100000 100003 8364 100002 76457 74457
g6-g55 100000 4133 9584 351 9643 6482 4871
g6-g56 100000 100000 100002 24276 100002 100013 100001
g6-g57 100000 321 67294 88 66383 332 346
g6-g61 245 31 129 32 127 73 117
g6-g62 100000 100000 100003 100002 100003 100002 100002
g6-g63 292 77990 250 165 250 64 68
g6-g64 100000 3 854 7 993 2045 1116
g6-g65 100000 11116 496 770 526 1776 3115
g6-g67 100000 100002 100003 100004 100003 100016 100017
g6-g68 100000 100001 100003 100002 100002 100003 100003
g6-g69 614 19 91 20 85 90 90
g6-g70 76 8 28 14 28 69 59
g6-g71 623 26 93 22 90 97 109
g6-g72 58 29073 29 19 26 60 71
g6-g74 100000 100002 100002 100003 100002 100002 100002
g6-g75 100000 100002 100002 100003 100002 100002 100002
g6-g76 100000 100002 100002 100003 100002 100005 100005
g6-g77 100000 100001 100002 100002 100002 100009 100010
g6-g78 100000 100002 100002 100002 100002 100002 100002
g6-g79 100000 100002 100003 100004 100003 100024 100028
g6-g80 127 44 96 56 96 195 206
g6-g81 100000 100003 100003 21850 100003 91532 93018
g6-g83 100000 100005 100003 100005 100003 2541 3024
g6-g84 100000 100006 100002 100003 100002 100014 100012
g6-g85 100000 100009 100004 100015 100005 100050 100050
g6-g87 100000 100005 100003 20075 100003 100002 100002
g6-g88 100000 100005 100003 46625 100003 100002 100002
g6-g89 100000 100012 100004 100018 100004 100056 100053
g6-g90 100000 100010 100003 100002 100003 1485 930
g6-g91 160 80 46 55 45 145 143
g6-g92 348 49 62 60 58 170 167
g6-g94 100000 100016 100004 100014 100003 32074 54590
g6-g95 790 290 254 201 254 605 590
g6-g96 1104 303 249 220 256 654 632
g6-g97 788 229 194 203 193 600 600
g6-g98 2812 784 712 280 653 739 736
g6-g99 2734 799 707 268 683 773 753
g7-g100 5726 1285 789 1040 815 1788 1742
g7-g101 100000 7189 24670 3272 23648 22440 22423
g7-g102 100000 19743 75620 9145 78533 70971 72369
g7-g103 100000 42879 100003 16020 100004 100020 100022
g7-g104 100000 12583 24451 5350 24366 25079 25026
g7-g105 100000 13037 24681 5373 24782 25370 25164
g7-g106 100000 44993 100011 15174 100012 100010 100008
g7-g107 100000 27343 56343 10510 55957 58190 57907
g7-g108 100000 32468 70905 12382 69681 72170 71989
g7-g109 100000 32049 90970 11835 90549 94519 94808
g7-g110 100000 100116 100008 81038 100008 100021 100021
g7-g111 100001 54045 100017 19551 100016 100022 100021
g7-g112 100000 25957 20136 10737 20374 26708 26500
g7-g51 34992 271 782 185 722 544 516
g7-g52 3345 135 900 102 941 422 437
g7-g53 12364 456 2583 369 2595 1588 1565
g7-g54 63318 2195 10733 985 11180 6651 6492
g7-g55 30486 1074 4471 684 4150 3251 3258
g7-g56 91034 3099 16397 1141 17728 9281 9194
g7-g57 164 22 95 41 93 182 154
g7-g61 2548 167 360 135 371 393 401
g7-g62 88109 2223 18203 471 17486 8967 9172
g7-g63 100000 7849 29161 2559 29775 34985 31400
g7-g64 100000 2 10 5 11 26350 26654
g7-g65 100000 6374 21222 2859 20837 16472 16822
g7-g67 29106 660 4249 523 4395 2887 2883
g7-g68 100000 96121 100002 28809 100002 100004 100003
g7-g69 7561 449 1098 278 1112 918 943
g7-g70 1834 205 376 135 400 357 378
g7-g71 100000 5698 47882 1949 45961 13558 13180
g7-g72 1504 99 308 94 295 323 296
g7-g74 100000 100001 100002 100004 100002 100002 100002
g7-g75 10 5 9 6 9 42 25
g7-g76 9 10 14 11 14 40 56
g7-g77 9 12 34 12 32 101 98
g7-g78 100000 17256 82706 6520 79581 56965 56087
g7-g79 51268 1569 5589 935 5776 4596 4544
g7-g80 966 213 237 218 238 549 547
g7-g81 100000 15999 53358 6841 48874 47712 46579
g7-g83 100000 12326 55073 6280 54153 46475 47504
g7-g84 100000 100009 100003 100007 100003 100014 100015
g7-g85 4220 480 559 375 579 888 886
g7-g87 100000 5025 22821 2400 22573 17309 17111
g7-g88 100000 8670 37891 3728 42294 32268 31725
g7-g89 7574 748 807 450 806 1195 1192
g7-g90 100000 6635 33648 3468 32176 30471 29839
g7-g91 74048 1488 2089 716 2081 2229 2178
g7-g92 31463 1779 2414 852 2543 2683 2600
g7-g94 100000 7030 26836 3202 27460 25419 24921
g7-g95 8372 1376 972 1096 950 1918 1950
g7-g96 11691 1662 1194 1142 1092 2164 2167
g7-g97 9999 1505 1066 1102 1075 2038 1993
g7-g98 27475 2247 2610 1323 2602 3194 3256
g7-g99 27765 2289 2538 1348 2574 3304 3228
g8-g100 100000 100019 100005 100030 100005 100086 100082
g8-g101 100000 100017 100004 100014 100003 100018 100018
g8-g102 100000 100017 100003 100013 100003 100013 100013
g8-g103 100000 100000 100002 100017 100003 100022 100021
g8-g104 100000 100046 100005 100048 100005 100017 100017
g8-g105 100000 100047 100006 100061 100005 100016 100017
g8-g106 100001 100081 100006 100094 100006 100014 100015
g8-g107 100000 100084 100007 100053 100008 100008 100008
g8-g108 100000 100100 100008 100060 100007 100008 100008
g8-g109 100000 100014 100006 100014 100006 100113 100113
g8-g110 100001 100125 100006 100134 100006 100040 100040
g8-g111 100000 100162 100008 100151 100007 100021 100022
g8-g112 100001 100200 100012 100119 100014 100016 100017
g8-g51 100000 100000 100002 12720 100002 100002 100002
g8-g52 100000 100000 100002 100001 100003 100002 100002
g8-g53 100000 100000 100002 100001 100003 100004 100004
g8-g54 100000 100000 100002 100001 100002 100002 100002
g8-g55 100000 100000 100002 100001 100002 100002 100002
g8-g56 100000 100000 100002 100001 100002 100002 100002
g8-g57 100000 100000 100003 100002 100003 100006 100006
g8-g61 100000 100000 100002 2501 100002 100008 100006
g8-g62 100000 100000 100002 100003 100002 100003 100003
g8-g63 100000 100001 100003 100001 100003 73768 71685
g8-g64 100000 100001 100002 100001 100002 100003 100003
g8-g65 100000 100000 100002 100001 100002 100003 100003
g8-g67 100000 100001 100002 100001 100002 100003 100003
g8-g68 100000 100001 100002 100002 100002 100003 100003
g8-g69 100000 6099 100002 337 100002 2471 2516
g8-g70 100000 2995 9706 212 9237 1852 1853
g8-g71 100000 2691 100002 346 100003 3013 8956
g8-g72 100000 100001 41548 19263 43711 48684 51591
g8-g74 100000 100001 100002 100003 100002 100003 100003
g8-g75 100000 100001 100002 100003 100002 100004 100005
g8-g76 100000 100001 100002 100003 100002 100008 100008
g8-g77 100000 100000 100002 100002 100002 100017 100017
g8-g78 100000 100001 100002 100002 100002 100003 100003
g8-g79 100000 100002 100002 100006 100003 100002 100002
g8-g80 24173 32973 2687 2318 2732 2957 2930
g8-g81 100000 100004 100002 100002 100002 100008 100008
g8-g83 100000 100004 100002 100004 100002 100013 100013
g8-g84 100000 100006 100002 100006 100002 100019 100021
g8-g85 100000 100003 100004 100010 100003 100039 100034
g8-g87 100000 100003 100003 100010 100003 100007 100007
g8-g88 100000 100004 100003 100005 100002 100003 100003
g8-g89 100000 100003 100003 100008 100003 100003 100003
g8-g90 100000 100001 100003 100006 100003 100009 100010
g8-g91 100000 100009 100004 2736 100004 6507 6523
g8-g92 100000 100017 100004 3577 100003 8633 8322
g8-g94 100000 100009 100003 100015 100003 100005 100005
g8-g95 100000 100029 52952 15037 52672 45811 46436
g8-g96 100000 100022 73975 16402 72819 3628 3476
g8-g97 100000 100023 100005 11050 100005 44648 45313
g8-g98 100000 100028 100004 81327 100005 12691 12869
g8-g99 100000 100025 100005 87387 100006 12746 12894
g9-g100 100000 100022 100004 100018 100004 100088 100090
g9-g101 100000 100011 100005 100041 100005 100092 100111
g9-g102 100000 100011 100003 100040 100002 100022 100021
g9-g103 100000 100017 100003 100018 100003 100022 100022
g9-g104 100000 100073 100005 100060 100005 100006 100006
g9-g105 100000 100050 100005 100045 100005 100006 100006
g9-g106 100000 100141 100006 100089 100006 100013 100013
g9-g107 100001 100138 100007 100082 100007 100010 100011
g9-g108 100001 100163 100007 100113 100006 100011 100012
g9-g109 100001 100167 100010 100220 100010 100381 100309
g9-g110 100001 100136 100007 100140 100007 100036 100035
g9-g111 100002 100152 100008 100162 100009 100015 100016
g9-g112 100003 100204 100012 100108 100012 100015 100014
g9-g51 100000 100000 100003 100001 100003 100002 100002
g9-g52 100000 100000 100002 100001 100003 100003 100003
g9-g53 100000 100000 100002 100001 100002 100004 100004
g9-g54 100000 100000 100002 100001 100002 100002 100002
g9-g55 100000 100000 100002 100001 100002 100002 100002
g9-g56 100000 100000 100002 100001 100002 100003 100002
g9-g57 100000 100001 83495 40997 72798 100008 100008
g9-g61 100000 100000 100002 100002 100002 100014 100013
g9-g62 100000 100001 100003 100002 100003 100003 100003
g9-g63 7654 382 1490 97 1492 1333 1383
g9-g64 100000 100001 100003 100003 100003 100003 100003
g9-g65 100000 100001 100002 100002 100003 100005 100005
g9-g67 100000 100001 100003 100003 100002 100012 100011
g9-g68 100000 100001 100002 100001 100002 100006 100007
g9-g69 100000 100001 100003 100004 100003 100009 100009
g9-g70 100000 100001 100003 100004 100003 100012 100013
g9-g71 100000 100002 100003 100004 100003 100008 100008
g9-g72 100000 100002 100003 100003 100003 100006 100006
g9-g74 100000 100001 100002 100003 100002 100004 100004
g9-g75 100000 100002 100002 100003 100002 100010 100010
g9-g76 100000 100002 100002 100003 100002 100012 100014
g9-g77 100000 100001 100003 100002 100003 100017 100016
g9-g78 100000 100001 100002 100002 100002 100005 100005
g9-g79 100000 100002 100003 100003 100003 100003 100003
g9-g80 100000 100007 100005 100011 100004 100026 100029
g9-g81 100000 100004 100002 100005 100003 100009 100010
g9-g83 100000 100005 100003 100009 100003 100046 100044
g9-g84 100000 100006 100002 100003 100002 100024 100024
g9-g85 100000 100005 100003 100008 100003 100052 100050
g9-g87 100000 100004 100003 100005 100002 100005 100005
g9-g88 100000 100004 100002 100005 100002 100006 100006
g9-g89 100000 100004 100004 100009 100003 100041 100044
g9-g90 100000 100012 100004 100018 100004 100063 100070
g9-g91 100000 100009 100004 100019 100004 100032 100039
g9-g92 100000 100012 100004 100009 100004 100019 100012
g9-g94 100000 100013 100004 100031 100004 100005 100005
g9-g95 100000 100023 100005 100022 100005 100044 100041
g9-g96 100000 100020 100005 100037 100004 100031 100031
g9-g97 100000 100015 100005 100032 100006 100034 100047
g9-g98 100000 100030 100006 100025 100007 100033 100034
g9-g99 100001 100021 100006 100025 100006 100032 100025
g10-g58-normed 100000 100000 100003 100002 100003 100004 100004
g10-g59-normed 100000 100000 100002 100002 100002 100005 100005
g10-g60-normed 100000 100000 100003 100001 100002 100003 100003
g10-g66-normed 100000 100000 100003 100001 100003 100006 100005
g10-g73-normed 100000 100001 100002 100003 100002 100004 100003
g10-g82-normed 100000 100004 100002 100002 100002 100014 100013
g10-g86-normed 100000 100002 100003 100009 100002 100059 100071
g10-g93-normed 100001 100025 100005 100030 100005 81382 100033
g11-g58-normed 100000 100000 100002 100002 100003 100006 100006
g11-g59-normed 100000 100000 100003 100002 100003 100006 100006
g11-g60-normed 100000 100000 100002 100001 100002 100005 100005
g11-g66-normed 100000 100000 100002 100002 100002 100006 100006
g11-g73-normed 100000 100001 100003 100003 100002 100005 100006
g11-g82-normed 100000 100001 100002 100001 100003 100006 100005
g11-g86-normed 100000 100003 100003 100010 100004 100072 100056
g11-g93-normed 100000 100025 100005 100021 100003 100060 100058
g12-g58-normed 100000 100000 100004 100002 100004 100009 100008
g12-g59-normed 100000 100000 100004 100001 100004 100008 100010
g12-g60-normed 100000 100000 100004 100002 100004 100009 100012
g12-g66-normed 100000 100000 100005 100001 100004 100016 100013
g12-g73-normed 100000 100001 100005 100002 100004 100016 100018
g12-g82-normed 100000 100002 100003 100003 100003 100016 100017
g12-g86-normed 100000 100003 52082 5737 50682 2406 2511
g12-g93-normed 100000 100027 100003 100021 100003 100069 100075
g13-g58-normed 100000 100000 100003 100002 100003 100005 100005
g13-g59-normed 100000 100000 100003 100001 100003 100005 100005
g13-g60-normed 100000 100000 100003 100002 100003 100005 100006
g13-g66-normed 100000 100000 100003 100002 100003 100011 100010
