instance kdown james-cpp-max-down kdown-par/t32 james-cpp-max-down-par/t32 kdown-par/t32r kdown-cilk/t32 kdown-cilk/t32r
g19-g92 100000 100005 100003 100024 100004 100019 100013
g19-g94 100000 100013 100003 100014 100003 100021 100021
g19-g95 100000 100023 100005 100036 100005 100045 100046
g19-g96 100000 100014 100004 100036 100004 100048 100039
g19-g97 100000 100014 100004 100036 100004 100077 100065
g19-g98 100000 100016 100005 100034 100004 100007 100012
g19-g99 100000 100016 100005 100033 100005 100005 100011
g2-g100 100000 100028 100003 79999 100003 86176 85269
g2-g101 65 43 19 56 15 109 89
g2-g102 66 43 14 55 16 103 110
g2-g103 66 43 14 66 16 89 91
g2-g104 153 103 25 126 27 182 185
g2-g105 148 105 24 129 31 186 185
g2-g106 262 191 37 217 37 314 310
g2-g107 265 188 39 214 38 308 315
g2-g108 310 224 42 257 44 368 363
g2-g109 330 223 42 246 45 373 381
g2-g110 379 286 48 313 44 444 457
g2-g111 450 336 51 327 48 515 497
g2-g112 569 428 64 437 62 637 660
g2-g51 1 0 5 3 5 26 18
g2-g52 1 0 5 2 3 11 18
g2-g53 1 0 5 2 4 12 18
g2-g54 2 0 6 2 4 12 34
g2-g55 1 0 4 2 4 13 25
g2-g56 2 0 4 2 4 18 36
g2-g57 81532 395 17330 346 17937 6059 6157
g2-g61 2 1 6 3 6 11 27
g2-g62 3 1 5 4 5 24 21
g2-g63 3 1 5 4 5 13 17
g2-g64 3 2 5 4 6 23 36
g2-g65 4 2 5 4 5 24 39
g2-g67 4 2 5 4 7 15 16
g2-g68 4 2 5 5 5 24 17
g2-g69 5 3 5 5 5 24 31
g2-g70 5 2 5 5 5 31 31
g2-g71 5 2 6 5 5 30 30
g2-g72 6 2 5 6 6 23 28
g2-g74 8 4 6 7 6 33 18
g2-g75 7 4 6 7 6 32 19
g2-g76 7 14 6 10 6 19 32
g2-g77 6 390 6 16 6 31 24
g2-g78 7 4 6 6 6 34 28
g2-g79 10 5 9 10 6 37 34
g2-g80 37 9 24 16 21 61 55
g2-g81 16 9 10 17 7 46 33
g2-g83 17 9 9 16 10 36 36
g2-g84 18 13 8 18 9 62 53
g2-g85 55 17 11 16 10 49 37
g2-g87 18 11 8 18 9 36 44
g2-g88 25 10 8 17 8 35 34
g2-g89 19 10 13 18 13 38 42
g2-g90 30 17 10 29 11 63 76
g2-g91 31 20 10 29 11 56 48
g2-g92 39 26 11 35 12 66 62
g2-g94 49 32 14 59 12 78 73
g2-g95 61 37 16 51 14 84 83
g2-g96 60 38 15 54 15 74 77
g2-g97 60 39 13 51 15 85 79
g2-g98 76 38 14 56 14 83 79
g2-g99 59 38 15 48 15 86 86
g20-g100 100000 100018 100007 100018 100008 100164 100177
g20-g101 100000 100035 100007 100015 100008 100060 100062
g20-g102 100000 100002 100007 100007 100006 100060 100057
g20-g103 100000 100014 100006 100014 100006 100152 100149
g20-g104 100000 100042 100010 100040 100010 100035 100037
g20-g105 100000 100048 100010 100040 100011 100035 100036
g20-g106 100001 100036 100011 100074 100011 100034 100032
g20-g107 100000 100073 100011 100075 100015 100028 100030
g20-g108 100000 100092 100015 100081 100014 100050 100049
g20-g109 100000 100055 100011 100034 100011 100512 100507
g20-g110 100000 100104 100011 100120 100011 100204 100196
g20-g111 100001 100144 100016 100121 100016 100048 100045
g20-g112 100001 100175 100020 100166 100019 100096 100079
g20-g51 100000 100000 100003 100002 100003 100017 100018
g20-g52 100000 100000 100003 100002 100003 100008 100007
g20-g53 100000 100000 100003 100001 100002 100009 100011
g20-g54 100000 100000 100002 100001 100002 100011 100013
g20-g55 100000 100000 100003 100001 100003 100013 100015
g20-g56 100000 100000 100003 100002 100003 100012 100011
g20-g57 100000 100000 100004 100001 100005 100015 100016
g20-g61 100000 100000 100004 100002 100004 100028 100041
g20-g62 100000 100000 100003 100002 100003 100008 100013
g20-g63 100000 100000 100002 100002 100003 100028 100022
g20-g64 100000 100001 100002 100002 100002 100005 100009
g20-g65 100000 100000 100003 100002 100002 100021 100022
g20-g67 100000 100001 100004 100002 100004 100016 100012
g20-g68 100000 100000 100002 100002 100002 100007 100004
g20-g69 100000 100001 100005 100003 100005 100024 100021
g20-g70 100000 100001 100005 100003 100006 100094 100091
g20-g71 100000 100001 100005 100004 100004 100036 100033
g20-g72 100000 100001 100006 100003 100007 100011 100011
g20-g74 100000 100001 100002 100003 100002 100014 100014
g20-g75 100000 100001 100002 100003 100003 100023 100024
g20-g76 100000 100002 100002 100003 100002 100038 100039
g20-g77 100000 100000 100002 100003 100002 100046 100063
g20-g78 100000 100001 100003 100002 100003 100012 100012
g20-g79 100000 100002 100004 100004 100004 100012 100013
g20-g80 100000 100000 100004 100003 100003 100066 100047
g20-g81 100000 100004 100003 100005 100004 100044 100043
g20-g83 100000 100002 100004 100003 100004 100023 100025
g20-g84 100000 100006 100002 100004 100003 100040 100046
g20-g85 100000 100004 100006 100008 100006 100099 100090
g20-g87 100000 100004 100004 100006 100004 100024 100024
g20-g88 100000 100003 100006 100003 100004 100029 100026
g20-g89 100000 100005 100007 100005 100009 100102 100118
g20-g90 100000 100004 100006 100007 100005 100085 100084
g20-g91 100000 100006 100006 100008 100007 100103 100011
g20-g92 100000 100004 100006 100010 100006 100019 100021
g20-g94 100000 100010 100008 100003 100010 100031 100035
g20-g95 100000 100009 100010 100013 100009 100145 100126
g20-g96 100000 100016 100009 100019 100010 100147 100125
g20-g97 100000 100012 100012 100014 100013 100153 100133
g20-g98 100000 100018 100003 100021 100007 100111 100127
g20-g99 100000 100024 100005 100013 100005 100089 100101
g21-g100 100000 100006 100039 100009 100037 100070 100084
g21-g101 100000 100015 100019 100013 100021 100495 100487
g21-g102 100000 100013 100020 100017 100020 100573 100573
g21-g103 100000 100016 100034 100017 100033 100086 100079
g21-g104 100000 100042 100036 100041 100036 100126 100196
g21-g105 100000 100042 100037 100041 100036 100170 100155
g21-g106 100000 100077 100033 100080 100032 100312 100310
g21-g107 100001 100030 100035 100079 100036 100121 100022
g21-g108 100001 100092 100056 100037 100045 100408 100433
g21-g109 100001 100071 100051 100058 100046 100303 100293
g21-g110 100000 100112 100031 100115 100029 100122 100121
g21-g111 100000 100127 100057 100091 100056 100801 100728
g21-g112 100001 100175 100041 100002 100038 100130 100135
g21-g51 100000 100000 100004 100002 100004 100005 100014
g21-g52 100000 35841 100007 30253 100006 53028 52414
g21-g53 100000 42573 100004 35288 100005 100016 100016
g21-g54 100000 100000 100006 97487 100006 100036 100034
g21-g55 100000 76438 100007 64672 100006 100031 100028
g21-g56 100000 100000 100006 100002 100007 100028 100011
g21-g57 32039 820 7473 875 7668 4559 4601
g21-g61 100000 35730 100005 29936 100006 100017 100016
g21-g62 100000 100000 100006 100002 100006 100087 100109
g21-g63 100000 100000 100008 100001 100005 100029 100031
g21-g64 100000 100001 100002 100002 100002 100011 100013
g21-g65 100000 100001 100006 100003 100006 100052 100048
g21-g67 100000 79215 100007 66544 100006 100056 100063
g21-g68 100000 100001 100004 100001 100004 100019 100021
g21-g69 100000 36098 100009 30470 100007 100037 100034
g21-g70 100000 8185 100009 7389 100007 47283 46116
g21-g71 100000 37584 100007 31852 100008 100040 100038
g21-g72 100000 4258 84349 3962 84759 44615 45194
g21-g74 100000 100001 100007 100003 100008 100077 100077
g21-g75 100000 100001 100007 100002 100007 100120 100038
g21-g76 100000 100002 100004 100002 100004 100071 100064
g21-g77 100000 100001 100002 100003 100002 100028 100038
g21-g78 100000 100001 100007 100002 100006 100070 100071
g21-g79 100000 100002 100013 100004 100014 100079 100084
g21-g80 100000 6145 20172 5853 19962 13266 13191
g21-g81 100000 100003 100011 100002 100011 100094 100072
g21-g83 100000 100002 100016 100002 100013 100043 100039
g21-g84 100000 100005 100003 100003 100003 100042 100055
g21-g85 100000 87358 100016 77128 100013 100041 100046
g21-g87 100000 100003 100008 100005 100009 100038 100053
g21-g88 100000 100004 100009 100005 100011 100063 100063
g21-g89 100000 100004 100021 100005 100013 100119 100125
g21-g90 100000 100005 100026 100004 100026 100302 100301
g21-g91 100000 100008 100022 83897 100022 100121 100112
g21-g92 100000 100008 100011 100012 100016 100115 100118
g21-g94 100000 100000 100017 100004 100017 100377 100343
g21-g95 100000 34805 100033 29842 100025 100077 100038
g21-g96 100000 39770 100033 34674 100025 100095 100105
g21-g97 100000 25732 34310 23527 34447 32431 32479
g21-g98 100000 46861 100028 40645 100025 100183 100149
g21-g99 100000 47535 100031 40698 100040 100100 100044
g22-g100 100000 100016 100004 100033 100004 100118 100139
g22-g101 100000 100012 100003 100008 100003 100034 100035
g22-g102 100000 100007 100003 100001 100003 100015 100014
g22-g103 100000 100019 100003 100002 100003 100032 100033
g22-g104 100001 100049 100005 100044 100005 100010 100009
g22-g105 100001 100049 100004 100055 100005 100009 100009
g22-g106 100001 100123 100006 100091 100006 100012 100012
g22-g107 100001 100131 100007 100170 100006 100011 100010
g22-g108 100000 100154 100007 100098 100007 100010 100010
g22-g109 100000 100091 100007 100020 100007 100026 100026
g22-g110 100000 100126 100008 100138 100009 100124 100125
g22-g111 100001 100148 100007 100150 100007 100015 100014
g22-g112 100001 100190 100011 100189 100010 100055 100027
g22-g51 100000 100000 100002 100001 100003 100004 100003
g22-g52 100000 100000 100002 100001 100002 100005 100004
g22-g53 100000 100000 100002 100001 100002 100002 100003
g22-g54 100000 100000 100002 100001 100002 100006 100006
g22-g55 100000 100000 100003 100001 100002 100006 100003
g22-g56 100000 100000 100003 100001 100003 100006 100004
g22-g57 100000 100000 100003 100002 100003 100016 100019
g22-g61 100000 100000 100002 100002 100002 100019 100016
g22-g62 100000 100001 100003 100002 100003 100018 100005
g22-g63 100000 100001 100003 100001 100003 100002 100002
g22-g64 100000 100001 100002 100001 100002 100009 100008
g22-g65 100000 100000 100002 100001 100002 100009 100008
g22-g67 100000 100000 100002 100001 100002 100008 100007
g22-g68 100000 100000 100002 100001 100002 100011 100012
g22-g69 100000 100001 100002 100002 100002 100013 100020
g22-g70 100000 100001 100003 100004 100003 100028 100030
g22-g71 100000 100002 100002 100003 100003 100014 100011
g22-g72 100000 100001 100003 100004 100003 100016 100016
g22-g74 100000 100001 100003 100004 100003 100014 100013
g22-g75 100000 100002 100002 100002 100002 100017 100010
g22-g76 100000 100002 100002 100003 100002 100014 100018
g22-g77 100000 100001 100002 100002 100001 100037 100038
g22-g78 100000 100001 100002 100001 100003 100005 100005
g22-g79 100000 100002 100003 100003 100003 100006 100006
g22-g80 100000 100004 100004 100012 100004 100047 100044
g22-g81 100000 100004 100002 100005 100003 100018 100016
g22-g83 100000 100002 100003 100002 100002 100008 100008
g22-g84 100000 100007 100004 100006 100003 100198 100201
g22-g85 100000 100004 100003 100010 100003 100088 100101
g22-g87 100000 100004 100003 100005 100003 100009 100009
g22-g88 100000 100003 100003 100005 100003 100008 100007
g22-g89 100000 100000 100003 100011 100003 100023 100036
g22-g90 100000 100004 100003 100015 100003 100025 100022
g22-g91 100000 100008 100003 100018 100003 100074 100079
g22-g92 100000 100010 100003 100023 100003 100086 100079
g22-g94 100000 100013 100003 100013 100003 100018 100015
g22-g95 100000 100021 100004 100034 100004 100052 100068
g22-g96 100000 100024 100004 100037 100004 100054 100069
g22-g97 100000 100025 100004 100029 100004 100058 100095
g22-g98 100000 100015 100004 100036 100004 100006 100006
g22-g99 100000 100016 100004 100036 100004 100006 100006
g23-g100 100000 100028 100006 100015 100007 100166 100166
g23-g101 100000 100026 100007 100021 100007 100193 100189
g23-g102 100000 100020 100006 100019 100006 100027 100028
g23-g103 100000 100021 100006 100021 100006 100043 100042
g23-g104 100000 100059 100011 100034 100011 100019 100019
g23-g105 100000 100050 100010 100029 100010 100018 100019
g23-g106 100001 100090 100008 100052 100009 100023 100025
g23-g107 100001 100092 100012 100048 100010 100014 100015
g23-g108 100001 100107 100011 100057 100011 100021 100022
g23-g109 100001 100111 100016 100105 100015 100642 100774
g23-g110 100002 100135 100010 100121 100010 100108 100103
g23-g111 100000 100149 100012 100084 100013 100033 100030
g23-g112 100003 100205 100017 100108 100016 100044 100044
g23-g51 100000 100000 100003 100001 100003 100008 100008
g23-g52 100000 100000 100003 100002 100003 100004 100005
g23-g53 100000 100000 100003 100002 100003 100006 100006
g23-g54 100000 100000 100003 100001 100003 100005 100005
g23-g55 100000 100000 100003 100002 100003 100005 100005
g23-g56 100000 100000 100003 100001 100003 100006 100005
g23-g57 100000 100000 100004 100003 100004 100019 100017
g23-g61 100000 100000 100003 100002 100003 100016 100017
g23-g62 100000 100001 100002 100002 100003 100005 100006
g23-g63 100000 100000 100002 100002 100003 100007 100007
g23-g64 100000 100001 100003 100001 100002 100008 100010
g23-g65 100000 100000 100003 100002 100003 100006 100006
g23-g67 100000 100001 100003 100003 100003 100024 100023
g23-g68 100000 100001 100002 100002 100002 100011 100011
g23-g69 100000 100001 100004 100002 100004 100018 100018
g23-g70 100000 100001 100004 100003 100004 100024 100029
g23-g71 100000 100001 100004 100003 100004 100022 100020
g23-g72 100000 100002 100006 100004 100007 100018 100018
g23-g74 100000 100001 100004 100003 100003 100010 100010
g23-g75 100000 100001 100003 100003 100003 100013 100013
g23-g76 100000 100002 100002 100003 100002 100023 100018
g23-g77 100000 100001 100002 100002 100002 100041 100040
g23-g78 100000 100001 100003 100003 100003 100012 100013
g23-g79 100000 100003 100003 100004 100003 100008 100009
g23-g80 100000 100004 100010 100006 100008 100036 100038
g23-g81 100000 100000 100004 100002 100004 100013 100014
g23-g83 100000 100004 100004 100006 100005 100014 100015
g23-g84 100000 100002 100002 100005 100002 100029 100032
g23-g85 100000 100007 100004 100006 100005 100066 100064
g23-g87 100000 100005 100004 100007 100004 100013 100010
g23-g88 100000 100004 100004 100006 100004 100008 100010
g23-g89 100000 100007 100005 100008 100004 100073 100076
g23-g90 100000 100007 100004 100008 100004 100015 100015
g23-g91 100000 100011 100004 100007 100004 100012 100010
g23-g92 100000 100011 100005 100012 100005 100015 100013
g23-g94 100000 100017 100005 100014 100005 100010 100010
g23-g95 100000 100015 100014 100021 100013 100107 100085
g23-g96 100000 100030 100012 100020 100013 100103 100100
g23-g97 100000 100021 100012 100024 100012 100097 100106
g23-g98 100000 100024 100012 100025 100012 100050 100072
g23-g99 100001 100030 100012 100028 100013 100076 100080
g24-g100 100000 100023 100004 100042 100003 100182 100166
g24-g101 100000 100037 100006 100041 100006 100200 100186
g24-g102 100000 100034 100007 100042 100006 100266 100195
g24-g103 100000 100029 100006 100040 100007 100239 100270
g24-g104 100001 100049 100007 100059 100006 100015 100014
g24-g105 100001 100050 100006 100067 100006 100016 100014
g24-g106 100001 100095 100008 100093 100008 100021 100023
g24-g107 100001 100093 100008 100126 100008 100022 100019
g24-g108 100002 100158 100009 100101 100009 100026 100027
g24-g109 100001 100134 100012 100223 100012 100889 100913
g24-g110 100002 100207 100009 100155 100009 100093 100093
g24-g111 100003 100195 100009 100159 100010 100026 100027
g24-g112 100003 100210 100009 100203 100010 100020 100019
g24-g51 100000 100000 100003 100002 100003 100005 100005
g24-g52 100000 100000 100004 100001 100004 100004 100003
g24-g53 100000 100000 100003 100002 100003 100021 100021
g24-g54 100000 100000 100003 100001 100003 100005 100005
g24-g55 100000 100000 100003 100001 100003 100005 100005
g24-g56 100000 100001 100003 100001 100003 100005 100006
g24-g57 100000 100001 100002 100002 100003 100011 100010
g24-g61 100000 100001 100002 100002 100002 100018 100019
g24-g62 100000 100000 100004 100002 100003 100007 100007
g24-g63 10901 869 462 7744 543 953 953
g24-g64 100000 100001 100003 100003 100003 100009 100009
g24-g65 100000 100000 100004 100001 100004 100014 100013
g24-g67 100000 100001 100005 100002 100004 100025 100025
g24-g68 100000 100001 100002 100001 100002 100008 100008
g24-g69 100000 100001 100005 100002 100004 100020 100019
g24-g70 100000 100001 100004 100001 100004 100018 100020
g24-g71 100000 100002 100004 100003 100004 100023 100019
g24-g72 100000 100002 100003 100005 100003 100012 100013
g24-g74 100000 100002 100003 100002 100004 100009 100009
g24-g75 100000 100002 100003 100004 100003 100010 100008
g24-g76 100000 100002 100003 100004 100004 100011 100011
g24-g77 100000 100001 100002 100002 100002 100022 100018
g24-g78 100000 100002 100003 100003 100003 100006 100006
g24-g79 100000 100002 100002 100004 100003 100005 100006
g24-g80 100000 100004 100003 100014 100003 100033 100036
g24-g81 100000 100001 100004 100002 100004 100028 100027
g24-g83 100000 100004 100004 100010 100005 100089 100087
g24-g84 100000 100009 100004 100011 100004 100147 100147
g24-g85 100000 100006 100003 100009 100003 100062 100064
g24-g87 100000 100007 100004 100007 100004 100012 100012
g24-g88 100000 100005 100004 100007 100003 100011 100010
g24-g89 100000 100008 100004 100013 100005 100063 100068
g24-g90 100000 100013 100005 100017 100005 100119 100126
g24-g91 100000 100013 100004 100007 100005 100017 100017
g24-g92 100000 100013 100005 100008 100005 100008 100006
g24-g94 100001 100013 100004 100014 100004 100010 100009
g24-g95 2709 100019 1626 620 1780 5203 6364
g24-g96 1188 949 1299 511 704 6332 5223
g24-g97 730 483 2698 460 2842 4886 5121
g24-g98 100000 16466 22696 1753 22518 26377 26387
g24-g99 100001 16470 23072 1744 22861 26480 26411
g25-g100 100000 100008 100005 100011 100005 100157 100169
g25-g101 100000 100034 100005 100038 100005 100245 100213
g25-g102 100000 100020 100005 100041 100005 100337 100305
g25-g103 100000 100001 100004 100018 100005 100061 100063
g25-g104 100000 100049 100005 100072 100004 100015 100014
g25-g105 100000 100050 100006 100063 100005 100013 100013
g25-g106 100001 100091 100006 100100 100006 100028 100028
g25-g107 100001 100093 100007 100140 100007 100017 100019
g25-g108 100001 100109 100008 100145 100007 100021 100020
g25-g109 100001 100153 100011 100216 100012 100927 100887
g25-g110 100000 100119 100010 100113 100010 100109 100109
g25-g111 100001 100151 100008 100221 100008 100039 100035
g25-g112 100001 100222 100015 100356 100016 100685 100494
g25-g51 100000 100000 100002 100001 100002 100005 100005
g25-g52 100000 100000 100002 100001 100003 100008 100009
g25-g53 100000 100000 100002 100001 100002 100007 100007
g25-g54 100000 100000 100002 100001 100003 100004 100004
g25-g55 100000 100000 100002 100002 100002 100014 100014
g25-g56 100000 100000 100002 100002 100002 100005 100005
g25-g57 100000 100001 100006 100002 100006 100035 100032
g25-g61 100000 100000 100002 100003 100002 100018 100017
g25-g62 100000 100000 100003 100002 100003 100012 100012
g25-g63 100000 100001 100003 100004 100003 100015 100013
g25-g64 100000 100001 100002 100002 100002 100007 100009
g25-g65 100000 100000 100003 100003 100003 100016 100015
g25-g67 100000 100000 100002 100002 100002 100028 100032
g25-g68 100000 100001 100002 100002 100002 100019 100019
g25-g69 100000 100001 100003 100003 100003 100024 100026
g25-g70 100000 100001 100003 100003 100003 100027 100029
g25-g71 100000 100001 100003 100003 100003 100029 100026
g25-g72 100000 100002 100004 67278 100004 100018 100017
g25-g74 100000 100001 100003 100003 100002 100009 100008
g25-g75 100000 100002 100003 100003 100003 100020 100020
g25-g76 100000 100000 100003 100003 100002 100042 100041
g25-g77 100000 100001 100002 100003 100002 100045 100038
g25-g78 100000 100001 100003 100004 100003 100010 100011
g25-g79 100000 100004 100003 100006 100003 100036 100046
g25-g80 100000 100004 100004 100005 100005 100044 100047
g25-g81 100000 100004 100003 100007 100003 100036 100033
g25-g83 100000 100006 100003 100011 100003 100125 100129
g25-g84 100000 100006 100003 100004 100003 100041 100046
g25-g85 100000 100002 100004 100003 100004 100085 100083
g25-g87 100000 100004 100004 100005 100004 100010 100009
g25-g88 100000 100003 100004 100006 100004 100010 100011
g25-g89 100000 100007 100003 100010 100003 100093 100091
g25-g90 100000 100012 100004 100018 100004 100132 100128
g25-g91 100000 100013 100005 100020 100004 100074 100076
g25-g92 100000 100016 100005 100015 100005 100081 100096
g25-g94 100000 100023 100004 100032 100004 100173 100191
g25-g95 100000 100018 100006 100033 100005 100081 100094
g25-g96 100000 100027 100007 100035 100006 100069 100058
g25-g97 100000 100023 100007 100035 100008 100102 100092
g25-g98 100000 100018 100006 100038 100005 100072 100096
g25-g99 100000 100026 100005 100037 100006 100069 100089
g26-g100 100000 100028 100007 100013 100006 100223 100211
g26-g101 100000 100018 100005 100003 100005 100019 100021
g26-g102 100000 100017 100005 100019 100005 100035 100035
g26-g103 100000 100018 100005 100019 100005 100024 100023
g26-g104 100001 100050 100013 100050 100013 100062 100062
g26-g105 100001 100050 100013 100046 100013 100038 100125
g26-g106 100002 100092 100011 100085 100011 100021 100024
g26-g107 100001 100091 100011 100083 100013 100027 100025
g26-g108 100002 100109 100014 100095 100014 100021 100020
g26-g109 100001 100110 100013 100066 100012 100547 100541
g26-g110 100001 100081 100010 100106 100009 100201 100207
g26-g111 100002 100150 100016 100154 100018 100025 100025
g26-g112 100002 100188 100015 100218 100018 100032 100033
g26-g51 100000 100000 100002 100003 100002 100005 100004
g26-g52 100000 100000 100003 100001 100003 100005 100005
g26-g53 100000 100000 100003 100002 100002 100004 100004
g26-g54 100000 100000 100003 100002 100003 100007 100006
g26-g55 100000 100000 100003 100001 100003 100005 100004
g26-g56 100000 100000 100002 100003 100003 100005 100006
g26-g57 100000 100000 100005 100002 100004 100011 100012
g26-g61 100000 100000 100003 100002 100003 100024 100026
g26-g62 100000 100000 100003 100002 100003 100005 100005
g26-g63 100000 100001 100003 100002 100003 100005 100005
g26-g64 100000 100001 100002 100001 100002 100013 100012
g26-g65 100000 100001 100003 100002 100003 100008 100008
g26-g67 100000 100000 100003 100003 100003 100006 100006
g26-g68 100000 100000 100002 100002 100002 100005 100005
g26-g69 100000 100001 100004 100004 100004 100021 100026
g26-g70 100000 100001 100005 100002 100004 100023 100024
g26-g71 100000 100002 100004 100003 100004 100023 100022
g26-g72 100000 100002 100005 100002 100006 100013 100013
g26-g74 100000 100001 100003 100003 100003 100008 100007
g26-g75 100000 100001 100003 100004 100003 100014 100018
g26-g76 100000 100002 100003 100004 100003 100034 100033
g26-g77 100000 100001 100002 100003 100002 100040 100043
g26-g78 100000 100002 100003 100003 100003 100010 100009
g26-g79 100000 100002 100003 100004 100003 100006 100007
g26-g80 100000 100005 100005 100005 100007 100034 100038
g26-g81 100000 100004 100004 100003 100004 100030 100029
g26-g83 100000 100005 100003 100005 100003 100011 100010
g26-g84 100000 100004 100003 100004 100002 100079 100076
g26-g85 100000 100004 100005 100010 100005 100066 100066
g26-g87 100000 100005 100004 100006 100004 100009 100010
g26-g88 100000 100005 100003 100007 100004 100009 100010
g26-g89 100000 100005 100005 100012 100006 100076 100091
g26-g90 100000 100008 100004 100017 100004 100072 100069
g26-g91 100000 100010 100005 100010 100005 100016 100024
g26-g92 100000 100013 100005 100013 100006 100016 100014
g26-g94 100000 100013 100005 100016 100005 100011 100011
g26-g95 100000 100022 100010 100023 100009 100079 100090
g26-g96 100000 100026 100010 100015 100010 100088 100091
g26-g97 100000 100023 100010 100016 100010 100100 100107
g26-g98 100000 100020 100009 100023 100009 100097 100098
g26-g99 100000 100021 100009 100016 100009 100120 100093
g27-g100 100000 100009 100009 100015 100011 100196 100162
g27-g101 100000 100005 100007 100005 100007 100212 100247
g27-g102 100000 100019 100006 100018 100006 100049 100050
g27-g103 100000 100012 100006 100011 100006 100056 100055
g27-g104 100000 100049 100015 100045 100015 100014 100013
g27-g105 100000 100047 100014 100045 100014 100015 100015
g27-g106 100000 100090 100012 100078 100012 100023 100023
g27-g107 100000 100090 100018 100076 100016 100018 100019
g27-g108 100001 100106 100019 100099 100021 100027 100024
g27-g109 100001 100099 100020 100087 100019 100148 100147
g27-g110 100000 100085 100012 100074 100011 100030 100031
g27-g111 100000 100135 100020 100125 100017 100031 100028
g27-g112 100001 100219 100025 100215 100025 100061 100054
g27-g51 100000 100000 100003 100002 100003 100005 100006
g27-g52 100000 100000 100003 100002 100004 100006 100006
g27-g53 100000 100000 100003 100003 100003 100004 100005
g27-g54 100000 100000 100004 100003 100003 100008 100007
g27-g55 100000 100000 100003 100002 100003 100010 100010
g27-g56 100000 100000 100004 100003 100003 100009 100010
g27-g57 100000 100000 100005 100001 100005 100023 100021
g27-g61 100000 100000 100003 100002 100003 100019 100024
g27-g62 100000 100000 100004 100002 100003 100009 100012
g27-g63 100000 100000 100003 100003 100003 100009 100008
g27-g64 100000 100001 100002 100003 100002 100021 100014
g27-g65 100000 100000 100003 100001 100003 100009 100010
g27-g67 100000 100000 100004 100002 100003 100029 100027
g27-g68 100000 100000 100002 100002 100002 100015 100014
g27-g69 100000 100001 100003 100003 100004 100033 100028
g27-g70 100000 100001 100004 100002 100005 100029 100029
g27-g71 100000 100002 100004 100004 100004 100009 100009
g27-g72 100000 100002 100006 100003 100005 100018 100019
g27-g74 100000 100001 100004 100002 100004 100016 100019
g27-g75 100000 100001 100002 100003 100004 100022 100017
g27-g76 100000 100002 100003 100004 100003 100055 100050
g27-g77 100000 100001 100002 100003 100002 100045 100052
g27-g78 100000 100002 100003 100003 100003 100018 100018
g27-g79 100000 100002 100004 100003 100004 100010 100010
g27-g80 100000 100003 100008 100006 100009 100035 100043
g27-g81 100000 100003 100005 100005 100004 100024 100024
g27-g83 100000 100001 100004 100002 100004 100021 100021
g27-g84 100000 100006 100004 100002 100003 100057 100068
g27-g85 100000 100008 100006 100009 100006 100075 100086
g27-g87 100000 100004 100004 100007 100004 100022 100021
g27-g88 100000 100004 100004 100007 100004 100025 100025
g27-g89 100000 100006 100006 100009 100006 100085 100083
g27-g90 100000 100005 100006 100005 100006 100017 100019
g27-g91 100000 100014 100007 100010 100008 100022 100023
g27-g92 100000 100013 100006 100013 100005 100020 100023
g27-g94 100000 100011 100007 100011 100007 100016 100016
g27-g95 100000 100023 100010 100023 100010 100050 100043
g27-g96 100000 100022 100013 100021 100012 100076 100102
g27-g97 100000 100028 100013 100019 100013 100117 100144
g27-g98 100000 100020 100013 100026 100011 100117 100090
g27-g99 100000 100020 100012 100026 100011 100104 100106
g28-g100 100000 100016 100004 100035 100004 100200 100227
g28-g101 100000 100031 100005 100035 100005 100259 100251
g28-g102 100000 100020 100005 100027 100006 100048 100049
g28-g103 100000 100021 100003 100020 100002 100060 100059
g28-g104 100000 100047 100006 100028 100006 100015 100013
g28-g105 100000 100048 100006 100028 100005 100014 100014
g28-g106 100000 100085 100006 100082 100006 100022 100023
g28-g107 100001 100089 100007 100127 100008 100025 100022
g28-g108 100001 100098 100010 100083 100008 100035 100033
g28-g109 100001 100173 100010 100152 100010 100855 100878
g28-g110 100002 100209 100008 5808 100008 100089 100091
g28-g111 100001 100130 100007 100138 100008 100027 100026
g28-g112 100003 100317 100011 100294 100011 100025 100027
g28-g51 100000 100000 100002 100002 100002 100006 100006
g28-g52 100000 100000 100004 100001 100004 100007 100009
g28-g53 100000 100000 100002 100001 100002 100010 100011
g28-g54 100000 100000 100004 100001 100003 100007 100006
g28-g55 100000 100000 100004 100002 100004 100006 100006
g28-g56 100000 100000 100003 100001 100003 100007 100006
g28-g57 100000 100000 100003 52448 100003 100018 100017
g28-g61 100000 100000 100002 100002 100002 100027 100024
g28-g62 100000 100001 100004 100002 100004 100012 100012
g28-g63 100000 100001 100002 100002 100002 100007 100006
g28-g64 100000 100002 100003 100003 100003 100010 100010
g28-g65 100000 100001 100003 100002 100003 100011 100011
g28-g67 100000 100001 100002 100003 100002 100030 100032
g28-g68 100000 100001 100002 100001 100002 100008 100007
g28-g69 100000 100002 100003 100003 100003 100020 100017
g28-g70 100000 100001 100003 100003 100003 100028 100034
g28-g71 100000 100001 100004 100003 100003 100021 100019
g28-g72 100000 100002 100003 100004 100003 100008 100008
g28-g74 100000 100002 100004 100002 100004 100009 100010
g28-g75 100000 100002 100003 100004 100002 100009 100008
g28-g76 100000 100003 100003 100003 100003 100013 100012
g28-g77 100000 100002 100002 100003 100002 100036 100039
g28-g78 100000 100002 100003 100004 100003 100007 100007
g28-g79 100000 100003 100003 100006 100003 100008 100008
