instance kdown james-cpp-max-down
g36-g45 NaN NaN
g36-g46 NaN NaN
g36-g47 NaN NaN
g36-g48 NaN NaN
g36-g49 NaN NaN
g36-g50 NaN NaN
g37-g38 NaN NaN
g37-g40 NaN NaN
g37-g43 NaN NaN
g37-g44 NaN NaN
g37-g45 NaN NaN
g37-g46 NaN NaN
g37-g47 NaN NaN
g37-g48 NaN NaN
g37-g49 NaN NaN
g37-g50 NaN NaN
g38-g40 NaN NaN
g38-g43 NaN NaN
g38-g44 NaN NaN
g38-g45 NaN NaN
g38-g50 NaN NaN
g39-g40 NaN NaN
g39-g41 NaN NaN
g39-g42 NaN NaN
g39-g43 NaN NaN
g39-g44 NaN NaN
g39-g45 NaN NaN
g39-g46 NaN NaN
g39-g47 NaN NaN
g39-g48 NaN NaN
g39-g49 NaN NaN
g39-g50 NaN NaN
g4-g10 3235 15465
g4-g11 4142 29529
g4-g12 4298 51893
g4-g13 149 1341
g4-g14 496 4879
g4-g15 12 126
g4-g16 29572 121519
g4-g20 15125 136212
g4-g21 11 506
g4-g22 115 1050
g4-g23 15 199
g4-g25 11 154
g4-g26 27 262
g4-g27 12 267
g4-g28 2419 19102
g4-g29 43835 316093
g4-g30 25581 191835
g4-g31 85750 544481
g4-g32 11 966
g4-g33 5137 38566
g4-g37 255 4788
g4-g38 4314 54773
g4-g40 11 481
g4-g41 5964 46069
g4-g42 307045 1205744
g4-g43 2468 279
g4-g44 85902 523407
g4-g45 41251 274753
g4-g46 43126 276166
g4-g47 39159 252047
g4-g48 61235 370614
g4-g49 64601 211
g4-g5 2082 7428
g4-g50 11 804
g4-g6 1317 6323
g4-g7 2447 27165
g4-g9 165 1596
g40-g50 NaN NaN
g41-g42 NaN NaN
g41-g43 NaN NaN
g41-g44 NaN NaN
g41-g45 NaN NaN
g41-g46 NaN NaN
g41-g47 NaN NaN
g41-g48 NaN NaN
g41-g49 NaN NaN
g41-g50 NaN NaN
g42-g43 NaN NaN
g42-g44 NaN NaN
g42-g45 NaN NaN
g42-g46 NaN NaN
g42-g47 NaN NaN
g42-g48 NaN NaN
g42-g49 NaN NaN
g42-g50 NaN NaN
g43-g44 NaN NaN
g43-g45 NaN NaN
g43-g50 NaN NaN
g44-g45 NaN 856568
g44-g50 NaN NaN
g45-g50 NaN NaN
g46-g47 11211 6590
g46-g48 NaN NaN
g46-g50 NaN NaN
g47-g48 NaN NaN
g47-g50 NaN NaN
g48-g50 NaN NaN
g49-g50 NaN NaN
g5-g11 14 321
g5-g12 3353 23156
g5-g13 2389 11728
g5-g14 1135 5673
g5-g15 3580 18692
g5-g16 52 1576
g5-g20 56243 2338361
g5-g21 248447 1633360
g5-g22 49 933
g5-g23 3177 4010
g5-g25 11372 80470
g5-g26 5605 2630
g5-g27 1823 840
g5-g28 17 529
g5-g29 2133 175
g5-g30 1353 180
g5-g31 1332 252
g5-g32 13656 1343745
g5-g33 39 874
g5-g37 487 12159
g5-g38 NaN NaN
g5-g40 NaN 45883399
g5-g41 4 160
g5-g42 176 28238
g5-g43 1775 79223
g5-g44 5064 212
g5-g45 4732 223
g5-g46 2184 268
g5-g47 1769 258
g5-g48 4021 319
g5-g49 2066 78703
g5-g50 118969 790504
g5-g6 1216 7187
g5-g7 56605 427227
g6-g11 4214255 13612
g6-g12 481713 1102151
g6-g13 2908 19561
g6-g14 44163 166406
g6-g15 3561 15104
g6-g16 248 1305
g6-g20 NaN NaN
g6-g21 285617 1343162
g6-g22 327 4173
g6-g23 3167 37585
g6-g25 2624 392862
g6-g26 129084 49773145
g6-g27 1516 93349
g6-g28 4650207 NaN
g6-g29 57768 14158
g6-g30 43522 183965
g6-g31 96851 406755
g6-g32 5856 564253
g6-g33 8125 5393
g6-g37 616 24178
g6-g38 NaN NaN
g6-g40 NaN NaN
g6-g41 7047 15783
g6-g42 977 20850
g6-g43 4191 416511
g6-g44 74043 1030
g6-g45 26372 125353
g6-g46 13795 80370
g6-g47 11594 68151
g6-g48 21328 124133
g6-g49 8373 224262
g6-g50 NaN NaN
g6-g7 7144 43582
g7-g11 43553 207650
g7-g12 NaN NaN
g7-g13 2950668 22040467
g7-g14 198378 1789863
g7-g15 3426761 26052742
g7-g16 80859 432527
g7-g20 NaN 567279780
g7-g21 NaN 417895265
g7-g22 37362 194150
g7-g23 762885 207828
g7-g25 36690 380278
g7-g26 92269 345840
g7-g27 302581 575111
g7-g28 4079 26384
g7-g29 NaN 85237098
g7-g30 NaN 39536213
g7-g31 NaN 160987069
g7-g32 45201 4517290
g7-g33 40405 230468
g7-g37 909391 6120565
g7-g38 19 336
g7-g40 NaN NaN
g7-g41 34506 185045
g7-g42 78974 443136
g7-g43 477251 3354775
g7-g44 NaN 169733260
g7-g45 NaN 27124064
g7-g46 NaN 21006345
g7-g47 3604990 18495494
g7-g48 NaN 27792522
g7-g49 839945 5803006
g7-g50 NaN NaN
g8-g10 1505306 1657360
g8-g11 NaN 360190974
g8-g12 NaN NaN
g8-g13 NaN 205667556
g8-g14 NaN 137262178
g8-g15 NaN 271606515
g8-g16 25 393
g8-g19 NaN NaN
g8-g20 NaN NaN
g8-g21 437450 2162381
g8-g22 309777 6624476
g8-g23 NaN NaN
g8-g25 NaN NaN
g8-g26 NaN NaN
g8-g27 NaN 33517171
g8-g28 NaN NaN
g8-g29 NaN NaN
g8-g30 NaN NaN
g8-g31 NaN NaN
g8-g32 4084 2466681
g8-g33 622167 1336137
g8-g35 490221 7048648
g8-g36 3506518 16110010
g8-g37 758 281
g8-g38 NaN NaN
g8-g40 NaN NaN
g8-g41 1290126 2427065
g8-g42 NaN 173588549
g8-g43 NaN NaN
g8-g44 NaN NaN
g8-g45 NaN NaN
g8-g46 NaN NaN
g8-g47 NaN NaN
g8-g48 NaN NaN
g8-g49 NaN NaN
g8-g50 NaN NaN
g8-g9 NaN NaN
g9-g10 NaN NaN
g9-g11 NaN NaN
g9-g12 NaN NaN
g9-g13 NaN NaN
g9-g14 NaN 190116390
g9-g15 NaN NaN
g9-g16 NaN NaN
g9-g20 NaN NaN
g9-g21 686322 3438088
g9-g22 NaN NaN
g9-g23 128 3171692
g9-g25 NaN NaN
g9-g26 NaN NaN
g9-g27 NaN NaN
g9-g28 NaN NaN
g9-g29 NaN NaN
g9-g30 NaN NaN
g9-g31 NaN NaN
g9-g32 12637 1231119
g9-g33 NaN NaN
g9-g37 NaN NaN
g9-g38 NaN NaN
g9-g40 NaN NaN
g9-g41 NaN NaN
g9-g42 5507 28554
g9-g43 710323 3824680
g9-g44 NaN NaN
g9-g45 NaN NaN
g9-g46 NaN NaN
g9-g47 NaN NaN
g9-g48 NaN NaN
g9-g49 NaN NaN
g9-g50 NaN NaN
images-CVIU11-1-119 NaN NaN
images-CVIU11-1-131 NaN NaN
images-CVIU11-1-50 NaN NaN
images-CVIU11-1-81 NaN NaN
images-CVIU11-10-110 NaN NaN
images-CVIU11-10-139 NaN NaN
images-CVIU11-10-20 NaN NaN
images-CVIU11-10-50 NaN NaN
images-CVIU11-10-58 NaN NaN
images-CVIU11-10-60 NaN NaN
images-CVIU11-10-93 NaN NaN
images-CVIU11-11-4 6974 78732
images-CVIU11-11-72 9524 44413
images-CVIU11-11-8 10663 43176
images-CVIU11-12-115 NaN NaN
images-CVIU11-12-137 NaN NaN
images-CVIU11-12-141 NaN NaN
images-CVIU11-12-4 NaN NaN
images-CVIU11-13-11 NaN NaN
images-CVIU11-13-118 NaN NaN
images-CVIU11-13-128 NaN NaN
images-CVIU11-13-13 NaN NaN
images-CVIU11-13-30 NaN NaN
images-CVIU11-13-46 NaN NaN
images-CVIU11-13-7 NaN NaN
images-CVIU11-14-106 NaN NaN
images-CVIU11-14-146 NaN NaN
images-CVIU11-14-16 NaN NaN
images-CVIU11-14-31 NaN NaN
images-CVIU11-14-63 NaN NaN
images-CVIU11-14-96 NaN NaN
images-CVIU11-15-146 NaN 1099539
images-CVIU11-16-143 NaN NaN
images-CVIU11-16-37 NaN NaN
images-CVIU11-16-55 NaN NaN
images-CVIU11-17-107 NaN 6538923
images-CVIU11-17-14 71012 1150287
images-CVIU11-17-82 198837 699352
images-CVIU11-18-137 NaN NaN
images-CVIU11-18-139 NaN NaN
images-CVIU11-18-27 NaN NaN
images-CVIU11-18-33 NaN NaN
images-CVIU11-18-82 NaN NaN
images-CVIU11-18-85 NaN NaN
images-CVIU11-19-129 NaN NaN
images-CVIU11-19-131 NaN NaN
images-CVIU11-2-24 NaN NaN
images-CVIU11-2-33 NaN NaN
images-CVIU11-2-50 NaN NaN
images-CVIU11-2-54 NaN NaN
images-CVIU11-2-60 NaN NaN
images-CVIU11-2-63 NaN NaN
images-CVIU11-2-79 NaN NaN
images-CVIU11-20-134 145125 696657
images-CVIU11-20-31 171835 922467
images-CVIU11-20-46 174331 894586
images-CVIU11-20-72 170099 835916
images-CVIU11-20-88 419677 798296
images-CVIU11-21-102 NaN NaN
images-CVIU11-21-119 NaN NaN
images-CVIU11-21-9 NaN NaN
images-CVIU11-22-100 NaN NaN
images-CVIU11-22-107 NaN NaN
images-CVIU11-22-110 NaN NaN
images-CVIU11-22-118 NaN NaN
images-CVIU11-22-12 NaN NaN
images-CVIU11-23-113 NaN NaN
images-CVIU11-23-143 NaN NaN
images-CVIU11-23-48 NaN NaN
images-CVIU11-24-113 112955 453737
images-CVIU11-24-49 187136 2993447
images-CVIU11-24-5 290338 10741654
images-CVIU11-24-77 284461 5659232
images-CVIU11-25-139 NaN NaN
images-CVIU11-25-61 NaN NaN
images-CVIU11-25-66 NaN NaN
images-CVIU11-25-70 NaN NaN
images-CVIU11-25-77 NaN NaN
images-CVIU11-25-97 NaN NaN
images-CVIU11-26-106 NaN NaN
images-CVIU11-26-129 128 2560
images-CVIU11-26-138 NaN NaN
images-CVIU11-26-15 NaN NaN
images-CVIU11-26-57 NaN NaN
images-CVIU11-26-70 NaN NaN
images-CVIU11-26-71 NaN NaN
images-CVIU11-26-75 NaN NaN
images-CVIU11-26-77 NaN NaN
images-CVIU11-26-78 NaN NaN
images-CVIU11-27-125 NaN NaN
images-CVIU11-27-137 NaN NaN
images-CVIU11-27-144 NaN NaN
images-CVIU11-27-17 NaN NaN
images-CVIU11-27-36 NaN NaN
images-CVIU11-28-130 NaN NaN
images-CVIU11-28-135 NaN NaN
images-CVIU11-28-99 NaN NaN
images-CVIU11-29-107 392962 701468
images-CVIU11-29-112 NaN 2274005
images-CVIU11-29-114 258891 356050
images-CVIU11-29-116 NaN 3089609
images-CVIU11-29-12 NaN 3843475
images-CVIU11-29-21 655487 1505980
images-CVIU11-29-3 951364 2660002
images-CVIU11-29-39 NaN 3175267
images-CVIU11-29-75 838482 1613848
images-CVIU11-29-76 2284 23693
images-CVIU11-29-79 NaN 2631876
images-CVIU11-29-8 547525 542256
images-CVIU11-29-82 646012 1463733
images-CVIU11-3-106 NaN NaN
images-CVIU11-3-138 NaN NaN
images-CVIU11-3-37 NaN NaN
images-CVIU11-3-48 NaN NaN
images-CVIU11-3-56 NaN NaN
images-CVIU11-3-74 NaN NaN
images-CVIU11-30-1 NaN NaN
images-CVIU11-30-11 NaN NaN
images-CVIU11-30-115 NaN NaN
images-CVIU11-30-12 NaN NaN
images-CVIU11-30-42 NaN NaN
images-CVIU11-30-66 NaN NaN
images-CVIU11-31-105 NaN NaN
images-CVIU11-31-109 NaN NaN
images-CVIU11-31-26 NaN NaN
images-CVIU11-31-31 NaN NaN
images-CVIU11-31-39 NaN NaN
images-CVIU11-33-109 NaN NaN
images-CVIU11-33-59 NaN 7046685
images-CVIU11-33-71 NaN 7933606
images-CVIU11-33-86 NaN NaN
images-CVIU11-33-88 NaN NaN
images-CVIU11-33-93 NaN 12907797
images-CVIU11-34-106 185657 439731
images-CVIU11-34-135 362687 1266911
images-CVIU11-34-88 559638 1863828
images-CVIU11-34-9 447835 1657817
images-CVIU11-35-141 NaN NaN
images-CVIU11-35-68 NaN NaN
images-CVIU11-36-11 NaN NaN
images-CVIU11-36-112 NaN NaN
images-CVIU11-36-140 NaN NaN
images-CVIU11-37-140 NaN NaN
images-CVIU11-37-146 NaN NaN
images-CVIU11-37-41 NaN NaN
images-CVIU11-37-54 NaN NaN
images-CVIU11-37-70 NaN NaN
images-CVIU11-37-84 NaN NaN
images-CVIU11-38-1 NaN NaN
images-CVIU11-38-10 NaN NaN
images-CVIU11-38-131 NaN NaN
images-CVIU11-38-23 NaN NaN
images-CVIU11-38-71 NaN NaN
images-CVIU11-38-78 NaN NaN
images-CVIU11-39-107 NaN NaN
images-CVIU11-39-114 NaN NaN
images-CVIU11-39-37 NaN NaN
images-CVIU11-39-68 NaN NaN
images-CVIU11-39-80 NaN NaN
images-CVIU11-4-42 NaN NaN
images-CVIU11-4-50 NaN NaN
images-CVIU11-40-126 NaN NaN
images-CVIU11-40-136 NaN NaN
images-CVIU11-40-139 NaN NaN
images-CVIU11-40-23 NaN NaN
images-CVIU11-40-46 NaN NaN
images-CVIU11-40-8 NaN NaN
images-CVIU11-41-113 NaN NaN
images-CVIU11-41-4 NaN NaN
images-CVIU11-41-86 NaN NaN
images-CVIU11-41-88 NaN NaN
images-CVIU11-42-112 NaN NaN
images-CVIU11-42-122 NaN NaN
images-CVIU11-42-53 NaN NaN
images-CVIU11-42-68 NaN NaN
images-CVIU11-42-78 NaN NaN
images-CVIU11-42-80 NaN NaN
images-CVIU11-42-88 NaN NaN
images-CVIU11-43-112 NaN NaN
images-CVIU11-43-65 NaN NaN
images-CVIU11-43-76 NaN NaN
images-CVIU11-44-119 NaN NaN
images-CVIU11-44-20 NaN NaN
images-CVIU11-44-84 NaN NaN
images-CVIU11-44-98 NaN NaN
images-CVIU11-5-134 NaN NaN
images-CVIU11-5-19 NaN NaN
images-CVIU11-5-62 NaN NaN
images-CVIU11-6-119 NaN NaN
images-CVIU11-6-25 NaN NaN
images-CVIU11-6-58 NaN NaN
images-CVIU11-7-56 NaN NaN
images-CVIU11-7-96 NaN NaN
images-CVIU11-8-120 NaN NaN
images-CVIU11-8-129 NaN NaN
images-CVIU11-8-130 NaN NaN
images-CVIU11-8-20 NaN NaN
images-CVIU11-8-68 NaN NaN
images-CVIU11-8-83 NaN NaN
images-CVIU11-9-110 NaN NaN
meshes-CVIU11-1-106 NaN NaN
meshes-CVIU11-1-120 NaN NaN
meshes-CVIU11-1-149 NaN NaN
meshes-CVIU11-1-170 NaN NaN
meshes-CVIU11-1-175 NaN NaN
meshes-CVIU11-1-187 NaN NaN
meshes-CVIU11-1-188 NaN NaN
meshes-CVIU11-1-20 NaN NaN
meshes-CVIU11-1-205 NaN NaN
meshes-CVIU11-1-206 NaN NaN
meshes-CVIU11-1-220 NaN NaN
meshes-CVIU11-1-223 NaN NaN
meshes-CVIU11-1-225 NaN NaN
meshes-CVIU11-1-250 NaN NaN
meshes-CVIU11-1-278 NaN NaN
meshes-CVIU11-1-279 NaN NaN
meshes-CVIU11-1-282 NaN NaN
meshes-CVIU11-1-283 NaN NaN
meshes-CVIU11-1-294 NaN NaN
meshes-CVIU11-1-305 NaN NaN
meshes-CVIU11-1-314 NaN NaN
meshes-CVIU11-1-318 NaN NaN
meshes-CVIU11-1-34 NaN NaN
meshes-CVIU11-1-357 NaN NaN
meshes-CVIU11-1-360 NaN NaN
meshes-CVIU11-1-368 NaN NaN
meshes-CVIU11-1-37 NaN NaN
meshes-CVIU11-1-397 NaN NaN
meshes-CVIU11-1-410 NaN NaN
meshes-CVIU11-1-424 NaN NaN
meshes-CVIU11-1-431 NaN NaN
meshes-CVIU11-1-461 NaN NaN
meshes-CVIU11-1-466 NaN NaN
meshes-CVIU11-1-489 NaN NaN
meshes-CVIU11-1-511 NaN NaN
meshes-CVIU11-1-63 NaN NaN
meshes-CVIU11-1-88 NaN NaN
meshes-CVIU11-2-100 NaN NaN
meshes-CVIU11-2-108 NaN NaN
meshes-CVIU11-2-11 NaN NaN
meshes-CVIU11-2-121 NaN NaN
meshes-CVIU11-2-13 NaN NaN
meshes-CVIU11-2-137 NaN NaN
meshes-CVIU11-2-177 NaN NaN
meshes-CVIU11-2-211 NaN NaN
meshes-CVIU11-2-223 NaN NaN
meshes-CVIU11-2-233 NaN NaN
meshes-CVIU11-2-245 NaN NaN
meshes-CVIU11-2-246 NaN NaN
meshes-CVIU11-2-248 NaN NaN
meshes-CVIU11-2-267 NaN NaN
meshes-CVIU11-2-3 NaN NaN
meshes-CVIU11-2-300 NaN NaN
meshes-CVIU11-2-304 NaN NaN
meshes-CVIU11-2-305 NaN NaN
meshes-CVIU11-2-317 NaN NaN
meshes-CVIU11-2-321 NaN NaN
meshes-CVIU11-2-324 NaN NaN
meshes-CVIU11-2-349 NaN NaN
meshes-CVIU11-2-35 NaN NaN
meshes-CVIU11-2-353 NaN NaN
meshes-CVIU11-2-354 NaN NaN
meshes-CVIU11-2-365 NaN NaN
meshes-CVIU11-2-447 NaN NaN
meshes-CVIU11-2-449 NaN NaN
meshes-CVIU11-2-462 NaN NaN
meshes-CVIU11-2-484 NaN NaN
meshes-CVIU11-2-487 NaN NaN
meshes-CVIU11-2-493 NaN NaN
meshes-CVIU11-2-503 NaN NaN
meshes-CVIU11-2-511 NaN NaN
meshes-CVIU11-2-513 NaN NaN
meshes-CVIU11-2-52 NaN NaN
meshes-CVIU11-2-54 NaN NaN
meshes-CVIU11-2-6 NaN NaN
meshes-CVIU11-2-76 NaN NaN
meshes-CVIU11-2-80 NaN NaN
meshes-CVIU11-3-100 NaN NaN
meshes-CVIU11-3-12 NaN NaN
meshes-CVIU11-3-130 NaN NaN
meshes-CVIU11-3-139 NaN NaN
meshes-CVIU11-3-147 NaN NaN
meshes-CVIU11-3-151 NaN NaN
meshes-CVIU11-3-158 NaN NaN
meshes-CVIU11-3-16 NaN NaN
meshes-CVIU11-3-17 NaN NaN
meshes-CVIU11-3-190 NaN NaN
meshes-CVIU11-3-193 NaN NaN
meshes-CVIU11-3-195 NaN NaN
meshes-CVIU11-3-213 NaN NaN
meshes-CVIU11-3-218 NaN NaN
meshes-CVIU11-3-220 NaN NaN
meshes-CVIU11-3-23 NaN NaN
meshes-CVIU11-3-242 NaN NaN
meshes-CVIU11-3-246 NaN NaN
meshes-CVIU11-3-251 NaN NaN
meshes-CVIU11-3-289 NaN NaN
meshes-CVIU11-3-290 NaN NaN
meshes-CVIU11-3-313 NaN NaN
meshes-CVIU11-3-325 NaN NaN
meshes-CVIU11-3-35 NaN NaN
meshes-CVIU11-3-357 NaN NaN
meshes-CVIU11-3-381 NaN NaN
meshes-CVIU11-3-408 NaN NaN
meshes-CVIU11-3-431 NaN NaN
meshes-CVIU11-3-434 NaN NaN
meshes-CVIU11-3-448 NaN NaN
meshes-CVIU11-3-45 NaN NaN
meshes-CVIU11-3-457 NaN NaN
meshes-CVIU11-3-484 NaN 30791274
meshes-CVIU11-3-501 NaN NaN
meshes-CVIU11-3-503 NaN NaN
meshes-CVIU11-3-511 NaN NaN
meshes-CVIU11-3-512 NaN NaN
meshes-CVIU11-3-513 NaN NaN
meshes-CVIU11-3-526 NaN NaN
meshes-CVIU11-3-59 NaN NaN
meshes-CVIU11-3-7 NaN NaN
meshes-CVIU11-3-97 NaN NaN
meshes-CVIU11-3-98 NaN NaN
meshes-CVIU11-4-114 NaN NaN
meshes-CVIU11-4-129 NaN NaN
meshes-CVIU11-4-135 NaN NaN
meshes-CVIU11-4-166 NaN NaN
meshes-CVIU11-4-168 NaN NaN
meshes-CVIU11-4-206 NaN NaN
meshes-CVIU11-4-213 NaN NaN
meshes-CVIU11-4-228 NaN NaN
meshes-CVIU11-4-248 NaN NaN
meshes-CVIU11-4-268 NaN NaN
meshes-CVIU11-4-311 NaN NaN
meshes-CVIU11-4-313 NaN NaN
meshes-CVIU11-4-325 NaN NaN
meshes-CVIU11-4-341 NaN NaN
meshes-CVIU11-4-387 NaN NaN
meshes-CVIU11-4-441 NaN NaN
meshes-CVIU11-4-45 NaN NaN
meshes-CVIU11-4-46 NaN NaN
meshes-CVIU11-4-471 NaN NaN
meshes-CVIU11-4-487 NaN NaN
meshes-CVIU11-4-501 NaN NaN
meshes-CVIU11-4-80 NaN NaN
meshes-CVIU11-5-102 NaN NaN
meshes-CVIU11-5-115 NaN NaN
meshes-CVIU11-5-121 NaN NaN
meshes-CVIU11-5-147 NaN NaN
meshes-CVIU11-5-148 NaN NaN
meshes-CVIU11-5-163 NaN NaN
meshes-CVIU11-5-182 NaN NaN
meshes-CVIU11-5-188 NaN NaN
meshes-CVIU11-5-191 NaN NaN
meshes-CVIU11-5-200 NaN NaN
meshes-CVIU11-5-212 NaN NaN
meshes-CVIU11-5-216 NaN NaN
meshes-CVIU11-5-223 NaN NaN
meshes-CVIU11-5-244 NaN NaN
meshes-CVIU11-5-283 NaN NaN
meshes-CVIU11-5-286 NaN NaN
meshes-CVIU11-5-304 NaN NaN
meshes-CVIU11-5-306 NaN NaN
meshes-CVIU11-5-315 NaN NaN
meshes-CVIU11-5-333 NaN NaN
meshes-CVIU11-5-34 NaN NaN
meshes-CVIU11-5-36 NaN NaN
meshes-CVIU11-5-409 NaN NaN
meshes-CVIU11-5-433 NaN NaN
meshes-CVIU11-5-464 NaN NaN
meshes-CVIU11-5-468 NaN NaN
meshes-CVIU11-5-488 NaN NaN
meshes-CVIU11-5-517 NaN NaN
meshes-CVIU11-5-59 NaN NaN
meshes-CVIU11-5-73 NaN NaN
meshes-CVIU11-5-99 NaN NaN
meshes-CVIU11-6-102 NaN NaN
meshes-CVIU11-6-150 NaN NaN
meshes-CVIU11-6-151 NaN NaN
meshes-CVIU11-6-163 NaN NaN
meshes-CVIU11-6-194 NaN NaN
meshes-CVIU11-6-211 NaN NaN
meshes-CVIU11-6-265 NaN NaN
meshes-CVIU11-6-293 NaN NaN
meshes-CVIU11-6-303 NaN NaN
meshes-CVIU11-6-306 NaN NaN
meshes-CVIU11-6-314 NaN NaN
meshes-CVIU11-6-325 NaN NaN
meshes-CVIU11-6-338 NaN NaN
meshes-CVIU11-6-345 NaN NaN
meshes-CVIU11-6-400 NaN NaN
meshes-CVIU11-6-438 NaN NaN
meshes-CVIU11-6-443 NaN NaN
meshes-CVIU11-6-485 NaN NaN
meshes-CVIU11-6-498 NaN NaN
meshes-CVIU11-6-523 NaN NaN
meshes-CVIU11-6-528 NaN NaN
meshes-CVIU11-6-56 NaN NaN
meshes-CVIU11-6-58 NaN NaN
meshes-CVIU11-6-65 NaN NaN
meshes-CVIU11-6-68 NaN NaN
meshes-CVIU11-6-77 NaN NaN
meshes-CVIU11-6-81 NaN NaN
PR15-1 430 7228
PR15-2 5708 41593
PR15-3 455 7095
PR15-4 6 4977
PR15-5 541 7366
PR15-6 188 5664
PR15-7 34 436
PR15-8 4 4875
PR15-9 327 9765
PR15-10 11 4857
PR15-11 31 4843
PR15-12 1653 6563
PR15-13 12 5020
PR15-14 29 5221
PR15-15 25 237
PR15-16 37 4845
PR15-17 18 5186
PR15-18 2729 19377
PR15-19 86 4871
PR15-20 240 5050
PR15-21 182 5738
PR15-22 83 4918
PR15-23 2645 16264
PR15-24 3050 20548
g10-g100 NaN NaN
g10-g101 NaN NaN
g10-g102 NaN NaN
g10-g103 NaN NaN
g10-g104 NaN NaN
g10-g105 NaN NaN
g10-g106 NaN NaN
g10-g107 NaN NaN
g10-g108 NaN NaN
g10-g109 NaN NaN
g10-g110 NaN NaN
g10-g111 NaN NaN
g10-g112 NaN NaN
g10-g51 NaN NaN
g10-g52 NaN NaN
g10-g53 NaN NaN
g10-g54 NaN NaN
g10-g55 NaN NaN
g10-g56 NaN NaN
g10-g57 NaN NaN
g10-g61 NaN NaN
g10-g62 NaN NaN
g10-g63 NaN NaN
g10-g64 NaN NaN
g10-g65 NaN NaN
g10-g67 NaN NaN
g10-g68 NaN NaN
g10-g69 NaN NaN
g10-g70 NaN NaN
g10-g71 NaN NaN
g10-g72 NaN NaN
g10-g74 NaN NaN
g10-g75 NaN NaN
g10-g76 NaN NaN
g10-g77 NaN NaN
g10-g78 NaN NaN
g10-g79 NaN NaN
g10-g80 NaN NaN
g10-g81 NaN NaN
g10-g83 NaN NaN
g10-g84 NaN NaN
g10-g85 NaN NaN
g10-g87 NaN NaN
g10-g88 NaN NaN
g10-g89 NaN NaN
g10-g90 NaN NaN
g10-g91 NaN NaN
g10-g92 NaN NaN
g10-g94 NaN NaN
g10-g95 NaN NaN
g10-g96 NaN NaN
g10-g97 NaN NaN
g10-g98 NaN NaN
g10-g99 NaN NaN
g11-g100 NaN NaN
g11-g101 NaN NaN
g11-g102 NaN NaN
g11-g103 NaN NaN
g11-g104 NaN NaN
g11-g105 NaN NaN
g11-g106 NaN NaN
g11-g107 NaN NaN
g11-g108 NaN NaN
g11-g109 NaN NaN
g11-g110 NaN NaN
g11-g111 NaN NaN
g11-g112 NaN NaN
g11-g51 NaN NaN
g11-g52 NaN NaN
g11-g53 NaN NaN
g11-g54 NaN NaN
g11-g55 NaN NaN
g11-g56 NaN NaN
g11-g57 NaN NaN
g11-g61 NaN NaN
g11-g62 NaN NaN
g11-g63 NaN NaN
g11-g64 NaN NaN
g11-g65 NaN NaN
g11-g67 NaN NaN
g11-g68 NaN NaN
g11-g69 NaN NaN
g11-g70 NaN NaN
g11-g71 NaN NaN
g11-g72 NaN NaN
g11-g74 NaN NaN
g11-g75 NaN NaN
g11-g76 NaN NaN
g11-g77 NaN NaN
g11-g78 5800 3434
g11-g79 NaN NaN
g11-g80 NaN NaN
g11-g81 NaN NaN
g11-g83 NaN NaN
g11-g84 NaN NaN
g11-g85 NaN NaN
g11-g87 NaN NaN
g11-g88 NaN NaN
g11-g89 NaN NaN
g11-g90 NaN NaN
g11-g91 NaN NaN
g11-g92 NaN NaN
g11-g94 NaN NaN
g11-g95 NaN NaN
g11-g96 NaN NaN
g11-g97 NaN NaN
g11-g98 NaN NaN
g11-g99 NaN NaN
g12-g100 161958 723251
g12-g101 NaN NaN
g12-g102 NaN NaN
g12-g103 NaN NaN
g12-g104 NaN NaN
g12-g105 NaN NaN
g12-g106 NaN NaN
g12-g107 NaN NaN
g12-g108 NaN NaN
g12-g109 NaN NaN
g12-g110 NaN NaN
g12-g111 NaN NaN
g12-g112 NaN NaN
g12-g51 NaN NaN
g12-g52 NaN 262065517
g12-g53 1453751 NaN
g12-g54 NaN NaN
g12-g55 NaN NaN
g12-g56 NaN NaN
g12-g57 2168 248922
g12-g61 NaN 32139030
g12-g62 NaN NaN
g12-g63 NaN NaN
g12-g64 NaN NaN
g12-g65 NaN NaN
g12-g67 NaN NaN
g12-g68 NaN NaN
g12-g69 307323 NaN
g12-g70 80846 1761816
g12-g71 NaN 15907768
g12-g72 67985 78909149
g12-g74 NaN NaN
g12-g75 NaN NaN
g12-g76 NaN NaN
g12-g77 NaN NaN
g12-g78 NaN NaN
g12-g79 NaN NaN
g12-g80 12665 222043
g12-g81 NaN NaN
g12-g83 NaN NaN
g12-g84 NaN NaN
g12-g85 NaN NaN
g12-g87 NaN NaN
g12-g88 NaN NaN
g12-g89 236052 NaN
g12-g90 NaN NaN
g12-g91 NaN NaN
g12-g92 NaN NaN
g12-g94 NaN NaN
g12-g95 197335 8900310
g12-g96 208643 NaN
g12-g97 149666 NaN
g12-g98 NaN NaN
g12-g99 NaN NaN
g13-g100 NaN NaN
g13-g101 NaN NaN
g13-g102 NaN NaN
g13-g103 NaN NaN
g13-g104 NaN NaN
g13-g105 NaN NaN
g13-g106 NaN NaN
g13-g107 NaN NaN
g13-g108 NaN NaN
g13-g109 NaN NaN
g13-g110 NaN NaN
g13-g111 NaN NaN
g13-g112 NaN NaN
g13-g51 NaN NaN
g13-g52 NaN NaN
g13-g53 NaN NaN
g13-g54 NaN NaN
g13-g55 NaN NaN
g13-g56 NaN NaN
g13-g57 NaN NaN
