instance clique james-cpp-max kdown clique-par/t32 james-cpp-max-par/t32 kdown-par/t32 james-cpp-max-par/t4 james-cpp-max-par/t16 james-cpp-max-par/t32r kdown-par/t4 kdown-par/t16 kdown-par/t32r
mcs50_r01_s50_AB08 1000000 1000000 1000000 1000005 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r01_s50_AB09 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s10_AB00 1 0 3 9 6 21 1 2 4 3 7 13
mcs50_r02_s10_AB01 0 0 3 8 7 18 1 4 3 4 7 10
mcs50_r02_s10_AB02 0 0 2 9 7 20 1 3 4 3 8 14
mcs50_r02_s10_AB03 0 0 1 8 6 17 0 2 3 3 9 12
mcs50_r02_s10_AB04 1 0 0 9 6 13 0 2 2 2 5 7
mcs50_r02_s10_AB05 0 0 1 8 5 18 0 2 2 2 6 13
mcs50_r02_s10_AB06 1 0 1 8 5 19 0 3 4 3 7 13
mcs50_r02_s10_AB07 0 0 1 8 5 18 0 2 3 2 6 11
mcs50_r02_s10_AB08 0 0 2 9 7 18 1 2 3 3 6 12
mcs50_r02_s10_AB09 0 0 1 8 8 19 1 3 4 3 7 11
mcs50_r02_s15_AB00 6 3 68 13 17 66 7 8 10 43 40 48
mcs50_r02_s15_AB01 9 4 47 13 12 66 7 9 9 44 41 46
mcs50_r02_s15_AB02 8 2 59 15 17 65 5 7 9 46 42 47
mcs50_r02_s15_AB03 5 0 8 13 8 34 2 3 5 17 15 25
mcs50_r02_s15_AB04 8 1 55 17 13 66 5 7 8 36 30 40
mcs50_r02_s15_AB05 6 3 80 14 14 65 5 7 8 34 33 44
mcs50_r02_s15_AB06 5 2 42 10 10 38 4 6 9 30 33 41
mcs50_r02_s15_AB07 6 1 42 12 12 58 3 5 6 39 28 32
mcs50_r02_s15_AB08 4 1 36 19 14 50 5 8 8 41 24 37
mcs50_r02_s15_AB09 8 3 74 16 16 76 4 7 10 54 34 45
mcs50_r02_s20_AB00 60 79 1619 22 34 624 63 34 27 948 626 604
mcs50_r02_s20_AB01 79 66 1738 33 31 824 64 34 25 1138 548 798
mcs50_r02_s20_AB02 69 134 1686 23 22 941 69 23 26 1125 739 895
mcs50_r02_s20_AB03 71 120 2803 34 30 806 54 34 30 1172 682 784
mcs50_r02_s20_AB04 91 82 1506 23 25 448 57 31 25 945 483 465
mcs50_r02_s20_AB05 69 89 1472 42 30 552 73 45 31 1039 607 544
mcs50_r02_s20_AB06 83 144 1472 42 26 753 83 37 31 1077 753 681
mcs50_r02_s20_AB07 74 127 1187 25 27 420 71 31 28 871 526 396
mcs50_r02_s20_AB08 92 142 2106 37 29 823 95 42 33 972 657 815
mcs50_r02_s20_AB09 110 85 1468 40 29 557 47 32 22 814 514 488
mcs50_r02_s25_AB00 1498 1516 36451 169 313 9101 829 404 293 15236 7319 9070
mcs50_r02_s25_AB01 1397 1734 49267 146 347 10385 793 341 289 17054 7856 9587
mcs50_r02_s25_AB02 1388 1896 59562 153 326 13439 1156 365 291 23100 10738 13313
mcs50_r02_s25_AB03 2008 2362 56402 182 443 14187 1474 455 368 26562 11678 14600
mcs50_r02_s25_AB04 1953 1941 56271 192 320 14570 1244 452 408 23934 11773 14107
mcs50_r02_s25_AB05 870 1338 21597 100 193 8783 829 229 190 12502 7114 8693
mcs50_r02_s25_AB06 1603 1788 48286 124 299 10458 848 340 254 17370 7409 9876
mcs50_r02_s25_AB07 1187 1496 39664 109 270 9592 840 340 355 17382 8360 10009
mcs50_r02_s25_AB08 1518 1494 29670 122 170 7169 742 291 236 12801 5636 7092
mcs50_r02_s25_AB09 957 1200 36649 86 193 8699 501 221 187 18112 7377 9155
mcs50_r02_s30_AB00 11299 16895 485917 550 2525 110588 7405 3057 2378 239525 92458 112550
mcs50_r02_s30_AB01 21378 17377 916343 860 3362 113057 7423 3303 2595 205821 94409 100474
mcs50_r02_s30_AB02 12978 14280 588976 548 2242 100546 5919 2471 2164 215035 84894 103513
mcs50_r02_s30_AB03 15401 12419 547025 656 1966 68606 5639 2767 2320 146895 55596 65481
mcs50_r02_s30_AB04 16344 18424 532364 756 3291 127527 9453 4246 3585 235518 107047 123807
mcs50_r02_s30_AB05 29444 25945 660651 1269 3596 158742 11321 4545 3699 307089 151865 152746
mcs50_r02_s30_AB06 23145 26478 772663 908 3802 161021 10539 3850 2987 283589 127294 147834
mcs50_r02_s30_AB07 17096 23888 583402 767 3181 142891 9428 4310 3407 282375 124170 143664
mcs50_r02_s30_AB08 16928 11303 446244 783 2939 101592 6231 3544 3019 174528 85660 108078
mcs50_r02_s30_AB09 17906 13744 776008 853 3396 78515 6433 3835 3253 192169 77067 78115
mcs50_r02_s35_AB00 179158 182642 1000000 5848 26516 1000001 90010 30585 26234 1000000 1000000 1000001
mcs50_r02_s35_AB01 343121 372317 1000000 10330 72593 1000001 173397 64379 54481 1000000 1000000 1000001
mcs50_r02_s35_AB02 251408 272929 1000000 7603 36376 1000001 98363 44121 35195 1000000 917402 958727
mcs50_r02_s35_AB03 345467 346149 1000000 10411 39068 1000001 137314 51977 39970 1000000 1000000 1000001
mcs50_r02_s35_AB04 161827 109382 1000000 5074 16413 648893 51262 20278 16318 1000000 583613 645921
mcs50_r02_s35_AB05 280971 243892 1000000 9051 37775 1000001 105582 45565 37749 1000000 1000001 1000001
mcs50_r02_s35_AB06 373509 347409 1000000 12338 47542 1000001 111176 46218 37544 1000000 1000000 1000001
mcs50_r02_s35_AB07 145866 91062 1000000 4694 19571 624488 49399 20302 19627 1000000 602882 623747
mcs50_r02_s35_AB08 260925 207579 1000000 8321 24573 936576 78268 30996 25175 1000000 819758 927533
mcs50_r02_s35_AB09 241160 79512 1000000 7380 18513 652410 37775 21301 19334 1000000 660738 659979
mcs50_r02_s40_AB00 1000000 1000000 1000000 46099 89748 1000001 369584 121168 88293 1000000 1000000 1000001
mcs50_r02_s40_AB01 1000000 268401 1000000 50598 68122 1000001 126383 58482 50130 1000000 1000000 1000001
mcs50_r02_s40_AB02 855057 1000000 1000000 27184 88381 1000001 412550 135588 88798 1000000 1000000 1000001
mcs50_r02_s40_AB03 993937 1000000 1000000 31112 112816 1000001 430133 156946 112617 1000000 1000000 1000001
mcs50_r02_s40_AB04 1000000 1000000 1000000 34167 138085 1000001 402827 170220 133935 1000000 1000000 1000001
mcs50_r02_s40_AB05 1000000 1000000 1000000 30677 116154 1000001 479433 157249 111173 1000000 1000000 1000001
mcs50_r02_s40_AB06 1000000 1000000 1000000 68789 393450 1000001 790978 355528 292384 1000000 1000000 1000001
mcs50_r02_s40_AB07 1000000 1000000 1000000 43055 345323 1000001 730087 405649 349798 1000000 1000000 1000001
mcs50_r02_s40_AB08 1000000 1000000 1000000 51620 302455 1000001 733826 352248 307542 1000000 1000000 1000001
mcs50_r02_s40_AB09 1000000 420417 1000000 29300 80033 1000001 171427 90107 81369 1000000 1000000 1000001
mcs50_r02_s50_AB00 1000000 1000000 1000000 1000004 1000001 1000002 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB01 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB02 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB03 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB04 1000000 1000000 1000000 1000005 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB05 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB06 1000000 1000000 1000000 816840 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB07 1000000 1000000 1000000 1000004 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB08 1000000 1000000 1000000 1000003 1000001 1000001 1000000 1000000 1000001 1000000 1000000 1000001
mcs50_r02_s50_AB09 1000000 1000000 1000000 790032 1000004 1000001 1000000 1000001 1000002 1000000 1000000 1000001
mcs70_b03_s10_AB00 0 0 1 9 4 13 0 2 2 2 4 6
mcs70_b03_s10_AB01 0 0 3 6 4 12 0 2 3 2 6 8
mcs70_b03_s10_AB02 0 0 4 9 8 20 1 2 5 3 8 14
mcs70_b03_s10_AB03 0 0 1 9 5 16 0 2 4 2 5 9
mcs70_b03_s10_AB04 0 0 1 9 6 15 0 1 3 2 5 7
mcs70_b03_s10_AB05 1 0 0 8 5 9 0 1 3 1 3 4
mcs70_b03_s10_AB06 1 0 2 6 2 11 0 1 2 2 5 8
mcs70_b03_s10_AB07 0 0 1 8 4 13 0 1 2 2 5 8
mcs70_b03_s10_AB08 0 0 1 9 3 17 0 1 2 2 4 6
mcs70_b03_s10_AB09 1 0 0 8 2 9 0 1 2 1 3 5
mcs70_b03_s15_AB00 4 0 4 16 7 17 1 2 4 4 6 12
mcs70_b03_s15_AB01 6 0 37 16 11 33 3 6 8 13 13 24
mcs70_b03_s15_AB02 6 0 4 18 8 18 1 3 4 4 6 10
mcs70_b03_s15_AB03 5 0 3 15 8 14 1 1 4 3 6 8
mcs70_b03_s15_AB04 5 0 21 18 7 31 1 3 3 10 14 18
mcs70_b03_s15_AB05 11 1 20 17 11 42 2 6 9 18 17 26
mcs70_b03_s15_AB06 5 0 4 17 5 14 0 2 4 3 5 7
mcs70_b03_s15_AB07 5 0 2 16 4 15 0 1 2 2 4 10
mcs70_b03_s15_AB08 13 0 17 19 10 27 1 4 6 14 13 19
mcs70_b03_s15_AB09 5 0 3 15 8 16 0 3 4 3 4 10
mcs70_b03_s20_AB00 136 8 52 36 8 56 6 6 8 89 52 59
mcs70_b03_s20_AB01 121 5 173 46 10 89 6 9 9 70 75 85
mcs70_b03_s20_AB02 90 0 91 29 8 42 4 7 9 32 23 44
mcs70_b03_s20_AB03 48 1 57 26 7 45 2 6 10 46 26 34
mcs70_b03_s20_AB04 89 2 177 39 13 114 6 8 9 170 105 82
mcs70_b03_s20_AB05 208 4 160 54 12 108 7 9 10 110 101 75
mcs70_b03_s20_AB06 138 5 204 48 11 124 6 8 9 86 71 73
mcs70_b03_s20_AB07 99 2 95 49 13 69 4 9 11 30 24 45
mcs70_b03_s20_AB08 115 3 176 51 11 129 7 8 10 141 80 112
mcs70_b03_s20_AB09 59 2 105 52 15 107 6 9 9 70 88 49
mcs70_b03_s25_AB00 3382 18 1522 260 10 324 11 11 10 379 305 291
mcs70_b03_s25_AB01 7204 1 46 264 8 27 2 5 11 43 28 21
mcs70_b03_s25_AB02 6710 27 1019 367 11 278 15 10 13 610 526 299
mcs70_b03_s25_AB03 3906 36 1325 250 13 447 32 13 14 997 487 395
mcs70_b03_s25_AB04 5003 26 1373 295 12 340 14 14 11 346 291 349
mcs70_b03_s25_AB05 3034 24 369 200 11 116 11 14 18 184 159 116
mcs70_b03_s25_AB06 1869 40 563 147 12 208 30 13 11 205 135 169
mcs70_b03_s25_AB07 1620 22 1141 172 11 430 18 10 12 393 372 443
mcs70_b03_s25_AB08 1906 15 2031 143 11 504 16 14 11 711 437 487
mcs70_b03_s25_AB09 4020 13 1126 260 9 420 10 12 16 666 508 394
mcs70_b03_s30_AB00 145695 169 4867 5042 13 1257 56 19 16 2334 1122 1151
mcs70_b03_s30_AB01 473939 364 54618 10108 27 6952 96 42 23 14931 5640 6171
mcs70_b03_s30_AB02 281097 278 26942 8407 37 3908 122 26 18 7383 2870 4134
mcs70_b03_s30_AB03 228972 171 9200 7511 18 943 61 30 30 4144 1134 1029
mcs70_b03_s30_AB04 38015 143 2859 2060 12 1069 18 16 14 1510 958 1098
mcs70_b03_s30_AB05 240626 89 3350 6173 13 446 47 16 16 734 324 501
mcs70_b03_s30_AB06 524643 239 5451 15688 14 1399 79 24 16 2857 1135 1525
mcs70_b03_s30_AB07 61643 77 1775 2528 16 245 40 18 24 401 207 253
mcs70_b03_s30_AB08 35237 21 5663 1169 11 871 18 15 15 2205 764 804
mcs70_b03_s30_AB09 96274 118 25119 2518 19 2335 57 26 20 3413 1722 2137
mcs70_b03_s35_AB00 1000000 2072 79656 127257 22 10009 950 42 25 19747 9148 10953
mcs70_b03_s35_AB01 1000000 900 8501 206320 16 1115 195 21 25 1882 793 971
mcs70_b03_s35_AB02 1000000 2778 193397 244174 75 13898 446 144 77 51639 15082 12491
mcs70_b03_s35_AB03 1000000 1837 7617 48177 31 1576 46 56 59 2985 1129 1575
mcs70_b03_s35_AB04 1000000 185 5782 282676 18 781 76 31 14 1786 911 865
mcs70_b03_s35_AB05 1000000 3199 211173 122317 181 21812 777 289 210 37465 22650 21519
mcs70_b03_s35_AB06 1000000 1666 74461 1000013 107 9329 580 197 117 21484 8142 8961
mcs70_b03_s35_AB07 1000000 3012 133441 217714 123 19038 814 220 129 29455 13376 19976
mcs70_b03_s35_AB08 1000000 1102 69200 314645 43 8584 128 62 44 24879 8151 8558
mcs70_b03_s35_AB09 1000000 905 49973 278409 154 6920 763 362 102 16503 5324 7059
mcs70_b03_s40_AB00 1000000 1206 76279 1000003 34 6239 741 53 35 14374 5372 5919
mcs70_b03_s40_AB01 1000000 1654 194439 1000003 147 23414 757 182 126 62360 13544 19068
mcs70_b03_s40_AB02 1000000 17208 271203 1000002 233 18775 6170 1378 169 69172 19515 18854
mcs70_b03_s40_AB03 1000000 9097 523935 1000002 613 74778 2754 818 713 176433 69068 63581
mcs70_b03_s40_AB04 1000000 10620 229166 1000003 338 48835 3594 595 217 132655 47469 43247
mcs70_b03_s40_AB05 1000000 11015 1000000 1000004 727 147828 3481 1067 605 314670 95712 145771
mcs70_b03_s40_AB06 1000000 2907 660219 1000003 168 40625 1216 222 137 65984 24548 40791
mcs70_b03_s40_AB07 1000000 4766 468715 1000003 106 63450 1325 307 109 121193 49589 61049
mcs70_b03_s40_AB08 1000000 8286 1000000 1000004 468 51796 2969 909 433 134909 53720 54325
mcs70_b03_s40_AB09 1000000 13551 821668 1000004 511 105208 7202 917 562 193531 86728 102008
mcs70_b03_s50_AB00 1000000 288777 1000000 1000004 6206 1000001 55992 11766 5702 1000000 1000000 1000001
mcs70_b03_s50_AB01 1000001 1000000 1000000 1000005 47057 1000001 535094 81436 50867 1000000 1000000 1000001
mcs70_b03_s50_AB02 1000000 231240 1000000 1000004 33891 1000001 118454 84646 32210 1000000 1000000 1000001
mcs70_b03_s50_AB03 1000000 621278 1000000 1000005 25996 1000002 175349 46140 28104 1000000 1000000 1000001
mcs70_b03_s50_AB04 1000000 150087 1000000 1000005 9164 1000001 43300 12544 8303 1000000 1000001 1000002
mcs70_b03_s50_AB05 1000000 1000000 1000000 1000004 55043 1000001 485322 86166 56009 1000000 1000000 1000001
mcs70_b03_s50_AB06 1000000 1000000 1000000 1000005 159750 1000001 1000000 318339 137509 1000000 1000000 1000001
mcs70_b03_s50_AB07 1000000 1000000 1000000 1000004 417867 1000001 1000000 717443 382975 1000000 1000000 1000001
mcs70_b03_s50_AB08 1000000 529737 1000000 1000004 6729 1000001 326193 52371 6229 1000000 1000000 1000002
mcs70_b03_s50_AB09 1000000 1000000 1000000 1000004 39673 1000002 424976 58417 32050 1000000 1000000 1000001
mcs70_b03m_s10_AB00 0 0 0 8 5 14 0 2 4 1 4 8
mcs70_b03m_s10_AB01 0 0 1 9 5 18 1 2 4 3 7 15
mcs70_b03m_s10_AB02 0 0 0 8 3 11 0 1 2 2 5 11
mcs70_b03m_s10_AB03 0 0 2 9 5 20 0 2 4 3 8 13
mcs70_b03m_s10_AB04 1 0 1 7 4 12 0 1 2 2 5 9
mcs70_b03m_s10_AB05 0 0 1 7 6 13 0 1 3 2 5 9
mcs70_b03m_s10_AB06 0 0 1 8 4 12 0 2 3 2 5 10
mcs70_b03m_s10_AB07 0 0 1 8 4 17 0 2 3 3 8 8
mcs70_b03m_s10_AB08 0 0 0 8 3 10 0 1 3 2 5 8
mcs70_b03m_s10_AB09 0 0 0 9 4 15 0 3 4 1 4 10
mcs70_b03m_s15_AB00 5 0 4 17 5 16 0 2 3 3 5 11
mcs70_b03m_s15_AB01 7 0 13 18 7 26 2 4 7 9 15 15
mcs70_b03m_s15_AB02 6 0 8 18 9 22 1 4 7 10 10 15
mcs70_b03m_s15_AB03 5 0 14 16 6 35 1 3 5 13 15 23
mcs70_b03m_s15_AB04 6 0 5 15 8 27 3 5 6 8 13 19
mcs70_b03m_s15_AB05 4 0 9 16 9 26 2 4 6 14 16 14
mcs70_b03m_s15_AB06 6 0 7 15 7 24 1 3 5 7 8 13
mcs70_b03m_s15_AB07 7 0 46 18 8 38 2 4 6 16 15 29
mcs70_b03m_s15_AB08 5 0 11 17 9 29 1 4 6 17 12 16
mcs70_b03m_s15_AB09 6 0 6 16 8 23 1 4 7 11 14 14
mcs70_b03m_s20_AB00 123 16 259 38 12 205 8 11 11 235 179 159
mcs70_b03m_s20_AB01 174 8 401 35 9 146 7 11 12 174 111 190
mcs70_b03m_s20_AB02 93 18 566 35 12 316 13 10 10 300 250 328
mcs70_b03m_s20_AB03 194 5 160 38 7 53 3 5 9 55 48 48
mcs70_b03m_s20_AB04 67 1 238 37 8 120 5 10 9 109 71 101
mcs70_b03m_s20_AB05 80 4 259 50 13 102 5 10 11 105 81 65
mcs70_b03m_s20_AB06 172 6 242 54 9 179 7 8 7 148 120 115
mcs70_b03m_s20_AB07 252 5 145 68 11 163 6 9 12 136 122 111
mcs70_b03m_s20_AB08 113 8 95 54 15 52 8 12 9 75 44 34
mcs70_b03m_s20_AB09 159 6 199 58 13 156 6 9 13 113 80 89
mcs70_b03m_s25_AB00 3219 63 1894 261 12 715 30 16 11 897 552 511
mcs70_b03m_s25_AB01 8750 132 2683 393 12 746 58 22 19 1032 696 724
mcs70_b03m_s25_AB02 5002 38 1732 338 13 601 33 16 14 861 472 542
mcs70_b03m_s25_AB03 13274 81 4047 631 15 1103 72 23 29 1745 992 1023
mcs70_b03m_s25_AB04 2024 61 908 198 11 726 35 20 15 767 672 616
mcs70_b03m_s25_AB05 5133 74 2185 329 12 773 39 15 19 1187 620 757
mcs70_b03m_s25_AB06 10403 126 8263 443 14 1413 46 18 17 1781 928 1458
mcs70_b03m_s25_AB07 1561 108 2113 164 16 741 38 17 21 928 707 654
mcs70_b03m_s25_AB08 3737 34 398 212 11 375 26 16 13 263 279 376
mcs70_b03m_s25_AB09 8784 119 2424 465 18 558 38 17 20 985 808 620
mcs70_b03m_s30_AB00 284615 988 52813 9226 82 17912 477 159 101 32260 14085 18860
mcs70_b03m_s30_AB01 525957 468 18336 14940 29 5187 183 73 44 7337 4031 4531
mcs70_b03m_s30_AB02 736033 449 16846 22642 30 3246 216 75 42 6078 2795 3242
mcs70_b03m_s30_AB03 456151 822 33431 11843 84 4303 303 176 151 8204 3762 4318
mcs70_b03m_s30_AB04 175490 488 23554 6460 77 3804 204 90 68 8738 3089 4047
mcs70_b03m_s30_AB05 192671 336 39867 6837 29 4823 237 43 66 9306 3703 4617
mcs70_b03m_s30_AB06 719437 545 35852 20476 53 3650 211 77 50 11688 4049 3552
mcs70_b03m_s30_AB07 351437 121 13240 10338 23 959 93 31 24 1605 798 1155
mcs70_b03m_s30_AB08 292758 1059 18554 9256 43 4440 216 86 64 7854 3609 4511
mcs70_b03m_s30_AB09 300518 376 46719 8819 32 5010 250 69 50 7311 3837 5198
mcs70_b03m_s35_AB00 1000000 2745 141380 243461 250 58001 1374 735 244 62202 50554 57555
mcs70_b03m_s35_AB01 1000000 3327 581411 269984 345 64031 1425 565 386 116656 47420 57434
mcs70_b03m_s35_AB02 1000000 2909 225287 584339 272 34225 1436 491 326 70610 25725 33609
mcs70_b03m_s35_AB03 1000000 4446 376961 1000002 744 42638 4747 1091 619 187128 45491 45605
mcs70_b03m_s35_AB04 1000000 2264 164272 299612 168 35174 1214 271 164 56531 29221 36518
mcs70_b03m_s35_AB05 1000000 836 72232 254342 61 9618 325 92 79 29985 9273 9373
mcs70_b03m_s35_AB06 1000000 5286 459628 1000004 354 40516 1666 499 422 144243 35539 36499
mcs70_b03m_s35_AB07 1000000 1353 100327 896079 98 27710 584 316 154 91217 34305 26167
mcs70_b03m_s35_AB08 1000000 7732 166322 1000002 466 28356 2219 616 377 61318 25615 26865
mcs70_b03m_s35_AB09 1000000 3215 206645 710648 283 26683 1489 435 320 59211 19292 26409
mcs70_b03m_s40_AB00 1000000 8843 280123 1000003 1477 73315 4099 1537 879 145319 71761 71398
mcs70_b03m_s40_AB01 1000000 40878 1000000 1000004 3402 353060 13810 5029 2859 904640 288860 316019
mcs70_b03m_s40_AB02 1000000 56684 1000000 1000003 4468 422325 23204 5038 3853 990696 382985 468471
mcs70_b03m_s40_AB03 1000000 26272 1000000 1000003 916 133007 9954 1238 935 284290 86504 133024
mcs70_b03m_s40_AB04 1000000 21142 1000000 1000003 2536 218697 8644 2456 3005 660570 179604 226123
mcs70_b03m_s40_AB05 1000000 14486 1000000 1000003 937 230473 4802 1860 881 466998 185492 220616
mcs70_b03m_s40_AB06 1000000 27689 1000000 1000003 2180 313609 10810 4640 2165 476312 227556 286842
mcs70_b03m_s40_AB07 1000000 1951 1000000 1000002 151 65772 773 250 161 126307 59385 60433
mcs70_b03m_s40_AB08 1000000 33510 1000000 1000003 641 133125 2964 825 2090 392679 141114 133271
mcs70_b03m_s40_AB09 1000000 32315 1000000 1000003 4150 255247 15433 5558 4082 671975 211045 250271
mcs70_b03m_s50_AB00 1000000 1000000 1000000 1000005 333059 1000001 1000000 339972 253996 1000000 1000000 1000001
mcs70_b03m_s50_AB01 1000000 1000000 1000000 1000005 306439 1000001 1000000 327033 235448 1000000 1000000 1000001
mcs70_b03m_s50_AB02 1000000 1000000 1000000 1000004 29864 1000001 245158 34627 26611 1000000 1000000 1000001
mcs70_b03m_s50_AB03 1000000 1000000 1000000 1000004 362047 1000001 1000000 716758 407403 1000000 1000000 1000001
mcs70_b03m_s50_AB04 1000000 1000000 1000000 1000003 329644 1000001 1000000 583213 274822 1000000 1000000 1000001
mcs70_b03m_s50_AB05 1000000 1000000 1000000 1000003 628229 1000001 1000000 925071 722059 1000000 1000000 1000001
mcs70_b03m_s50_AB06 1000001 1000000 1000000 1000005 224792 1000001 1000000 330660 197758 1000000 1000000 1000001
mcs70_b03m_s50_AB07 1000000 1000000 1000000 1000004 379374 1000001 1000000 786689 345495 1000000 1000000 1000001
mcs70_b03m_s50_AB08 1000000 1000000 1000000 1000003 1000003 1000001 1000000 1000000 1000004 1000000 1000000 1000001
mcs70_b03m_s50_AB09 1000000 1000000 1000000 1000004 99453 1000001 794721 147533 101616 1000000 1000001 1000001
mcs70_b06_s10_AB00 0 0 1 8 3 17 0 1 2 2 4 5
mcs70_b06_s10_AB01 0 0 0 8 2 10 0 1 2 1 6 5
mcs70_b06_s10_AB02 0 0 0 9 3 12 0 1 2 2 3 7
mcs70_b06_s10_AB03 0 0 2 8 7 20 0 2 5 5 8 15
mcs70_b06_s10_AB04 1 0 0 10 2 10 0 0 2 1 3 3
mcs70_b06_s10_AB05 0 0 1 7 4 13 0 1 2 1 5 9
mcs70_b06_s10_AB06 0 0 1 8 4 14 0 1 3 2 5 9
mcs70_b06_s10_AB07 0 0 1 8 4 14 0 1 4 2 5 9
mcs70_b06_s10_AB08 1 0 1 9 6 19 1 2 6 3 6 9
mcs70_b06_s10_AB09 0 0 0 9 3 8 0 1 2 1 3 6
mcs70_b06_s15_AB00 4 0 25 15 9 39 2 4 8 19 20 28
mcs70_b06_s15_AB01 4 0 19 15 9 30 2 5 7 12 11 19
mcs70_b06_s15_AB02 4 0 29 11 9 35 2 5 8 15 16 19
mcs70_b06_s15_AB03 4 1 48 15 12 58 5 8 9 28 30 38
mcs70_b06_s15_AB04 6 0 16 14 7 21 0 3 7 11 12 13
mcs70_b06_s15_AB05 4 0 28 17 8 36 3 5 7 16 20 23
mcs70_b06_s15_AB06 4 1 32 17 10 34 3 5 10 15 18 16
mcs70_b06_s15_AB07 3 0 27 16 9 39 2 4 6 17 17 24
mcs70_b06_s15_AB08 4 1 36 14 12 45 2 6 10 22 24 28
mcs70_b06_s15_AB09 4 0 35 14 9 37 3 7 8 17 20 24
mcs70_b06_s20_AB00 34 4 172 36 13 60 6 12 18 66 45 56
mcs70_b06_s20_AB01 46 4 191 20 12 81 7 12 17 87 63 67
mcs70_b06_s20_AB02 50 3 290 35 17 151 3 11 18 114 75 95
mcs70_b06_s20_AB03 25 3 65 23 9 38 4 12 13 37 28 31
mcs70_b06_s20_AB04 30 4 261 23 15 106 9 14 20 126 94 88
mcs70_b06_s20_AB05 38 7 146 38 16 103 8 13 17 84 80 53
mcs70_b06_s20_AB06 31 4 243 36 16 91 3 10 18 91 57 72
mcs70_b06_s20_AB07 23 5 238 37 18 130 8 17 17 95 58 86
mcs70_b06_s20_AB08 56 8 418 37 15 220 13 17 24 212 189 173
mcs70_b06_s20_AB09 23 12 209 37 18 156 12 16 23 112 88 106
mcs70_b06_s25_AB00 363 29 810 102 22 221 6 14 22 221 164 145
mcs70_b06_s25_AB01 598 43 1014 107 18 272 33 22 30 264 197 223
mcs70_b06_s25_AB02 369 32 1389 102 19 612 21 25 31 519 374 437
mcs70_b06_s25_AB03 250 38 1078 96 20 364 14 22 29 303 242 269
mcs70_b06_s25_AB04 464 46 1672 100 23 618 15 19 31 609 392 389
mcs70_b06_s25_AB05 530 50 1815 110 21 474 34 25 28 539 300 381
mcs70_b06_s25_AB06 622 46 1721 105 22 516 40 25 33 624 408 452
mcs70_b06_s25_AB07 629 38 1887 103 22 510 39 28 29 735 416 532
mcs70_b06_s25_AB08 201 8 473 93 23 178 6 14 19 209 142 117
mcs70_b06_s25_AB09 374 27 1281 95 27 408 22 29 25 447 282 321
mcs70_b06_s30_AB00 11791 120 5197 658 21 1067 62 37 39 1767 777 1101
mcs70_b06_s30_AB01 11721 183 13264 589 34 1903 109 42 40 3060 1588 2058
mcs70_b06_s30_AB02 6176 188 16394 424 29 1960 52 47 51 3455 1502 2021
mcs70_b06_s30_AB03 11063 43 987 599 17 221 19 20 18 363 213 219
mcs70_b06_s30_AB04 11356 112 5948 644 24 1193 50 31 39 1724 814 1081
mcs70_b06_s30_AB05 16746 145 10588 726 32 1984 103 46 38 3172 1481 1880
mcs70_b06_s30_AB06 7045 108 4426 377 25 559 44 22 37 878 442 590
mcs70_b06_s30_AB07 12818 221 18750 571 28 2339 101 49 37 4019 1831 2336
mcs70_b06_s30_AB08 7574 127 10374 464 27 1892 88 43 41 3120 1831 1939
mcs70_b06_s30_AB09 19294 145 9612 796 27 1777 100 50 43 3054 1358 1824
mcs70_b06_s35_AB00 282591 508 47403 9261 52 4683 295 79 81 8251 3177 4342
mcs70_b06_s35_AB01 506367 578 53953 14102 50 5362 204 76 59 8434 3548 4862
mcs70_b06_s35_AB02 314686 425 57618 9714 50 4749 207 86 74 12343 4326 4522
mcs70_b06_s35_AB03 401333 648 58337 12410 51 4435 246 81 71 9484 3486 4525
mcs70_b06_s35_AB04 458798 513 64929 14266 51 5253 161 80 60 10095 4099 5357
mcs70_b06_s35_AB05 334678 467 91165 9703 67 8707 262 92 82 19427 8202 9025
mcs70_b06_s35_AB06 297320 745 95831 8953 105 10181 396 99 82 18486 7131 9003
mcs70_b06_s35_AB07 902523 683 42094 25389 49 5613 351 100 61 13666 5347 6152
mcs70_b06_s35_AB08 296017 324 48997 8795 56 4509 156 78 56 9865 3135 4298
mcs70_b06_s35_AB09 432506 1334 201894 12337 156 14062 633 189 129 30257 10365 13783
mcs70_b06_s40_AB00 1000000 3286 477042 507841 228 34364 1244 341 254 91466 29382 34516
