instance clique james-cpp-max kdown clique-par/t32 james-cpp-max-par/t32 kdown-par/t32 james-cpp-max-par/t4 james-cpp-max-par/t16 james-cpp-max-par/t32r kdown-par/t4 kdown-par/t16 kdown-par/t32r
mcs70_b06_s40_AB01 1000000 7595 1000000 1000003 688 87831 2559 1003 628 202318 75294 78957
mcs70_b06_s40_AB02 1000000 1440 140504 335828 94 13282 273 103 75 32728 11844 12737
mcs70_b06_s40_AB03 1000000 2017 273845 505081 150 22616 932 267 192 57277 20009 22405
mcs70_b06_s40_AB04 1000000 3158 416116 540442 204 23267 1086 265 190 52322 16622 24868
mcs70_b06_s40_AB05 1000000 986 119560 364343 57 11782 503 108 75 25364 9499 10944
mcs70_b06_s40_AB06 1000000 3506 282392 760520 164 18423 667 237 157 39134 14093 16357
mcs70_b06_s40_AB07 1000000 4624 733392 608318 374 58154 2036 635 467 141356 48032 60184
mcs70_b06_s40_AB08 1000000 648 86920 121186 55 5956 580 101 69 17915 5677 6780
mcs70_b06_s40_AB09 1000000 2696 423664 443864 169 26878 985 256 180 63409 24550 28602
mcs70_b06_s50_AB00 1000000 296097 1000000 1000003 37133 1000001 149049 47024 33910 1000000 1000000 1000001
mcs70_b06_s50_AB01 1000000 667397 1000000 1000004 26970 1000001 179808 40881 22965 1000000 1000000 1000001
mcs70_b06_s50_AB02 1000000 110746 1000000 1000004 8446 1000001 37121 10587 8302 1000000 1000000 1000001
mcs70_b06_s50_AB03 1000000 179105 1000000 1000003 7150 1000001 49743 11487 6944 1000000 1000000 1000001
mcs70_b06_s50_AB04 1000000 84227 1000000 1000004 6635 1000001 39236 10172 6755 1000000 953875 1000001
mcs70_b06_s50_AB05 1000000 223465 1000000 1000004 11483 1000001 68002 20463 12099 1000000 1000001 1000001
mcs70_b06_s50_AB06 1000000 135714 1000000 1000005 7452 1000002 39408 8795 5871 1000000 954357 862716
mcs70_b06_s50_AB07 1000000 104012 1000000 1000005 8185 1000001 39673 11923 8707 1000000 1000000 1000001
mcs70_b06_s50_AB08 1000001 176468 1000000 1000004 8018 1000001 63091 16498 7767 1000000 1000000 1000001
mcs70_b06_s50_AB09 1000000 151247 1000000 1000004 6721 1000001 43811 10771 6848 1000000 1000000 1000001
mcs70_b06m_s10_AB00 0 0 1 8 3 11 0 1 2 2 5 9
mcs70_b06m_s10_AB01 0 0 0 7 2 6 0 1 3 1 3 6
mcs70_b06m_s10_AB02 0 0 1 9 6 19 0 2 4 3 6 13
mcs70_b06m_s10_AB03 0 0 1 8 5 16 0 1 3 2 4 13
mcs70_b06m_s10_AB04 0 0 2 9 7 20 0 3 5 3 7 10
mcs70_b06m_s10_AB05 0 0 1 9 4 15 0 1 3 2 5 10
mcs70_b06m_s10_AB06 0 0 1 9 4 13 0 1 1 2 4 8
mcs70_b06m_s10_AB07 0 0 3 8 4 17 0 3 3 3 11 13
mcs70_b06m_s10_AB08 0 0 1 8 2 15 0 1 2 2 4 8
mcs70_b06m_s10_AB09 1 0 1 9 5 19 0 2 4 3 7 12
mcs70_b06m_s15_AB00 5 2 66 15 12 65 2 8 9 43 47 40
mcs70_b06m_s15_AB01 8 3 75 15 12 85 5 7 10 46 46 51
mcs70_b06m_s15_AB02 4 2 54 17 13 74 5 6 8 50 33 42
mcs70_b06m_s15_AB03 4 2 55 14 14 67 5 8 12 48 42 47
mcs70_b06m_s15_AB04 5 1 40 19 11 49 1 7 8 25 28 25
mcs70_b06m_s15_AB05 4 0 26 16 11 38 2 4 6 19 22 22
mcs70_b06m_s15_AB06 5 1 31 14 10 56 4 5 7 36 29 36
mcs70_b06m_s15_AB07 4 2 67 12 16 56 4 8 13 34 30 37
mcs70_b06m_s15_AB08 4 1 33 14 12 67 2 7 10 43 35 34
mcs70_b06m_s15_AB09 5 2 40 16 14 45 4 8 9 27 22 25
mcs70_b06m_s20_AB00 73 13 366 36 15 136 8 10 13 124 74 93
mcs70_b06m_s20_AB01 32 10 457 22 13 130 10 14 21 180 145 135
mcs70_b06m_s20_AB02 69 20 657 33 17 303 9 16 16 283 198 163
mcs70_b06m_s20_AB03 41 17 264 39 21 190 16 14 17 177 127 127
mcs70_b06m_s20_AB04 41 11 430 28 23 189 16 13 19 217 161 145
mcs70_b06m_s20_AB05 70 14 302 42 15 170 13 12 21 119 103 97
mcs70_b06m_s20_AB06 76 47 692 41 18 284 12 19 21 253 239 226
mcs70_b06m_s20_AB07 57 24 618 39 22 337 13 14 20 304 209 220
mcs70_b06m_s20_AB08 52 11 210 40 23 124 16 16 17 102 83 64
mcs70_b06m_s20_AB09 43 13 339 38 15 192 11 15 16 185 155 109
mcs70_b06m_s25_AB00 1746 70 6854 174 22 1581 42 36 31 1996 1251 1317
mcs70_b06m_s25_AB01 1371 95 7095 155 25 1003 67 25 30 1640 754 1068
mcs70_b06m_s25_AB02 1122 45 1778 148 19 459 32 20 23 502 453 356
mcs70_b06m_s25_AB03 599 199 2991 116 18 790 40 24 31 975 640 666
mcs70_b06m_s25_AB04 575 61 1582 98 11 417 9 14 13 516 250 306
mcs70_b06m_s25_AB05 595 72 2872 65 17 494 37 19 19 891 464 490
mcs70_b06m_s25_AB06 1574 264 6080 158 23 1121 100 36 30 1523 890 1093
mcs70_b06m_s25_AB07 1108 45 2071 125 17 700 36 27 28 728 451 502
mcs70_b06m_s25_AB08 619 215 6077 97 28 1407 110 33 40 1777 790 1257
mcs70_b06m_s25_AB09 398 39 1896 85 25 542 98 42 27 612 439 373
mcs70_b06m_s30_AB00 31508 706 4754 775 20 610 38 33 29 1196 542 646
mcs70_b06m_s30_AB01 24775 1912 29428 909 56 3680 446 176 82 5713 2895 3610
mcs70_b06m_s30_AB02 12682 1740 20328 459 139 2938 531 59 53 4508 2308 3088
mcs70_b06m_s30_AB03 8197 1807 33800 509 72 4968 419 91 94 8858 4055 5274
mcs70_b06m_s30_AB04 8872 803 20748 522 35 2548 617 57 61 4275 2013 2579
mcs70_b06m_s30_AB05 15892 135 9144 564 23 1218 58 29 29 2239 996 1168
mcs70_b06m_s30_AB06 17863 257 12581 522 41 2258 127 84 45 4108 1687 2148
mcs70_b06m_s30_AB07 63245 917 24288 1504 71 4412 186 113 57 6914 2973 3892
mcs70_b06m_s30_AB08 11718 1580 23896 507 45 2498 681 67 59 4693 2115 2737
mcs70_b06m_s30_AB09 12269 107 10520 533 22 1376 103 118 30 2387 1138 1273
mcs70_b06m_s35_AB00 1000000 270 54189 24069 53 4503 168 83 74 9914 3773 4519
mcs70_b06m_s35_AB01 1000000 5133 594955 38464 550 41120 4260 2025 598 93931 34616 37010
mcs70_b06m_s35_AB02 1000000 14344 533144 81428 906 41372 3361 1050 1021 96353 33647 39580
mcs70_b06m_s35_AB03 395821 5489 91679 10486 81 7069 278 120 87 17406 7437 7108
mcs70_b06m_s35_AB04 969278 12985 403610 18371 1044 30218 4215 1162 614 61530 24745 30789
mcs70_b06m_s35_AB05 1000000 801 133623 24147 245 12136 410 331 359 29066 11836 12923
mcs70_b06m_s35_AB06 1000000 5171 176538 35197 750 21661 2542 2675 1182 45914 16367 19839
mcs70_b06m_s35_AB07 1000000 25468 209652 31559 309 22380 6360 379 408 47232 16224 20023
mcs70_b06m_s35_AB08 1000000 11989 113792 55745 140 8635 1454 353 152 20253 7915 8850
mcs70_b06m_s35_AB09 1000000 10940 343237 31433 200 27428 2029 282 591 53780 19205 24767
mcs70_b06m_s40_AB00 1000000 92117 778186 670079 1353 47988 21515 1237 1355 123662 44578 46343
mcs70_b06m_s40_AB01 1000000 35962 1000000 651313 3113 204469 20117 13797 5132 419352 147375 189944
mcs70_b06m_s40_AB02 1000000 45901 291609 697836 148 26192 828 199 860 65983 23492 27738
mcs70_b06m_s40_AB03 1000000 74074 804080 640368 716 63300 2784 792 693 145771 57860 64618
mcs70_b06m_s40_AB04 1000000 8363 1000000 1000004 852 147503 3281 1149 896 343529 107090 134504
mcs70_b06m_s40_AB05 1000000 5343 1000000 642716 1027 97342 2427 1152 1113 282747 101932 97296
mcs70_b06m_s40_AB06 1000000 2637 753035 221789 394 53233 1163 363 315 119935 43722 54024
mcs70_b06m_s40_AB07 1000000 38373 1000000 286913 1966 90150 10281 2184 1832 266775 99311 102016
mcs70_b06m_s40_AB08 1000000 83205 1000000 1000003 793 134605 3069 1166 764 356013 134787 126837
mcs70_b06m_s40_AB09 1000000 2378 468138 182834 1408 26847 1945 1908 1224 75588 25791 26820
mcs70_b06m_s50_AB00 1000000 1000000 1000000 1000005 104439 1000001 206350 100570 98157 1000000 1000000 1000001
mcs70_b06m_s50_AB01 1000000 919836 1000000 1000004 10773 1000001 30924 11065 8311 1000000 1000001 1000001
mcs70_b06m_s50_AB02 1000000 215885 1000000 1000003 76170 1000001 120630 63903 75570 1000000 1000000 1000001
mcs70_b06m_s50_AB03 1000000 1000000 1000000 1000004 17720 1000001 72785 21302 16656 1000000 1000000 1000002
mcs70_b06m_s50_AB04 1000000 1000000 1000000 1000004 154884 1000001 171324 70731 59985 1000000 1000000 1000001
mcs70_b06m_s50_AB05 1000000 1000000 1000000 1000005 3745 892533 12938 4852 3700 1000000 816664 856485
mcs70_b06m_s50_AB06 1000000 1000000 1000000 1000003 112457 1000001 185147 93298 90593 1000000 1000000 1000001
mcs70_b06m_s50_AB07 1000000 306167 1000000 1000003 67934 1000001 183442 77056 67949 1000000 1000000 1000001
mcs70_b06m_s50_AB08 1000000 311428 1000000 1000004 65840 1000001 170995 78505 69128 1000000 1000000 1000001
mcs70_b06m_s50_AB09 1000000 1000000 1000000 1000003 30323 1000001 135421 41257 30438 1000000 1000000 1000001
mcs70_b09_s15_AB00 6 0 10 14 6 25 1 3 5 6 9 8
mcs70_b09_s15_AB01 29 0 19 21 9 41 2 4 7 14 13 19
mcs70_b09_s15_AB02 5 0 8 15 6 26 1 3 5 9 10 14
mcs70_b09_s15_AB03 12 0 22 18 10 41 1 4 7 35 20 29
mcs70_b09_s15_AB04 8 0 10 15 6 31 1 2 5 8 11 14
mcs70_b09_s15_AB05 5 0 18 18 6 41 1 3 4 19 13 21
mcs70_b09_s15_AB06 4 0 12 15 7 27 0 2 4 6 9 12
mcs70_b09_s15_AB07 5 0 19 16 6 32 0 3 4 12 13 19
mcs70_b09_s15_AB08 12 0 10 18 7 21 1 3 5 5 8 14
mcs70_b09_s15_AB09 6 0 14 14 6 26 1 2 5 7 10 16
mcs70_b09_s20_AB00 26 5 285 28 12 79 4 10 12 116 75 76
mcs70_b09_s20_AB01 40 11 501 26 10 100 8 12 14 145 97 111
mcs70_b09_s20_AB02 31 12 384 28 18 184 10 16 16 180 141 124
mcs70_b09_s20_AB03 30 14 475 33 13 153 11 12 14 160 113 117
mcs70_b09_s20_AB04 39 21 562 30 13 155 7 16 16 193 148 126
mcs70_b09_s20_AB05 35 13 423 32 17 219 15 15 16 179 137 137
mcs70_b09_s20_AB06 28 15 443 32 14 185 14 16 16 201 197 142
mcs70_b09_s20_AB07 37 9 295 36 21 135 10 14 15 151 76 110
mcs70_b09_s20_AB08 25 10 204 38 13 117 4 12 14 104 77 71
mcs70_b09_s20_AB09 21 7 270 34 13 111 8 11 14 98 88 69
mcs70_b09_s25_AB00 209 126 3977 78 30 965 77 42 49 1153 600 815
mcs70_b09_s25_AB01 263 94 5065 72 34 1071 73 56 44 1204 922 918
mcs70_b09_s25_AB02 269 88 3896 77 46 1073 36 50 47 1119 728 873
mcs70_b09_s25_AB03 302 234 8377 78 50 1884 142 72 76 2579 1104 1572
mcs70_b09_s25_AB04 248 71 1984 72 38 698 54 38 40 789 425 500
mcs70_b09_s25_AB05 186 122 4419 83 39 961 82 49 42 1500 745 1002
mcs70_b09_s25_AB06 240 83 5027 77 40 885 45 44 51 1426 694 846
mcs70_b09_s25_AB07 256 132 4870 73 31 1058 61 45 52 1324 579 807
mcs70_b09_s25_AB08 266 198 7551 80 42 1740 136 75 79 2185 1218 1717
mcs70_b09_s25_AB09 191 81 4140 84 24 993 63 38 33 1156 660 799
mcs70_b09_s30_AB00 1645 179 13729 214 48 2169 117 70 60 3722 1585 2027
mcs70_b09_s30_AB01 3304 673 38975 282 77 4354 298 116 98 7087 3020 4270
mcs70_b09_s30_AB02 3900 631 34556 321 93 4500 307 140 140 8700 3173 4603
mcs70_b09_s30_AB03 1375 160 7702 212 35 1224 74 52 44 2141 1037 1207
mcs70_b09_s30_AB04 1486 187 14577 214 53 2269 104 71 61 4021 1632 2327
mcs70_b09_s30_AB05 2588 374 20352 234 67 3227 198 84 84 4772 2213 3097
mcs70_b09_s30_AB06 2065 234 19190 185 45 2395 129 60 63 4728 1951 2346
mcs70_b09_s30_AB07 3540 582 28002 297 100 4406 287 125 98 8291 3702 4454
mcs70_b09_s30_AB08 2150 181 15238 237 61 2065 115 61 59 3640 1711 2118
mcs70_b09_s30_AB09 1532 299 16362 175 53 2537 140 77 78 4285 1760 2402
mcs70_b09_s35_AB00 48509 713 62004 1933 98 5753 414 150 134 13126 4524 5874
mcs70_b09_s35_AB01 44540 1493 135698 1685 224 13110 607 274 235 26432 10124 11824
mcs70_b09_s35_AB02 52213 1127 62097 1924 93 7993 376 148 114 15256 6499 8036
mcs70_b09_s35_AB03 36753 902 64371 1532 79 5613 481 126 96 12748 4723 6141
mcs70_b09_s35_AB04 32019 614 47644 1275 78 4569 299 117 120 9555 3108 4563
mcs70_b09_s35_AB05 33039 1435 103205 1425 186 11031 559 242 196 25033 9228 10849
mcs70_b09_s35_AB06 50194 1044 80874 1755 99 7518 337 144 114 13932 5348 6770
mcs70_b09_s35_AB07 29521 573 45799 1143 99 4183 266 121 125 8959 3279 4599
mcs70_b09_s35_AB08 59650 1447 112125 2245 204 11839 506 261 233 26525 9658 11553
mcs70_b09_s35_AB09 41231 960 74705 1508 99 7482 416 144 147 17673 7200 7355
mcs70_b09_s40_AB00 894588 2233 261582 26904 265 20723 881 339 295 51883 17450 18880
mcs70_b09_s40_AB01 673856 10107 406672 20114 287 28794 2238 353 311 75035 20594 27707
mcs70_b09_s40_AB02 661883 2545 234683 20707 222 22183 1095 320 259 47907 17255 21762
mcs70_b09_s40_AB03 984998 2155 337626 31504 316 29399 1314 384 337 68419 23646 27725
mcs70_b09_s40_AB04 688637 1862 189573 21407 188 14034 821 288 242 32201 12324 14350
mcs70_b09_s40_AB05 439823 1325 161339 14225 240 9898 782 271 228 28169 9150 10427
mcs70_b09_s40_AB06 613659 2609 349975 19271 313 25837 1250 349 292 57542 18929 21658
mcs70_b09_s40_AB07 687479 2021 249979 21478 259 20675 962 332 269 46549 15165 19420
mcs70_b09_s40_AB08 658616 2047 239580 20579 199 16448 795 313 271 47977 16111 16378
mcs70_b09_s40_AB09 814703 2477 266344 25480 265 25755 1106 388 315 51498 21551 23136
mcs70_b09_s50_AB00 1000000 74094 1000000 1000004 9062 1000001 29509 10861 9044 1000000 1000000 1000001
mcs70_b09_s50_AB01 1000000 212231 1000000 1000004 11729 1000001 32241 10939 9093 1000000 1000000 1000001
mcs70_b09_s50_AB02 1000001 99561 1000000 1000005 10777 1000001 51094 13698 11066 1000000 1000000 1000001
mcs70_b09_s50_AB03 1000000 65189 1000000 1000004 6890 727366 22398 9364 7215 1000000 750568 687567
mcs70_b09_s50_AB04 1000000 83532 1000000 1000005 7294 622639 24566 8754 6975 1000000 631529 627120
mcs70_b09_s50_AB05 1000000 395602 1000000 1000004 7225 933690 94342 36560 6980 1000000 1000000 1000001
mcs70_b09_s50_AB06 1000001 79660 1000000 1000005 10745 848904 32694 10119 8462 1000000 828542 742347
mcs70_b09_s50_AB07 1000000 73176 1000000 1000005 7038 871338 25254 8262 6900 1000000 788712 853818
mcs70_b09_s50_AB08 1000000 76721 1000000 1000004 8310 1000001 36058 11189 8371 1000000 812117 903977
mcs70_b09_s50_AB09 1000000 88611 1000000 1000003 4228 513315 15281 5180 4240 1000000 403397 496104
mcs70_b09m_s15_AB00 5 1 54 15 10 57 1 4 8 28 19 36
mcs70_b09m_s15_AB01 4 1 61 15 8 59 2 4 6 33 35 47
mcs70_b09m_s15_AB02 4 1 53 17 9 62 2 4 7 36 28 33
mcs70_b09m_s15_AB03 5 0 52 12 8 43 1 3 6 25 19 29
mcs70_b09m_s15_AB04 4 0 30 16 7 49 1 3 7 19 17 24
mcs70_b09m_s15_AB05 5 1 69 15 10 63 3 5 8 34 29 36
mcs70_b09m_s15_AB06 5 1 60 16 9 53 2 5 8 33 25 34
mcs70_b09m_s15_AB07 4 1 51 16 12 56 3 5 10 33 26 39
mcs70_b09m_s15_AB08 5 0 25 11 7 33 0 3 8 18 16 18
mcs70_b09m_s15_AB09 9 0 33 16 10 46 2 5 7 22 24 27
mcs70_b09m_s20_AB00 29 4 307 30 10 97 4 10 11 129 50 76
mcs70_b09m_s20_AB01 52 19 545 36 14 213 13 18 19 225 132 150
mcs70_b09m_s20_AB02 41 20 450 25 13 122 7 8 18 171 91 109
mcs70_b09m_s20_AB03 68 21 440 36 13 128 16 13 14 169 104 108
mcs70_b09m_s20_AB04 33 8 453 38 10 138 11 18 14 171 102 101
mcs70_b09m_s20_AB05 27 9 610 38 11 192 10 12 14 213 140 137
mcs70_b09m_s20_AB06 34 28 588 35 18 244 9 16 28 243 215 183
mcs70_b09m_s20_AB07 36 7 313 37 12 141 8 9 10 169 120 100
mcs70_b09m_s20_AB08 46 18 498 36 14 173 14 19 21 258 125 142
mcs70_b09m_s20_AB09 33 12 580 35 20 184 17 20 22 239 160 128
mcs70_b09m_s25_AB00 406 213 6725 91 55 1327 110 57 74 1899 1000 1068
mcs70_b09m_s25_AB01 340 87 4768 76 48 885 114 75 61 1424 722 808
mcs70_b09m_s25_AB02 232 174 3868 84 34 1114 70 48 53 1149 806 739
mcs70_b09m_s25_AB03 254 168 7118 83 66 1388 133 74 76 2023 1000 1193
mcs70_b09m_s25_AB04 506 189 9249 101 33 1683 73 59 61 2878 1457 1606
mcs70_b09m_s25_AB05 313 97 7034 76 43 1365 89 53 54 2166 1122 1406
mcs70_b09m_s25_AB06 626 335 10453 89 49 1847 132 68 77 2639 1260 1605
mcs70_b09m_s25_AB07 430 268 8149 89 40 1500 116 54 61 2262 1214 1336
mcs70_b09m_s25_AB08 273 87 2917 75 21 618 53 33 38 924 590 520
mcs70_b09m_s25_AB09 429 155 5863 92 50 1325 83 49 51 2181 1068 1365
mcs70_b09m_s30_AB00 5062 811 15672 263 67 2304 176 118 97 4162 1924 2037
mcs70_b09m_s30_AB01 5139 1063 38196 305 169 4377 789 290 190 8299 3135 4329
mcs70_b09m_s30_AB02 4537 1182 14227 268 48 2302 86 339 117 4086 1497 2249
mcs70_b09m_s30_AB03 1672 213 14890 208 43 2222 147 76 56 4011 1758 2015
mcs70_b09m_s30_AB04 3238 202 15599 273 42 1989 123 74 56 3909 1637 1808
mcs70_b09m_s30_AB05 4163 1024 26945 257 76 3878 225 105 131 6585 2555 3622
mcs70_b09m_s30_AB06 3557 495 40108 299 82 4731 267 151 94 10142 3664 4577
mcs70_b09m_s30_AB07 7421 782 24734 332 66 3178 215 110 95 6670 2734 3101
mcs70_b09m_s30_AB08 3053 1187 18509 251 68 2200 342 116 145 4256 1784 2389
mcs70_b09m_s30_AB09 3972 327 27150 284 60 3538 273 127 85 6789 2889 3375
mcs70_b09m_s35_AB00 59434 6271 114182 1946 167 11334 557 203 188 26179 10285 10858
mcs70_b09m_s35_AB01 160684 4927 133101 4307 1227 11400 3712 2262 309 22720 9472 11205
mcs70_b09m_s35_AB02 97119 987 95238 2194 148 9405 659 317 168 23695 8684 9499
mcs70_b09m_s35_AB03 126303 5698 85724 1704 163 8071 550 281 219 19382 7009 8295
mcs70_b09m_s35_AB04 151962 11615 125529 2552 154 12245 3781 235 205 29207 11106 12717
mcs70_b09m_s35_AB05 49787 8596 76010 1961 261 8765 497 267 275 20938 8203 9825
mcs70_b09m_s35_AB06 151946 7549 144135 2276 606 12191 952 672 392 24201 8489 11079
mcs70_b09m_s35_AB07 83219 5598 107210 2329 220 10105 3362 1066 231 23548 8959 10263
mcs70_b09m_s35_AB08 72748 4239 88659 1532 198 9191 1515 357 222 19869 7952 9011
mcs70_b09m_s35_AB09 66259 14469 102557 1794 322 9928 4309 289 518 24017 9257 10784
mcs70_b09m_s40_AB00 1000000 23117 272449 26136 499 21247 1069 590 621 52304 19620 22526
mcs70_b09m_s40_AB01 1000000 66644 564279 57321 745 40307 14961 8152 769 103586 38505 37559
mcs70_b09m_s40_AB02 1000000 123026 491676 30175 889 40512 15660 6216 6895 108457 37065 45459
mcs70_b09m_s40_AB03 1000000 60118 420972 48512 420 25293 1307 472 403 68903 25958 25431
mcs70_b09m_s40_AB04 985023 20606 377819 29442 2492 29891 27880 21368 3155 72032 28863 31323
mcs70_b09m_s40_AB05 1000000 44015 358539 52660 2144 24830 31661 3002 6819 67412 25040 24829
mcs70_b09m_s40_AB06 1000000 59865 535992 33611 6449 35455 1833 6347 478 100315 36655 32870
mcs70_b09m_s40_AB07 1000000 13102 410617 25371 1117 29697 5583 2034 618 76368 27924 28522
mcs70_b09m_s40_AB08 1000000 32461 324889 61598 466 20165 1132 524 404 55329 19983 19818
mcs70_b09m_s40_AB09 1000000 2405 351585 44658 1139 24001 1583 1207 1390 64461 23717 24286
mcs70_b09m_s50_AB00 1000000 1000000 1000000 1000004 5789 443211 225362 54276 6187 1000000 463905 506230
mcs70_b09m_s50_AB01 1000000 64882 1000000 1000005 18365 1000001 30802 15369 14181 1000000 1000000 982448
mcs70_b09m_s50_AB02 1000000 1000000 1000000 1000004 10218 959540 338171 11680 10070 1000000 981263 967739
mcs70_b09m_s50_AB03 1000000 1000000 1000000 1000005 63185 1000001 103470 56091 41673 1000000 1000000 1000001
mcs70_b09m_s50_AB04 1000000 1000000 1000000 1000003 22694 1000001 1000000 24492 34696 1000000 1000000 1000001
mcs70_b09m_s50_AB05 1000000 553271 1000000 1000004 249711 1000001 380631 370013 296867 1000000 1000000 1000001
mcs70_b09m_s50_AB06 1000000 1000000 1000000 1000003 18051 1000001 1000000 256462 13835 1000000 1000000 1000001
mcs70_b09m_s50_AB07 1000000 27918 1000000 1000004 4841 497275 12079 6116 4941 1000000 585458 455371
mcs70_b09m_s50_AB08 1000000 1000000 1000000 1000004 34621 447154 1000000 611388 38152 1000000 452448 502298
mcs70_b09m_s50_AB09 1000000 1000000 1000000 1000004 14088 777735 41938 14725 13880 1000000 787400 857281
mcs70_m2D_s15_AB00 5 0 11 13 9 25 1 4 6 7 9 15
mcs70_m2D_s15_AB01 8 0 13 17 9 34 2 3 7 24 16 25
mcs70_m2D_s15_AB02 6 0 22 15 11 43 2 5 10 18 26 25
mcs70_m2D_s15_AB03 6 0 16 17 9 28 1 3 7 6 8 15
mcs70_m2D_s15_AB04 12 0 13 17 8 20 0 2 5 4 7 9
mcs70_m2D_s15_AB05 7 0 15 17 7 28 1 3 6 13 13 15
mcs70_m2D_s15_AB06 6 0 13 15 9 35 1 4 7 12 16 24
mcs70_m2D_s15_AB07 7 0 29 16 11 38 2 5 8 17 15 21
mcs70_m2D_s15_AB08 6 0 31 17 8 33 1 3 5 12 15 16
mcs70_m2D_s15_AB09 5 0 5 19 9 21 1 3 7 8 8 12
mcs70_m2D_s25_AB00 4092 65 3219 276 13 1753 27 18 17 2159 1136 1652
mcs70_m2D_s25_AB01 20504 23 2837 766 11 340 17 16 15 859 420 334
mcs70_m2D_s25_AB02 3491 91 2174 267 13 872 34 16 18 1076 585 770
mcs70_m2D_s25_AB03 14854 33 1486 589 13 478 44 16 18 904 605 551
mcs70_m2D_s25_AB04 5412 147 1159 338 11 475 43 12 16 499 354 380
mcs70_m2D_s25_AB05 3999 57 1661 240 16 624 54 17 17 1011 669 592
mcs70_m2D_s25_AB06 3935 64 1558 235 12 606 33 17 15 762 476 596
mcs70_m2D_s25_AB07 4737 176 1944 284 18 1211 85 17 18 1406 1190 1088
mcs70_m2D_s25_AB08 5151 89 3768 300 12 880 31 17 18 1601 699 947
mcs70_m2D_s25_AB09 14282 66 3882 541 14 1034 37 22 24 2453 1382 979
mcs70_m2D_s35_AB00 1000000 753 77838 198834 43 8867 262 92 41 15850 7149 8776
mcs70_m2D_s35_AB01 1000000 3075 851727 989574 263 40285 925 305 196 100722 36439 37874
mcs70_m2D_s35_AB02 1000000 2622 529699 1000002 155 21690 970 247 164 73281 22686 21036
mcs70_m2D_s35_AB03 1000000 3533 299007 314102 116 23950 844 199 126 51133 18510 24227
mcs70_m2D_s35_AB04 1000000 2680 542842 1000003 329 46532 1012 238 150 72131 30496 48075
mcs70_m2D_s35_AB05 1000000 2017 192881 974366 151 13156 1016 265 188 27990 9099 13008
mcs70_m2D_s35_AB06 1000000 14675 853564 1000003 849 203338 4870 1367 828 263394 135038 170832
mcs70_m2D_s35_AB07 1000000 3065 306945 291213 194 43838 1785 311 173 112086 40284 41585
mcs70_m2D_s35_AB08 1000000 3400 126099 515355 110 16646 754 191 74 45804 13966 15360
mcs70_m2D_s35_AB09 1000000 3585 237082 1000002 184 33300 1170 308 183 99442 35559 34900
mcs70_m2D_s40_AB00 1000000 71757 1000000 1000003 5588 847196 24242 12127 5165 1000000 789553 934188
mcs70_m2D_s40_AB01 1000000 99727 1000000 1000003 7515 1000001 24372 8161 5176 1000000 940821 1000001
mcs70_m2D_s40_AB02 1000000 44009 1000000 1000003 2973 644082 17761 5102 3057 1000000 520464 588744
mcs70_m2D_s40_AB03 1000000 63768 1000000 1000004 3258 924706 15427 9555 3541 1000000 705698 1000001
mcs70_m2D_s40_AB04 1000000 50278 1000000 1000003 3521 680191 19638 5152 3699 1000000 538143 542989
mcs70_m2D_s40_AB05 1000000 45178 1000000 1000003 4756 958180 22139 8875 4402 1000000 929122 924555
mcs70_m2D_s40_AB06 1000000 69992 1000000 1000003 3873 995990 18875 5470 3355 1000000 822888 907807
mcs70_m2D_s40_AB07 1000000 108622 1000000 1000004 9606 963865 41875 15024 10008 1000000 644191 963891
mcs70_m2D_s40_AB08 1000000 103812 1000000 1000002 4342 1000001 28221 6524 4352 1000000 1000000 1000001
mcs70_m2D_s40_AB09 1000000 24564 1000000 1000004 2295 259771 6451 1769 2157 689103 258469 259108
mcs70_m2D_s50_AB00 1000000 1000000 1000000 1000005 41664 1000002 553405 82349 42675 1000000 1000000 1000001
mcs70_m2D_s50_AB01 1000000 1000000 1000000 1000004 246632 1000001 1000000 383769 225029 1000000 1000000 1000001
mcs70_m2D_s50_AB02 1000000 1000000 1000000 1000005 57272 1000001 378010 143923 58798 1000000 1000000 1000002
mcs70_m2D_s50_AB03 1000000 1000000 1000000 1000004 111330 1000001 1000000 71935 41036 1000000 1000000 1000001
mcs70_m2D_s50_AB04 1000000 1000000 1000000 1000004 51892 1000002 529185 78064 56517 1000000 1000000 1000002
mcs70_m2D_s50_AB05 1000000 655495 1000000 1000005 78558 1000002 253557 124599 83630 1000000 1000000 1000001
mcs70_m2D_s50_AB06 1000000 1000000 1000000 1000005 6546 947584 244802 6291 11119 1000000 1000000 928216
mcs70_m2D_s50_AB07 1000001 1000000 1000000 1000004 37377 1000001 339760 77133 35025 1000000 1000000 1000001
mcs70_m2D_s50_AB08 1000000 1000000 1000000 1000004 19866 1000001 675970 106744 21710 1000000 1000000 1000001
mcs70_m2D_s50_AB09 1000001 917457 1000000 1000004 50331 1000001 473516 173589 48789 1000000 1000000 1000002
mcs70_m2Dr2_s15_AB00 5 0 24 16 10 41 1 4 8 23 20 23
mcs70_m2Dr2_s15_AB01 7 1 36 16 15 51 3 9 10 43 37 29
mcs70_m2Dr2_s15_AB02 11 1 37 13 12 40 2 4 8 24 16 25
mcs70_m2Dr2_s15_AB03 4 0 26 16 10 47 2 5 6 28 22 23
mcs70_m2Dr2_s15_AB04 6 1 23 15 12 48 2 5 7 22 18 23
