instance clique james-cpp-max kdown clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t4 kdown-par/t8 kdown-par/t16 kdown-par/t32 kdown-par/t64 clique-cilk/t32 kdown-cilk/t32 clique-cilk/t32r kdown-cilk/t32r kdown-par/t32r james-cpp-max-par/t32r
mcs70_b06_s15_AB09 6 1 36 6 8 9 9 10 3 5 7 18 13 19 26 46 31 33 37 30 27 8
mcs70_b06_s20_AB00 29 2 146 21 22 24 28 24 7 9 15 63 41 39 68 81 41 41 31 45 69 15
mcs70_b06_s20_AB01 49 8 266 22 23 24 25 25 6 8 13 98 62 59 93 104 47 55 40 60 106 14
mcs70_b06_s20_AB02 37 5 279 23 26 27 27 26 6 9 14 107 72 72 131 160 36 58 39 57 136 13
mcs70_b06_s20_AB03 31 2 87 22 24 25 25 25 5 9 9 35 29 29 43 60 39 29 49 27 43 11
mcs70_b06_s20_AB04 33 6 310 22 28 25 27 22 8 12 16 130 73 82 128 148 52 46 40 50 135 17
mcs70_b06_s20_AB05 33 5 167 22 23 23 29 23 4 9 14 76 56 60 77 100 32 46 44 56 84 13
mcs70_b06_s20_AB06 33 5 217 22 23 23 27 26 5 11 14 96 46 55 91 109 32 50 45 53 91 15
mcs70_b06_s20_AB07 36 6 291 22 27 24 25 24 6 12 15 110 61 69 113 127 46 45 48 53 107 16
mcs70_b06_s20_AB08 43 11 516 23 24 26 25 26 8 12 17 259 170 133 252 256 50 70 47 88 252 18
mcs70_b06_s20_AB09 36 7 297 23 23 26 26 24 9 12 19 137 77 82 149 144 37 60 42 42 137 18
mcs70_b06_s25_AB00 475 19 949 108 81 79 79 85 8 11 18 326 178 178 213 217 96 93 113 103 215 17
mcs70_b06_s25_AB01 702 69 1189 130 107 87 99 93 14 13 26 335 230 189 309 307 118 112 124 101 308 24
mcs70_b06_s25_AB02 529 29 1899 112 89 89 94 87 10 16 25 766 488 394 769 549 110 255 120 179 765 26
mcs70_b06_s25_AB03 357 25 1309 90 72 82 71 72 12 15 24 435 248 210 347 285 87 155 99 105 373 24
mcs70_b06_s25_AB04 659 42 2140 141 97 92 97 98 14 18 25 953 549 463 712 635 120 237 113 201 651 24
mcs70_b06_s25_AB05 735 65 2336 140 103 93 98 102 11 16 24 790 429 358 556 536 108 187 134 158 542 27
mcs70_b06_s25_AB06 696 54 2095 142 96 103 98 93 14 16 27 961 552 610 697 780 118 215 124 232 744 27
mcs70_b06_s25_AB07 703 54 2399 141 101 99 100 93 17 18 25 1212 570 558 902 814 113 249 117 289 840 27
mcs70_b06_s25_AB08 379 7 547 86 71 77 73 68 8 8 15 242 157 126 176 199 89 71 90 103 177 16
mcs70_b06_s25_AB09 424 17 1482 99 83 80 94 84 13 17 25 577 374 281 535 530 93 187 111 183 517 25
mcs70_b06_s30_AB00 17424 116 7185 2265 1245 939 977 944 19 22 32 2860 1997 1568 2309 2237 1226 918 1235 750 2215 34
mcs70_b06_s30_AB01 14454 165 16017 1871 1053 783 828 790 43 30 41 6565 3427 2465 4155 3958 1052 1710 1044 1408 4086 39
mcs70_b06_s30_AB02 8988 166 22694 1194 639 510 553 506 39 32 42 6904 3328 2357 4284 3456 644 2052 647 1909 4359 41
mcs70_b06_s30_AB03 16380 27 1166 2116 1202 832 1059 834 8 15 17 433 335 247 342 315 1118 113 1119 123 333 18
mcs70_b06_s30_AB04 16800 85 7863 2173 1176 902 929 898 20 24 34 2917 1336 1453 2123 1771 1149 944 1161 810 1991 34
mcs70_b06_s30_AB05 24272 206 14916 3029 1597 1228 1326 1227 46 33 41 7631 4381 2555 4164 4231 1627 1841 1632 2445 4333 43
mcs70_b06_s30_AB06 8705 85 5169 1157 655 515 551 511 16 19 28 1546 918 664 1032 923 664 358 643 334 991 28
mcs70_b06_s30_AB07 18292 208 26340 2376 1295 985 1018 985 47 39 44 7798 5225 3308 5139 4700 1258 1807 1294 1739 5056 40
mcs70_b06_s30_AB08 11011 198 14338 1443 862 575 638 582 37 29 35 7053 4272 3516 3711 4477 751 1798 747 1843 3810 34
mcs70_b06_s30_AB09 28209 205 13435 3590 1881 1437 1464 1447 44 35 42 6666 3604 2416 3917 3368 1992 1237 1955 1296 3948 43
mcs70_b06_s35_AB00 100000 624 65534 49956 25084 16626 16714 16663 119 84 84 20494 11444 8133 10235 10954 20368 3793 20376 4319 9474 73
mcs70_b06_s35_AB01 100000 540 62801 69796 34520 21724 21788 21740 91 61 56 19832 11566 7698 10904 11567 27026 3956 27189 3919 11151 56
mcs70_b06_s35_AB02 100000 459 80636 52968 26630 17701 17750 17724 119 88 69 27183 15354 9960 11506 12824 21268 5301 21247 6540 11336 66
mcs70_b06_s35_AB03 100000 759 81487 68005 34134 22744 22679 22558 113 78 72 22511 13133 8531 10501 14161 28064 4530 27800 4728 10553 68
mcs70_b06_s35_AB04 100000 517 90661 75840 38175 25403 25443 25369 100 68 58 25589 14241 10612 13109 12565 31099 6531 31027 5701 11375 62
mcs70_b06_s35_AB05 100000 667 100000 55099 27249 17628 15894 17596 124 87 72 47358 26651 18845 23871 20173 21960 11507 22031 15241 23008 71
mcs70_b06_s35_AB06 100000 835 100000 40718 19593 13374 13940 13366 181 101 83 46298 25076 17193 20550 26923 16195 9786 16240 10319 23767 81
mcs70_b06_s35_AB07 100000 961 59108 100002 74277 48279 48442 48306 188 85 84 33511 18257 11338 13934 12806 61362 6998 60967 5108 14024 74
mcs70_b06_s35_AB08 100001 460 69780 49107 23773 15603 15667 15590 98 76 58 23897 13433 8809 9540 10621 19594 4187 19530 4856 9674 59
mcs70_b06_s35_AB09 100000 1662 100000 70069 35214 23553 23508 23429 363 203 148 78269 46291 28552 35028 44978 28921 18186 29118 15606 34965 156
mcs70_b06_s40_AB00 100000 4808 100000 100003 100003 100005 100007 100005 645 442 313 100000 100000 90999 87548 100007 100001 60877 100001 66508 85707 319
mcs70_b06_s40_AB01 100000 8921 100000 100003 100003 100005 100007 100006 1861 1164 879 100000 100000 100001 100003 100008 100001 100002 100001 100002 100003 880
mcs70_b06_s40_AB02 100000 1837 100000 100002 100003 100005 100006 100005 153 102 79 79602 50653 35831 27884 37452 100001 22620 100001 23194 30756 90
mcs70_b06_s40_AB03 100000 2830 100000 100003 100003 100004 100007 100005 490 330 217 100000 93021 59861 56014 72024 100001 36648 100001 32940 56320 214
mcs70_b06_s40_AB04 100000 4033 100000 100003 100003 100004 100006 100005 673 334 222 100000 77482 53849 57607 76921 100001 30497 100000 31426 57530 247
mcs70_b06_s40_AB05 100000 1173 100000 100003 100003 100005 100007 100005 316 108 80 62187 33399 25270 27979 33560 100000 14235 100001 17383 26629 82
mcs70_b06_s40_AB06 100000 4065 100000 100003 100004 100005 100007 100005 483 289 189 100000 57533 38497 42019 53188 100001 19757 100001 18814 40998 178
mcs70_b06_s40_AB07 100000 6301 100000 100003 100003 100005 100006 100005 1254 798 568 100000 100000 100001 100003 100007 100000 79514 100001 85919 100003 574
mcs70_b06_s40_AB08 100000 926 100000 100003 100003 100006 100006 100004 233 97 70 42028 25670 15305 15154 21620 100001 12424 100001 9754 15889 71
mcs70_b06_s40_AB09 100000 3483 100000 100002 100003 100004 100007 100005 608 278 249 100000 100000 70272 65469 74531 100001 56104 100001 44090 65855 228
mcs70_b06_s50_AB00 100001 100000 100000 100004 100004 100005 100009 100006 100000 68016 55841 100000 100000 100001 100003 100007 100002 100003 100002 100002 100003 55438
mcs70_b06_s50_AB01 100001 100000 100000 100004 100005 100006 100009 100007 100000 59914 39998 100000 100000 100001 100002 100007 100001 100003 100001 100002 100002 40774
mcs70_b06_s50_AB02 100000 100000 100000 100004 100005 100006 100008 100007 25431 15910 12799 100000 100000 100001 100002 100007 100002 100002 100002 100002 100002 12628
mcs70_b06_s50_AB03 100001 100000 100000 100004 100004 100006 100008 100006 37661 17040 11968 100000 100000 100001 100002 100007 100002 100002 100002 100002 100003 12111
mcs70_b06_s50_AB04 100000 100000 100000 100004 100005 100006 100008 100005 24455 15622 10938 100000 100000 100001 100003 100007 100002 100002 100002 100002 100002 11068
mcs70_b06_s50_AB05 100000 100000 100000 100004 100005 100006 100009 100006 56395 29780 20347 100000 100000 100001 100003 100007 100002 100003 100002 100003 100003 20030
mcs70_b06_s50_AB06 100001 100000 100000 100004 100005 100006 100008 100006 21185 12865 9522 100000 100000 100001 100003 100006 100002 100001 100002 100002 100002 9392
mcs70_b06_s50_AB07 100001 100000 100000 100005 100004 100007 100008 100006 31638 17421 13803 100000 100000 100001 100002 100009 100002 100002 100002 100002 100002 13511
mcs70_b06_s50_AB08 100001 100000 100000 100004 100005 100006 100007 100007 49081 25621 13735 100000 100000 100001 100002 100007 100002 100003 100002 100002 100002 23954
mcs70_b06_s50_AB09 100000 100000 100000 100004 100004 100006 100008 100006 29383 16452 11245 100000 100000 100001 100002 100007 100001 100002 100002 100003 100002 11452
mcs70_b06m_s10_AB00 1 0 1 3 5 4 6 5 0 1 3 1 2 4 12 17 10 11 10 23 9 3
mcs70_b06m_s10_AB01 1 0 0 2 4 4 5 4 0 1 2 1 1 3 4 11 11 31 19 16 5 2
mcs70_b06m_s10_AB02 1 0 2 3 3 5 6 4 1 2 5 2 3 6 12 23 20 18 20 26 13 4
mcs70_b06m_s10_AB03 1 0 1 3 3 4 7 5 0 1 3 2 2 5 9 19 9 19 33 17 9 3
mcs70_b06m_s10_AB04 1 0 2 2 4 5 6 6 2 2 4 3 4 7 14 25 23 20 11 21 14 5
mcs70_b06m_s10_AB05 1 0 2 3 5 4 6 6 0 1 2 2 2 4 10 21 28 17 10 15 9 2
mcs70_b06m_s10_AB06 1 0 1 2 5 6 6 4 0 1 2 1 2 5 9 17 17 19 16 34 9 3
mcs70_b06m_s10_AB07 1 0 2 3 4 4 7 4 1 2 3 3 3 6 13 23 18 27 9 25 13 4
mcs70_b06m_s10_AB08 1 0 1 4 4 5 7 5 0 1 3 1 2 4 10 16 21 19 20 27 10 3
mcs70_b06m_s10_AB09 1 0 3 2 4 5 6 4 1 1 2 2 4 7 12 24 45 55 18 30 13 3
mcs70_b06m_s15_AB00 7 2 75 8 7 9 11 9 6 7 11 46 34 43 53 90 16 40 50 28 54 11
mcs70_b06m_s15_AB01 6 2 80 7 7 9 11 8 6 7 10 46 29 42 66 97 28 33 16 40 72 11
mcs70_b06m_s15_AB02 8 3 65 7 9 10 13 11 4 7 10 45 33 36 58 81 29 31 59 27 62 11
mcs70_b06m_s15_AB03 7 4 101 6 8 10 11 10 5 8 12 51 31 35 59 74 28 39 27 56 57 12
mcs70_b06m_s15_AB04 6 2 71 6 8 10 12 9 4 4 10 20 16 22 37 56 26 30 22 32 36 10
mcs70_b06m_s15_AB05 6 1 35 7 8 9 12 8 3 4 7 17 14 19 34 53 16 28 16 30 35 7
mcs70_b06m_s15_AB06 8 2 36 7 7 8 10 10 2 5 8 37 22 26 47 68 23 26 38 33 47 8
mcs70_b06m_s15_AB07 6 1 54 7 8 9 11 8 5 7 14 33 18 23 42 57 30 29 25 29 42 13
mcs70_b06m_s15_AB08 6 2 45 6 8 9 10 8 5 5 11 45 30 27 56 76 20 18 25 25 55 9
mcs70_b06m_s15_AB09 6 1 46 7 7 11 12 8 5 6 10 27 15 20 34 49 22 44 21 23 35 10
mcs70_b06m_s20_AB00 55 8 369 26 27 25 29 26 6 8 15 138 76 76 133 154 41 69 42 47 133 14
mcs70_b06m_s20_AB01 41 13 558 24 24 26 26 26 7 12 17 191 119 120 182 186 37 73 40 63 178 17
mcs70_b06m_s20_AB02 53 11 728 25 25 26 28 27 10 13 16 300 208 202 279 275 38 91 35 93 279 17
mcs70_b06m_s20_AB03 50 11 273 23 24 25 26 25 10 14 20 205 118 95 182 208 49 68 48 60 180 18
mcs70_b06m_s20_AB04 50 10 532 24 23 27 27 27 10 14 21 232 143 131 210 203 40 101 33 97 193 19
mcs70_b06m_s20_AB05 51 13 431 25 24 28 27 27 6 11 15 134 86 71 135 149 58 66 56 52 133 16
mcs70_b06m_s20_AB06 99 52 930 28 26 30 29 31 14 20 21 334 221 214 363 337 63 90 41 100 352 20
mcs70_b06m_s20_AB07 41 20 793 22 25 25 27 28 7 16 21 352 240 208 322 314 47 119 40 92 305 20
mcs70_b06m_s20_AB08 41 7 238 22 26 24 25 29 10 11 19 107 67 65 95 103 46 59 42 50 94 23
mcs70_b06m_s20_AB09 52 8 442 25 25 27 31 27 5 10 14 226 146 129 163 230 44 80 45 76 177 13
mcs70_b06m_s25_AB00 2422 117 9253 292 192 155 175 153 30 25 32 3170 1941 1724 2665 2069 238 954 240 973 2507 30
mcs70_b06m_s25_AB01 1624 72 8157 241 156 143 138 137 27 23 28 3268 1714 1319 2000 1907 195 1041 194 1027 2020 31
mcs70_b06m_s25_AB02 1567 64 2444 228 151 136 154 133 18 18 22 721 503 528 517 562 184 328 170 334 558 22
mcs70_b06m_s25_AB03 828 219 3865 137 104 98 102 95 16 17 28 1325 793 709 1230 1000 119 400 147 440 1285 26
mcs70_b06m_s25_AB04 661 55 2220 112 89 88 82 87 8 9 13 662 447 316 461 551 104 302 102 278 474 14
mcs70_b06m_s25_AB05 674 88 3954 129 96 87 100 88 14 17 26 1252 759 612 835 723 111 465 102 428 804 23
mcs70_b06m_s25_AB06 1882 203 7076 278 163 138 141 136 42 21 30 2533 1830 1500 2138 1916 201 849 198 646 2308 33
mcs70_b06m_s25_AB07 1503 33 2901 229 163 121 136 122 19 21 24 1375 660 553 907 767 178 346 177 322 870 24
mcs70_b06m_s25_AB08 794 225 8224 141 104 95 103 98 68 26 32 2804 1459 1523 2649 2166 113 724 129 606 2562 39
mcs70_b06m_s25_AB09 563 50 2698 128 92 90 84 90 54 33 30 1040 541 509 646 689 113 360 105 324 691 29
mcs70_b06m_s30_AB00 44845 677 6273 4728 2044 1232 931 1226 18 24 31 1709 1124 1076 1116 1004 1875 778 2074 752 999 34
mcs70_b06m_s30_AB01 29622 2323 34077 3388 1763 1389 1434 1386 107 48 56 13725 7511 5397 8058 7562 1864 3908 1888 2627 8161 55
mcs70_b06m_s30_AB02 17984 2144 28664 1854 947 568 604 561 379 46 49 10188 7559 5019 6048 6429 820 3229 878 2289 6796 48
mcs70_b06m_s30_AB03 11668 2355 46259 1556 876 672 708 672 104 104 99 19922 11705 8725 13063 12521 851 5370 865 5364 12710 95
mcs70_b06m_s30_AB04 12642 898 29387 1686 928 744 843 728 49 45 46 8013 6415 5289 5706 5214 921 2422 937 2526 5903 48
mcs70_b06m_s30_AB05 23067 109 12883 2243 1139 843 905 839 23 23 30 4586 2634 2018 2416 2254 1138 1232 1164 1373 2368 33
mcs70_b06m_s30_AB06 21475 253 14882 2538 1354 752 821 765 135 111 63 8095 5598 3608 4513 4481 1209 1727 1166 1762 4765 52
mcs70_b06m_s30_AB07 90965 983 34162 10376 4288 2925 2018 2914 113 107 83 16042 8679 6159 9568 8304 4610 4041 4796 3921 9005 62
mcs70_b06m_s30_AB08 16662 2042 33119 1785 967 765 793 763 280 57 56 10504 5190 4184 5919 6046 977 2772 1003 2954 5733 54
mcs70_b06m_s30_AB09 17635 153 14445 2259 1244 807 838 799 71 71 32 5097 2620 2111 2490 2341 1119 1561 1085 1820 2616 35
mcs70_b06m_s35_AB00 100000 387 76595 100002 75252 45080 49794 45053 101 78 72 27906 16138 11052 10528 9160 68168 9000 76562 8909 9708 74
mcs70_b06m_s35_AB01 100000 5914 100000 100003 90273 59525 59553 59439 4892 2793 878 100000 100001 83868 89915 100007 75890 63600 76162 83786 93930 810
mcs70_b06m_s35_AB02 100000 20113 100000 100002 100003 100004 100007 100005 1801 1523 3041 100000 100000 88786 100002 100007 100000 78515 100001 70127 95547 1630
mcs70_b06m_s35_AB03 100000 7685 100000 62643 35576 18783 18870 18825 159 123 123 41842 28411 19070 18454 18342 23777 14446 24755 15159 18729 110
mcs70_b06m_s35_AB04 100000 18616 100000 100002 67169 33277 33573 33077 2967 962 904 100000 95650 67617 78309 74383 52673 49672 50423 62724 79163 853
mcs70_b06m_s35_AB05 100000 1153 100000 100002 68145 46190 45980 45280 598 589 552 69006 39942 28510 28960 30408 56339 20975 56982 20879 32242 559
mcs70_b06m_s35_AB06 100000 6066 100000 100002 100003 54373 53586 54287 4316 3108 1035 100000 63874 44223 50536 50178 85103 27036 75842 20353 54432 1143
mcs70_b06m_s35_AB07 100000 36034 100000 100002 90178 59756 59289 59845 6140 532 478 100000 69758 41956 52662 44994 76386 22259 80091 34262 51672 510
mcs70_b06m_s35_AB08 100000 17134 100000 100002 100003 100003 100005 100004 438 434 203 50041 29598 19944 22930 22866 100000 15367 100000 12350 22337 202
mcs70_b06m_s35_AB09 100000 15357 100000 100002 89254 59857 61597 60089 532 371 295 100000 84490 52395 66508 67747 74331 52094 74943 45014 65984 493
mcs70_b06m_s40_AB00 100001 100000 100000 100003 100003 100005 100006 100005 2799 2605 2003 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 2018
mcs70_b06m_s40_AB01 100000 43286 100000 100003 100004 100005 100006 100004 27631 26045 8183 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 8238
mcs70_b06m_s40_AB02 100000 65776 100000 100003 100003 100005 100007 100004 821 247 192 100000 92891 69211 64575 75741 100001 46919 100000 45466 63391 230
mcs70_b06m_s40_AB03 100000 100000 100000 100003 100003 100005 100005 100004 1612 1089 1016 100000 100000 100001 100003 100007 100001 96756 100001 100002 100002 1037
mcs70_b06m_s40_AB04 100000 11830 100000 100002 100003 100005 100007 100005 2663 1787 1349 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 1344
mcs70_b06m_s40_AB05 100000 7339 100000 100002 100003 100005 100006 100004 2208 1581 1552 100000 100000 100001 100002 100007 100001 100002 100000 100002 100003 1513
mcs70_b06m_s40_AB06 100001 3254 100000 100003 100004 100005 100007 100005 776 507 379 100000 100000 100001 100002 100007 100001 92972 100000 97274 100002 389
mcs70_b06m_s40_AB07 100000 54916 100000 100003 100003 100005 100006 100006 4859 2982 3137 100000 100000 100001 100003 100007 100001 100002 100001 100003 100002 2992
mcs70_b06m_s40_AB08 100000 100000 100000 100004 100003 100005 100007 100005 2219 1381 1082 100000 100000 100001 100002 100007 100000 100001 100001 100001 100002 1318
mcs70_b06m_s40_AB09 100000 3488 100000 100003 100003 100004 100007 100004 3538 3369 2463 100000 100000 70313 69274 58798 100000 66738 100001 70403 65490 2592
mcs70_b06m_s50_AB00 100001 100000 100000 100004 100005 100006 100008 100006 100000 100001 100002 100000 100000 100001 100002 100006 100002 100003 100002 100002 100002 100002
mcs70_b06m_s50_AB01 100000 100000 100000 100005 100005 100006 100008 100006 23674 16108 13132 100000 100000 100001 100002 100007 100002 100003 100002 100002 100003 13117
mcs70_b06m_s50_AB02 100000 100000 100000 100005 100004 100006 100009 100005 100000 100001 100001 100000 100000 100001 100003 100007 100002 100002 100002 100002 100002 100002
mcs70_b06m_s50_AB03 100001 100000 100000 100004 100005 100006 100008 100006 48059 31092 26625 100000 100000 100001 100002 100007 100002 100003 100002 100003 100002 26416
mcs70_b06m_s50_AB04 100000 100000 100000 100004 100005 100007 100008 100006 100000 100001 91901 100000 100000 100001 100002 100007 100001 100003 100002 100003 100002 93053
mcs70_b06m_s50_AB05 100001 100000 100000 100005 100005 100006 100009 100005 10512 6880 5453 100000 100000 100001 100002 100006 100002 100003 100002 100002 100002 100001
mcs70_b06m_s50_AB06 100001 100000 100000 100004 100004 100007 100007 100006 100000 100000 100002 100000 100000 100001 100003 100007 100002 100003 100002 100003 100002 100001
mcs70_b06m_s50_AB07 100000 100000 100000 100005 100005 100006 100007 100006 100000 100001 100002 100000 100000 100001 100002 100007 100002 100003 100002 100003 100002 100002
mcs70_b06m_s50_AB08 100001 100000 100000 100004 100004 100006 100009 100006 100000 100001 100002 100000 100001 100001 100002 100006 100002 100003 100002 100003 100002 100002
mcs70_b06m_s50_AB09 100001 100000 100000 100005 100005 100006 100008 100005 92891 60289 50007 100000 100000 100001 100003 100006 100002 100002 100002 100003 100002 48568
mcs70_b09_s15_AB00 7 0 18 8 9 8 10 10 1 2 5 6 5 8 16 31 29 31 27 21 16 4
mcs70_b09_s15_AB01 38 0 40 12 13 13 16 13 3 4 8 14 17 15 28 45 30 21 43 23 27 7
mcs70_b09_s15_AB02 7 0 11 7 8 9 10 9 1 2 5 9 8 10 17 34 23 33 28 36 18 4
mcs70_b09_s15_AB03 13 0 30 8 10 10 12 12 2 4 7 65 21 19 32 50 24 26 25 43 33 7
mcs70_b09_s15_AB04 9 0 21 8 8 10 11 11 1 2 5 8 6 10 23 38 22 21 37 27 23 5
mcs70_b09_s15_AB05 7 0 25 8 9 9 11 10 1 2 6 18 9 12 28 44 29 30 28 32 27 5
mcs70_b09_s15_AB06 6 0 12 7 7 10 12 9 1 2 5 6 5 9 17 33 45 34 43 25 17 4
mcs70_b09_s15_AB07 10 0 38 8 11 9 12 8 1 1 4 10 7 11 22 36 24 27 32 20 28 4
mcs70_b09_s15_AB08 14 0 10 10 9 12 13 12 1 2 5 5 5 8 15 30 27 26 34 21 16 4
mcs70_b09_s15_AB09 7 0 15 8 8 8 10 9 1 2 4 7 6 9 18 33 27 15 40 14 19 4
mcs70_b09_s20_AB00 32 4 281 20 22 23 28 22 6 9 14 126 76 69 116 118 45 58 53 47 107 13
mcs70_b09_s20_AB01 41 7 457 21 22 23 25 24 6 10 15 206 115 98 131 179 51 56 30 67 139 15
mcs70_b09_s20_AB02 34 11 462 21 22 24 23 23 9 14 17 226 152 122 172 195 48 89 43 72 167 17
mcs70_b09_s20_AB03 37 9 519 21 22 25 25 23 6 13 15 203 125 104 167 182 39 84 48 123 163 15
mcs70_b09_s20_AB04 56 14 603 22 22 24 25 24 9 18 20 243 150 128 188 203 32 76 47 72 189 20
mcs70_b09_s20_AB05 42 11 478 22 22 24 28 26 10 13 17 219 136 116 196 212 45 64 55 71 203 18
mcs70_b09_s20_AB06 35 10 516 21 21 22 24 24 9 11 16 236 128 133 202 209 60 66 36 97 208 16
mcs70_b09_s20_AB07 55 5 337 21 23 25 26 24 8 11 16 143 79 63 131 121 52 58 37 58 127 16
mcs70_b09_s20_AB08 49 6 502 22 25 22 24 23 5 9 14 112 77 60 99 116 50 46 44 54 102 13
mcs70_b09_s20_AB09 32 6 267 20 22 23 26 23 5 9 14 125 68 81 103 115 56 43 40 43 110 14
mcs70_b09_s25_AB00 285 119 5430 81 63 67 73 66 30 26 42 2028 1259 908 1427 1280 71 494 77 408 1547 34
mcs70_b09_s25_AB01 268 102 6173 77 64 61 65 61 30 36 48 1965 1433 1182 1724 1430 77 483 85 499 1759 47
mcs70_b09_s25_AB02 256 124 6375 80 63 67 62 68 33 35 48 2153 1298 898 1506 1297 73 462 85 442 1510 43
mcs70_b09_s25_AB03 329 223 11158 89 71 74 77 65 62 60 68 4413 2591 1920 3310 2892 99 965 119 1022 3108 68
mcs70_b09_s25_AB04 246 63 2439 80 64 70 74 59 20 24 34 1208 725 562 779 742 71 261 86 264 768 36
mcs70_b09_s25_AB05 252 116 5918 76 63 68 71 60 32 36 51 2657 1366 1149 1856 1641 80 516 85 525 1758 51
mcs70_b09_s25_AB06 310 99 5843 77 64 71 74 61 30 41 44 1980 1302 1032 1557 1384 76 516 90 582 1596 43
mcs70_b09_s25_AB07 259 143 6790 74 58 65 74 70 30 30 45 2338 1259 1020 1568 1454 74 572 72 503 1501 43
mcs70_b09_s25_AB08 280 202 10470 85 68 71 74 62 53 49 58 4707 2852 1980 3369 2791 100 939 84 884 3286 59
mcs70_b09_s25_AB09 249 86 5449 74 63 73 71 60 23 29 34 1635 993 832 1317 1299 101 480 84 431 1316 33
mcs70_b09_s30_AB00 1957 252 19026 347 227 211 210 194 55 45 62 7954 4402 3424 4339 3771 253 1620 254 1581 4260 62
mcs70_b09_s30_AB01 3932 593 46110 587 356 286 332 284 138 98 107 18713 9822 6750 9584 9414 390 3500 376 3406 9499 105
mcs70_b09_s30_AB02 5202 732 48408 741 434 356 361 351 185 123 129 20238 11583 7641 10811 10991 461 4545 468 4055 10971 130
mcs70_b09_s30_AB03 1630 138 10529 298 200 182 177 180 34 31 49 3635 2468 1747 2401 1873 221 1078 205 929 2384 46
mcs70_b09_s30_AB04 2171 266 20811 351 239 209 218 203 64 54 70 8298 4797 3637 4556 4113 257 1849 244 1799 4425 68
mcs70_b09_s30_AB05 3751 391 28779 574 361 269 305 272 91 61 71 11257 6645 4888 7089 6157 358 2547 361 2262 6791 71
mcs70_b09_s30_AB06 2419 223 22342 392 249 208 237 225 54 43 56 8560 5939 4040 5047 4591 262 2633 252 2599 4955 57
mcs70_b09_s30_AB07 4917 642 39115 705 429 335 372 336 152 115 104 18725 11387 7444 10566 10590 445 3866 460 3597 10410 105
mcs70_b09_s30_AB08 2788 261 20955 438 286 233 260 228 59 51 62 7898 4243 3298 4153 4150 301 1710 293 1687 3964 59
mcs70_b09_s30_AB09 2269 300 22815 371 260 201 227 205 67 55 68 9905 5580 4069 5056 4505 255 2274 253 2238 5216 68
mcs70_b09_s35_AB00 68164 842 85826 8723 4481 3024 3024 3028 199 140 137 30829 17863 11198 13848 14938 3782 6173 3795 6226 14082 131
mcs70_b09_s35_AB01 52634 1706 100000 6865 3537 2403 2441 2382 407 323 259 71022 38231 25186 30868 30697 3003 12537 3008 12875 30486 250
mcs70_b09_s35_AB02 70395 1200 87121 9081 4647 3138 3164 3135 235 149 132 40556 23532 15045 18754 19611 3929 7619 3932 7717 19725 132
mcs70_b09_s35_AB03 51569 960 88557 6658 3437 2336 2339 2349 167 125 110 31159 16711 10930 14566 14699 2893 6912 2874 6888 13931 111
mcs70_b09_s35_AB04 43103 865 66713 5604 2923 1966 1993 1959 165 129 112 23233 13512 8754 10317 11068 2365 4828 2420 5403 10756 110
mcs70_b09_s35_AB05 45545 1640 100000 5964 3118 2113 2116 2110 365 265 225 61512 36321 24349 27625 28283 2644 11571 2612 12240 27894 217
mcs70_b09_s35_AB06 55776 1047 95221 7233 3802 2533 2528 2524 216 146 124 33522 21205 13605 16386 16038 3157 6521 3119 6976 15363 124
mcs70_b09_s35_AB07 39746 627 63789 5210 2772 1856 1894 1850 147 109 113 22033 13102 8675 8676 9647 2264 4321 2271 4129 10154 124
mcs70_b09_s35_AB08 85806 1685 100000 11067 5682 3791 3846 3802 389 285 238 62786 38045 23674 29063 29693 4760 12566 4744 12231 31431 232
mcs70_b09_s35_AB09 55300 1010 100000 7186 3692 2494 2364 2460 219 136 139 42420 24485 15906 18773 19962 3066 9311 3064 10222 19781 139
mcs70_b09_s40_AB00 100000 2679 100000 100002 76914 51648 51586 51690 548 381 332 100000 78593 52090 49713 59376 60808 34768 61265 39228 50418 326
mcs70_b09_s40_AB01 100000 11862 100000 98525 49427 31974 32336 31978 575 403 322 100000 100000 66790 68615 88207 38050 48905 38017 38395 71865 334
mcs70_b09_s40_AB02 100000 3345 100000 100003 58150 38986 38990 38925 572 377 297 100000 70306 49928 53119 58116 45608 24881 45683 22901 54247 300
mcs70_b09_s40_AB03 100000 3021 100000 100003 89277 59435 59496 59772 662 447 358 100000 100000 70910 73282 89836 71240 37382 71251 54229 70530 378
mcs70_b09_s40_AB04 100001 2627 100000 100002 59703 39742 39825 39873 462 291 265 91237 52072 33911 34517 39157 47444 17190 47270 18731 34984 268
mcs70_b09_s40_AB05 100000 1651 100000 77509 38814 25918 25400 25880 396 302 272 78154 40691 24515 21759 30302 30272 18662 30467 18140 23836 262
mcs70_b09_s40_AB06 100000 3015 100000 90790 45517 30657 30627 30504 598 417 320 100000 85697 54896 55974 73163 36299 40804 35965 39677 52191 333
