instance clique james-cpp-max kdown clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32 kdown-par/t4 kdown-par/t8 kdown-par/t16 kdown-par/t32 kdown-par/t64 clique-cilk/t32 kdown-cilk/t32 clique-cilk/t32r kdown-cilk/t32r kdown-par/t32r james-cpp-max-par/t32r
mcs10_r005_s50_AB08 100000 100000 100000 100004 100004 100005 100009 100006 100000 100001 100002 100000 100000 100001 100002 100006 100002 100002 100002 100002 100002 100001
mcs10_r005_s50_AB09 100000 100000 100000 100004 100004 100007 100008 100006 100000 100000 100002 100000 100000 100001 100003 100007 100002 100002 100002 100002 100002 100001
mcs10_r01_s20_AB00 212 28 858 50 40 42 46 41 10 15 16 663 353 300 430 517 55 108 58 101 413 17
mcs10_r01_s20_AB01 272 21 656 61 41 44 53 49 6 8 14 337 198 198 376 287 64 114 59 79 376 14
mcs10_r01_s20_AB02 144 25 778 42 33 33 38 37 12 12 18 620 360 431 473 671 49 148 61 141 477 18
mcs10_r01_s20_AB03 173 13 216 46 36 36 36 36 5 8 13 123 65 50 67 99 50 37 60 52 63 13
mcs10_r01_s20_AB04 171 15 163 43 35 38 37 36 6 8 15 345 186 174 274 307 61 77 53 87 292 16
mcs10_r01_s20_AB05 94 9 336 34 29 35 32 30 5 8 11 248 158 137 227 252 51 82 39 79 213 12
mcs10_r01_s20_AB06 201 24 812 51 36 43 45 40 10 13 18 505 356 278 476 508 52 116 57 131 483 18
mcs10_r01_s20_AB07 56 8 350 27 28 28 30 28 6 9 13 110 92 108 127 126 44 57 51 77 119 12
mcs10_r01_s20_AB08 60 10 409 29 27 28 30 30 6 10 14 460 256 166 181 216 47 66 45 63 192 14
mcs10_r01_s20_AB09 106 15 80 36 31 36 34 31 6 7 13 78 119 103 161 207 53 44 42 49 167 12
mcs10_r01_s25_AB00 7253 739 9862 937 536 429 439 436 125 85 57 13974 8804 7034 10257 10804 663 2504 688 2723 10047 58
mcs10_r01_s25_AB01 6655 497 18382 886 502 391 434 391 112 82 60 12595 7232 4918 7953 7462 652 2197 663 2309 7353 58
mcs10_r01_s25_AB02 6426 528 23205 860 476 391 405 386 133 87 73 19974 12216 7356 10467 9850 630 2884 650 2964 11268 71
mcs10_r01_s25_AB03 7797 479 10253 1008 536 434 497 431 102 54 53 13392 8148 5270 7742 7931 714 1404 726 1340 7917 46
mcs10_r01_s25_AB04 8528 715 28467 1077 609 482 490 480 178 113 83 19210 9439 7017 10876 12025 798 3566 781 3418 10539 83
mcs10_r01_s25_AB05 11121 698 34488 1430 753 605 635 612 172 125 90 24155 14809 9433 14265 15891 1061 4126 1045 4097 14243 87
mcs10_r01_s25_AB06 5390 194 7944 698 379 310 331 309 27 23 24 5504 2658 2397 3241 3056 499 833 539 661 3326 26
mcs10_r01_s25_AB07 3897 153 18947 517 288 234 266 234 47 33 33 6892 3425 2733 4083 6918 372 2447 344 2088 4240 30
mcs10_r01_s25_AB08 8760 490 9230 1127 659 503 526 483 96 64 48 15689 8647 5947 8923 9338 804 2807 795 2137 8848 45
mcs10_r01_s25_AB09 6342 556 18966 828 514 375 401 374 129 84 68 13364 7501 5568 7334 8492 620 2218 639 2237 7949 77
mcs10_r01_s30_AB00 100000 15824 100000 91639 45760 36090 36142 36082 3498 2287 1835 100000 100000 100001 100002 100006 61189 100002 61530 100002 100003 1792
mcs10_r01_s30_AB01 100000 9544 100000 50560 25431 19786 19119 19978 1975 1248 742 100000 100000 100001 100002 100007 32187 29104 32233 35587 100002 820
mcs10_r01_s30_AB02 100000 7685 100000 34206 16092 12123 12307 12208 1469 1136 867 100000 100001 67213 84364 89247 20130 54104 20099 44133 88821 891
mcs10_r01_s30_AB03 100000 15941 100000 35141 17418 13707 14908 13725 3376 2311 1862 100000 100000 100001 100002 100006 22012 100001 22075 100001 100002 2122
mcs10_r01_s30_AB04 100000 7260 100000 21272 10713 8446 8532 8483 2120 1545 1301 100000 100000 73295 100002 100006 13700 35063 13905 35007 100002 1314
mcs10_r01_s30_AB05 100000 13056 100000 31665 15910 12387 12521 12532 2735 1685 1304 100000 100000 100000 100003 100006 20375 83594 20097 79605 100002 1259
mcs10_r01_s30_AB06 100000 13270 100000 49499 24875 19476 19681 19629 3272 2233 1630 100000 100000 100001 100002 100007 32259 82540 32515 80960 100003 1676
mcs10_r01_s30_AB07 100000 8426 100000 36752 18579 14487 14672 14599 2379 1741 1427 100000 100000 100001 100003 100006 23696 58371 23728 62766 100002 1379
mcs10_r01_s30_AB08 100000 16845 100000 59727 30056 23336 23582 23558 4129 2809 2195 100000 100000 100001 100002 100006 38512 100002 39251 100002 100002 2233
mcs10_r01_s30_AB09 100000 13678 100000 40486 20246 15805 15930 15880 3121 2104 1624 100000 100000 100001 100002 100006 25435 81771 25461 81863 100002 1693
mcs10_r01_s35_AB00 100000 96349 100000 100002 100003 100003 100007 100004 23013 12991 11367 100000 100000 100001 100003 100007 100001 100002 100000 100002 100003 10876
mcs10_r01_s35_AB01 100000 100000 100000 100002 100003 100004 100007 100004 43349 33397 29432 100000 100000 100001 100003 100005 100001 100002 100000 100002 100002 29583
mcs10_r01_s35_AB02 100000 100000 100000 100002 100002 100004 100006 100004 41662 29428 24829 100000 100000 100001 100002 100006 100001 100002 100000 100002 100002 24895
mcs10_r01_s35_AB03 100000 100000 100000 100002 100003 100005 100006 100004 44518 30363 25840 100000 100000 100001 100002 100006 100001 100002 100001 100002 100003 26078
mcs10_r01_s35_AB04 100000 100000 100000 100002 100003 100003 100005 100004 38830 25416 21899 100000 100000 100001 100002 100007 100000 100002 100001 100001 100002 22541
mcs10_r01_s35_AB05 100000 100000 100000 100002 100002 100003 100006 100004 51397 32737 27576 100000 100000 100001 100002 100006 100000 100002 100001 100002 100002 26767
mcs10_r01_s35_AB06 100000 73013 100000 100002 100003 100004 100006 100004 17237 10947 8085 100000 100000 100001 100002 100008 100000 100002 100001 100002 100002 8123
mcs10_r01_s35_AB07 100000 100000 100000 100002 100002 100004 100006 100004 65600 44020 33826 100000 100000 100001 100002 100006 100001 100002 100001 100002 100002 33668
mcs10_r01_s35_AB08 100000 100000 100000 100002 100003 100004 100006 100004 46201 31373 27665 100000 100000 100001 100003 100006 100000 100002 100000 100002 100003 27494
mcs10_r01_s35_AB09 100000 100000 100000 100002 100003 100004 100007 100004 58241 39051 32119 100000 100000 100000 100002 100007 100000 100002 100001 100002 100002 31550
mcs10_r01_s40_AB00 100000 100000 100000 100003 100003 100004 100006 100004 100000 100001 100001 100000 100000 100001 100002 100006 100000 100003 100000 100003 100002 100002
mcs10_r01_s40_AB01 100000 100000 100000 100003 100003 100004 100006 100004 100000 100001 100002 100000 100000 100001 100002 100006 100001 100003 100001 100002 100002 100003
mcs10_r01_s40_AB02 100000 100000 100000 100002 100003 100006 100006 100004 100000 100001 100001 100000 100000 100001 100002 100006 100001 100002 100001 100003 100002 100001
mcs10_r01_s40_AB03 100000 100000 100000 100003 100003 100005 100006 100005 100000 100001 100001 100000 100000 100001 100002 100007 100001 100002 100001 100002 100002 100001
mcs10_r01_s40_AB04 100000 100000 100000 100003 100003 100005 100006 100005 100000 100001 100002 100000 100000 100001 100002 100006 100001 100002 100001 100003 100002 100002
mcs10_r01_s40_AB05 100000 100000 100000 100003 100003 100004 100006 100005 100000 100000 100001 100000 100000 100001 100002 100007 100001 100003 100001 100003 100002 100001
mcs10_r01_s40_AB06 100000 100000 100000 100003 100003 100005 100006 100005 100000 100002 100002 100000 100001 100001 100002 100006 100000 100002 100001 100002 100003 100002
mcs10_r01_s40_AB07 100000 100000 100000 100003 100002 100004 100007 100005 100000 100001 100003 100000 100000 100001 100002 100008 100001 100003 100001 100003 100003 100002
mcs10_r01_s40_AB08 100000 100000 100000 100003 100003 100006 100007 100005 100000 100001 100002 100000 100000 100001 100002 100006 100000 100003 100001 100003 100002 100001
mcs10_r01_s40_AB09 100000 100000 100000 100003 100003 100005 100007 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100003 100001 100003 100002 100001
mcs10_r01_s50_AB00 100001 100000 100000 100004 100004 100006 100007 100005 100000 100000 100001 100000 100000 100001 100002 100007 100001 100003 100001 100004 100002 100001
mcs10_r01_s50_AB01 100000 100000 100000 100004 100004 100006 100009 100006 100000 100001 100001 100000 100000 100001 100003 100007 100001 100004 100001 100004 100002 100001
mcs10_r01_s50_AB02 100001 100000 100000 100004 100005 100006 100008 100005 100000 100000 100002 100000 100000 100001 100002 100006 100001 100004 100001 100004 100002 100002
mcs10_r01_s50_AB03 100000 100000 100000 100005 100004 100006 100009 100005 100000 100000 100001 100000 100000 100001 100002 100005 100002 100004 100001 100004 100002 100001
mcs10_r01_s50_AB04 100000 100000 100000 100005 100005 100006 100008 100006 100000 100000 100001 100000 100000 100001 100002 100006 100001 100004 100001 100003 100002 100001
mcs10_r01_s50_AB05 100000 100000 100000 100004 100005 100006 100009 100005 100000 100000 100001 100000 100000 100001 100002 100007 100001 100004 100002 100004 100002 100002
mcs10_r01_s50_AB06 100000 100000 100000 100004 100004 100007 100009 100007 100000 100000 100002 100000 100000 100001 100002 100006 100001 100003 100001 100004 100002 100002
mcs10_r01_s50_AB07 100000 100000 100000 100004 100005 100006 100008 100006 100000 100001 100001 100000 100000 100001 100002 100006 100001 100003 100001 100003 100002 100002
mcs10_r01_s50_AB08 100001 100000 100000 100004 100004 100006 100008 100006 100000 100001 100002 100000 100001 100001 100002 100007 100001 100004 100001 100003 100002 100001
mcs10_r01_s50_AB09 100000 100000 100000 100004 100004 100006 100009 100006 100000 100000 100002 100000 100000 100001 100002 100006 100001 100004 100001 100003 100002 100002
mcs10_r02_s20_AB00 100 180 3943 32 28 32 31 29 46 41 44 2107 1412 1230 2092 2187 50 499 42 499 2094 43
mcs10_r02_s20_AB01 67 75 2082 25 29 29 28 29 18 23 29 958 682 691 876 882 51 257 34 214 712 29
mcs10_r02_s20_AB02 56 45 1247 25 25 28 28 26 19 24 29 1033 570 546 805 836 42 238 30 227 804 30
mcs10_r02_s20_AB03 88 142 1982 28 27 27 29 27 24 24 31 1458 732 613 919 1157 33 225 56 232 934 32
mcs10_r02_s20_AB04 89 134 3698 30 25 28 29 27 29 26 43 2454 1440 1044 1374 1580 37 566 40 447 1460 39
mcs10_r02_s20_AB05 117 188 3680 31 26 27 30 30 48 50 52 2323 1312 1259 1994 2187 43 464 41 499 1901 49
mcs10_r02_s20_AB06 73 135 2998 28 27 26 29 29 31 26 36 1937 1239 1165 1785 1635 48 391 37 370 1702 36
mcs10_r02_s20_AB07 109 173 3518 31 29 33 38 31 38 40 51 1953 1068 1111 1822 1916 43 436 53 464 1833 48
mcs10_r02_s20_AB08 90 120 2412 27 29 30 32 32 36 28 36 1745 834 807 1259 1324 43 307 65 316 1270 35
mcs10_r02_s20_AB09 72 71 1802 30 25 27 31 25 19 21 31 1130 605 529 770 884 41 226 36 225 730 31
mcs10_r02_s25_AB00 1275 1497 39604 204 137 109 126 113 389 293 279 27852 15831 13956 17198 19803 196 5298 187 5380 17431 272
mcs10_r02_s25_AB01 1826 1655 45289 276 178 149 169 144 466 367 330 32117 16587 13159 19501 22641 252 5745 253 5624 19261 324
mcs10_r02_s25_AB02 1669 2528 72773 258 161 130 149 129 623 394 362 45851 26828 18209 29562 34294 231 8602 221 8675 30544 356
mcs10_r02_s25_AB03 1624 1213 27826 246 154 128 151 138 279 198 154 21594 12113 8384 12706 12748 223 3052 215 3531 11672 147
mcs10_r02_s25_AB04 1738 1874 55352 261 168 138 153 150 561 415 401 35659 20409 14213 23131 24504 268 6095 249 6432 22632 408
mcs10_r02_s25_AB05 1581 1940 57027 243 157 125 148 132 523 400 330 41805 24012 18022 26502 30468 219 7373 224 6933 26581 313
mcs10_r02_s25_AB06 1719 2150 70375 267 159 145 150 139 559 444 386 51134 31221 20971 33016 38872 244 9012 239 9129 31513 379
mcs10_r02_s25_AB07 2553 3045 73554 379 218 182 193 176 907 692 562 49288 28518 20354 30703 33863 349 8911 345 8851 32483 550
mcs10_r02_s25_AB08 983 1278 41185 171 119 98 113 107 334 263 237 27322 17947 11414 17568 18175 152 4891 181 5004 16732 239
mcs10_r02_s25_AB09 1850 2031 52161 283 192 138 155 145 569 458 395 33954 21384 14944 22216 24037 253 6464 252 6045 21258 385
mcs10_r02_s30_AB00 19613 26766 100000 2505 1333 1040 1048 1042 6529 4799 3985 100000 100000 100001 100002 100006 1840 99723 1871 100002 100002 4132
mcs10_r02_s30_AB01 19587 27132 100000 2503 1354 1026 1328 1041 7019 5063 4127 100000 100000 100001 100002 100006 1837 96598 1856 95672 100002 4752
mcs10_r02_s30_AB02 25740 30273 100000 3284 1766 1355 1384 1351 9496 7813 6592 100000 100000 100001 100002 100007 2554 100003 2557 100002 100002 6456
mcs10_r02_s30_AB03 29596 35743 100000 3711 1921 1526 1524 1522 10255 7826 6779 100000 100000 100001 100002 100006 2964 100002 2948 100003 100002 6660
mcs10_r02_s30_AB04 27278 35189 100000 3471 1813 1414 1429 1412 10433 7807 6823 100000 100001 100001 100002 100006 2682 100002 2716 100003 100002 6714
mcs10_r02_s30_AB05 23043 28624 100000 2971 1568 1211 1207 1200 7254 5106 4358 100000 100000 100001 100002 100006 2211 100003 2230 100003 100002 4330
mcs10_r02_s30_AB06 18639 29868 100000 2404 1263 999 1028 1002 8993 7289 6383 100000 100000 100001 100003 100008 1821 100002 1826 100002 100002 6478
mcs10_r02_s30_AB07 15023 22393 100000 1930 1009 776 821 783 5122 3621 2981 100000 100000 100001 100002 100007 1327 82574 1385 70854 100002 2830
mcs10_r02_s30_AB08 28867 37579 100000 3666 1936 1496 1512 1502 12264 9560 8304 100000 100000 100001 100002 100007 2884 100002 2873 100002 100002 8452
mcs10_r02_s30_AB09 30681 36569 100000 3860 1996 1559 1571 1565 10864 8169 7202 100000 100000 100000 100002 100007 3035 100002 3107 100003 100002 7168
mcs10_r02_s35_AB00 100000 100000 100000 58024 29074 19480 19482 19380 100000 100001 100002 100000 100000 100001 100002 100006 34255 100003 35111 100003 100002 100002
mcs10_r02_s35_AB01 100000 100000 100000 50369 25184 16967 16872 16986 100000 82658 70523 100000 100000 100001 100003 100006 29787 100003 29339 100003 100002 71109
mcs10_r02_s35_AB02 100000 100000 100000 56369 28171 18962 19008 19050 100000 100001 100002 100000 100000 100001 100002 100006 34080 100003 34139 100003 100003 100002
mcs10_r02_s35_AB03 100000 100000 100000 58469 29494 19890 19804 19857 100000 100001 100002 100000 100000 100001 100002 100006 35561 100003 35294 100002 100002 100002
mcs10_r02_s35_AB04 100000 100000 100000 45912 23058 15490 15534 15496 100000 100001 100002 100000 100000 100001 100003 100006 26864 100003 26642 100003 100002 100002
mcs10_r02_s35_AB05 100000 100000 100000 45004 22707 15357 15348 15272 100001 100001 100002 100000 100000 100001 100002 100007 26959 100003 27207 100003 100002 100002
mcs10_r02_s35_AB06 100000 100000 100000 59329 29925 20121 20149 20149 100000 100001 100002 100000 100000 100001 100002 100006 36310 100003 35683 100003 100003 100003
mcs10_r02_s35_AB07 100000 100000 100000 44121 22176 15009 14918 15001 100000 96780 89621 100000 100000 100001 100002 100006 26315 100003 26307 100003 100002 93319
mcs10_r02_s35_AB08 100000 100000 100000 59845 30106 20298 20283 20231 100000 100001 100002 100000 100000 100001 100002 100007 36565 100003 36289 100003 100002 100002
mcs10_r02_s35_AB09 100000 100000 100000 62747 31406 21112 21108 21058 100001 100001 100002 100000 100000 100000 100003 100007 37812 100003 37863 100003 100002 100002
mcs10_r02_s40_AB00 100000 100000 100000 100002 100003 100004 100006 100004 100000 100001 100002 100000 100000 100001 100002 100007 100001 100004 100000 100004 100003 100001
mcs10_r02_s40_AB01 100000 100000 100000 100002 100003 100004 100006 100005 100000 100000 100002 100000 100000 100001 100002 100007 100001 100002 100001 100003 100002 100002
mcs10_r02_s40_AB02 100000 100000 100000 100003 100003 100005 100006 100005 100000 100001 100001 100000 100000 100001 100002 100006 100001 100004 100000 100004 100002 100001
mcs10_r02_s40_AB03 100000 100000 100000 100003 100003 100006 100007 100005 100000 100000 100001 100000 100000 100001 100002 100005 100001 100003 100000 100003 100002 100001
mcs10_r02_s40_AB04 100000 100000 100000 100002 100003 100004 100006 100004 100000 100001 100001 100000 100000 100001 100002 100007 100000 100004 100001 100004 100002 100002
mcs10_r02_s40_AB05 100000 100000 100000 100003 100003 100005 100006 100004 100000 100000 100001 100000 100000 100001 100002 100005 100000 100004 100001 100003 100002 100001
mcs10_r02_s40_AB06 100000 100000 100000 100003 100003 100005 100006 100004 100000 100000 100001 100000 100000 100001 100002 100006 100001 100004 100000 100004 100002 100001
mcs10_r02_s40_AB07 100000 100000 100000 100002 100003 100005 100008 100004 100000 100000 100001 100000 100000 100001 100002 100007 100001 100003 100001 100004 100002 100001
mcs10_r02_s40_AB08 100000 100000 100000 100002 100003 100004 100006 100005 100000 100001 100001 100000 100000 100001 100002 100006 100000 100004 100001 100005 100002 100001
mcs10_r02_s40_AB09 100000 100000 100000 100003 100003 100004 100007 100004 100000 100001 100001 100000 100000 100000 100002 100007 100001 100004 100000 100004 100002 100001
mcs10_r02_s50_AB00 100001 100000 100000 100004 100005 100006 100010 100006 100000 100000 100002 100000 100000 100001 100002 100006 100001 100005 100001 100004 100003 100001
mcs10_r02_s50_AB01 100000 100000 100000 100004 100005 100007 100010 100006 100000 100000 100002 100000 100000 100001 100002 100006 100001 100006 100001 100006 100003 100002
mcs10_r02_s50_AB02 100000 100000 100000 100004 100005 100006 100008 100006 100000 100000 100001 100000 100000 100001 100002 100006 100001 100005 100001 100005 100002 100001
mcs10_r02_s50_AB03 100000 100000 100000 100005 100005 100006 100009 100006 100000 100000 100001 100000 100000 100001 100003 100006 100001 100006 100001 100005 100002 100001
mcs10_r02_s50_AB04 100000 100000 100000 100004 100004 100006 100010 100006 100000 100001 100002 100000 100000 100001 100002 100006 100001 100006 100001 100004 100002 100001
mcs10_r02_s50_AB05 100000 100000 100000 100004 100005 100005 100008 100005 100000 100000 100001 100000 100000 100001 100002 100006 100001 100005 100001 100005 100002 100002
mcs10_r02_s50_AB06 100000 100000 100000 100005 100005 100005 100008 100007 100000 100000 100001 100000 100000 100001 100002 100006 100001 100005 100001 100005 100002 100001
mcs10_r02_s50_AB07 100000 100000 100000 100004 100004 100006 100009 100006 100000 100000 100001 100000 100000 100001 100002 100007 100001 100005 100001 100005 100002 100001
mcs10_r02_s50_AB08 100000 100000 100000 100004 100005 100007 100009 100007 100000 100001 100001 100000 100000 100001 100002 100006 100001 100006 100001 100004 100002 100001
mcs10_r02_s50_AB09 100000 100000 100000 100004 100005 100006 100009 100007 100000 100001 100002 100000 100000 100001 100002 100006 100001 100006 100001 100006 100002 100001
mcs30_b03_s15_AB00 7 1 11 7 9 11 11 12 2 4 7 13 10 12 21 38 23 20 27 29 22 6
mcs30_b03_s15_AB01 8 0 5 8 9 9 11 10 1 1 4 8 5 8 13 25 25 19 35 13 14 4
mcs30_b03_s15_AB02 12 0 82 7 10 9 14 12 2 3 8 18 11 15 27 43 27 37 23 31 28 6
mcs30_b03_s15_AB03 7 0 40 8 9 10 11 9 3 3 9 14 11 15 32 51 36 20 34 24 32 7
mcs30_b03_s15_AB04 7 1 25 7 10 8 11 11 2 4 6 21 15 16 29 55 32 30 32 22 31 5
mcs30_b03_s15_AB05 9 0 21 8 9 9 13 10 3 5 8 16 12 16 31 56 26 42 35 33 30 8
mcs30_b03_s15_AB06 7 0 35 7 9 10 13 9 2 4 7 21 14 21 37 58 26 27 34 30 34 8
mcs30_b03_s15_AB07 6 0 7 8 9 10 11 9 1 2 3 9 6 8 15 32 30 22 30 28 16 4
mcs30_b03_s15_AB08 7 0 16 8 10 9 11 10 3 4 6 16 12 15 27 46 20 31 40 23 27 7
mcs30_b03_s15_AB09 10 0 8 8 10 9 12 9 1 2 5 4 4 7 13 25 24 23 24 19 14 5
mcs30_b03_s20_AB00 155 4 226 43 37 37 48 39 4 7 10 282 237 183 172 160 43 84 54 59 179 11
mcs30_b03_s20_AB01 90 9 376 33 31 34 36 36 5 7 10 127 91 82 113 157 42 58 50 57 103 9
mcs30_b03_s20_AB02 159 9 354 46 38 40 46 40 5 8 12 205 122 119 191 207 48 76 55 69 201 12
mcs30_b03_s20_AB03 294 5 520 51 43 45 48 48 3 6 10 146 96 77 128 122 69 42 60 34 134 11
mcs30_b03_s20_AB04 117 7 357 36 33 38 33 36 5 7 10 134 77 79 118 188 41 49 47 45 123 11
mcs30_b03_s20_AB05 80 11 548 32 32 33 30 34 5 8 13 504 345 264 268 368 36 106 49 105 274 13
mcs30_b03_s20_AB06 186 3 171 49 40 44 44 41 3 5 9 295 140 87 121 197 52 62 67 63 117 9
mcs30_b03_s20_AB07 114 8 149 39 30 32 34 35 3 5 9 48 33 37 62 80 61 41 45 37 60 10
mcs30_b03_s20_AB08 36 4 134 26 25 30 28 26 4 4 8 81 41 34 77 122 68 39 57 32 68 7
mcs30_b03_s20_AB09 47 5 296 26 28 28 31 28 5 9 13 167 100 110 143 207 48 65 50 69 173 12
mcs30_b03_s25_AB00 7769 28 5750 884 441 360 378 368 11 13 14 1014 798 616 785 823 671 245 686 254 735 12
mcs30_b03_s25_AB01 9492 11 2452 1200 666 554 623 562 11 10 15 1192 535 375 318 451 761 315 760 300 290 14
