instance clique james-cpp-max clique-par/t32 james-cpp-max-par/t32
mcs30_b06m_s25_AB04 19760 224 744 45
mcs30_b06m_s25_AB05 34100 650 1527 102
mcs30_b06m_s25_AB06 16016 467 773 58
mcs30_b06m_s25_AB07 26781 390 1088 48
mcs30_b06m_s25_AB08 27144 435 1155 52
mcs30_b06m_s25_AB09 43033 662 1718 77
mcs30_b06m_s30_AB00 100000 4785 42968 724
mcs30_b06m_s30_AB01 100000 9478 78281 1285
mcs30_b06m_s30_AB02 100000 6109 22681 571
mcs30_b06m_s30_AB03 100000 9748 53076 1028
mcs30_b06m_s30_AB04 100000 5296 37178 875
mcs30_b06m_s30_AB05 100000 3398 25342 355
mcs30_b06m_s30_AB06 100000 8051 23564 1269
mcs30_b06m_s30_AB07 100000 8041 29566 858
mcs30_b06m_s30_AB08 100000 5718 48234 822
mcs30_b06m_s30_AB09 100000 6274 43724 794
mcs30_b06m_s35_AB00 100000 79097 100004 13096
mcs30_b06m_s35_AB01 100000 100000 100004 16716
mcs30_b06m_s35_AB02 100000 100000 100004 18932
mcs30_b06m_s35_AB03 100000 65989 100005 10211
mcs30_b06m_s35_AB04 100000 42276 100004 4395
mcs30_b06m_s35_AB05 100000 100000 100005 32217
mcs30_b06m_s35_AB06 100000 100000 100005 16861
mcs30_b06m_s35_AB07 100000 90294 100004 15762
mcs30_b06m_s35_AB08 100000 81369 100004 11441
mcs30_b06m_s35_AB09 100000 100000 100004 42402
mcs30_b06m_s40_AB00 100000 100000 100005 100001
mcs30_b06m_s40_AB01 100000 100000 100005 100002
mcs30_b06m_s40_AB02 100000 100000 100004 100002
mcs30_b06m_s40_AB03 100000 100000 100005 100002
mcs30_b06m_s40_AB04 100000 100000 100004 63962
mcs30_b06m_s40_AB05 100000 100000 100004 100002
mcs30_b06m_s40_AB06 100000 100000 100005 100003
mcs30_b06m_s40_AB07 100000 100000 100005 100001
mcs30_b06m_s40_AB08 100000 100000 100005 100002
mcs30_b06m_s40_AB09 100000 100000 100005 100002
mcs30_b06m_s50_AB00 100000 100000 100006 100001
mcs30_b06m_s50_AB01 100001 100000 100006 100001
mcs30_b06m_s50_AB02 100000 100000 100006 100001
mcs30_b06m_s50_AB03 100000 100000 100005 100001
mcs30_b06m_s50_AB04 100000 100000 100005 100001
mcs30_b06m_s50_AB05 100000 100000 100006 100001
mcs30_b06m_s50_AB06 100001 100000 100005 100001
