instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32
mcs50_b03m_s15_AB00 112 483 343 220 322 298 318 463 458 480
mcs50_b03m_s15_AB01 366 1247 456 496 418 417 425 937 947 1206
mcs50_b03m_s15_AB02 450 952 571 570 569 569 570 879 876 904
mcs50_b03m_s15_AB03 327 633 435 435 435 435 435 660 684 658
mcs50_b03m_s15_AB04 735 1299 851 851 851 851 851 1182 1183 1327
mcs50_b03m_s15_AB05 352 864 435 414 459 592 379 959 584 676
mcs50_b03m_s15_AB06 510 1016 614 608 591 585 617 1016 1025 1016
mcs50_b03m_s15_AB07 139 1080 271 264 302 264 264 1080 1114 1080
mcs50_b03m_s15_AB08 411 326 500 478 489 484 606 740 727 763
mcs50_b03m_s15_AB09 50 40 165 165 165 165 165 40 61 40
mcs50_b03m_s20_AB00 55 2830 162 166 151 176 158 1818 1362 1578
mcs50_b03m_s20_AB01 174 927 277 277 455 277 277 2067 2050 2105
mcs50_b03m_s20_AB02 223 2986 331 331 331 736 331 1788 2324 2017
mcs50_b03m_s20_AB03 217 2649 336 380 336 426 336 2669 2772 2681
mcs50_b03m_s20_AB04 151 818 257 257 303 265 333 713 685 1151
mcs50_b03m_s20_AB05 201 1562 313 313 313 313 313 1729 1577 1962
mcs50_b03m_s20_AB06 255 395 478 777 734 343 353 395 395 395
mcs50_b03m_s20_AB07 44 934 137 137 137 137 137 578 537 524
mcs50_b03m_s20_AB08 1179 3925 1290 1290 1290 1290 1290 3892 3899 3925
mcs50_b03m_s20_AB09 71 1277 374 172 172 172 172 640 566 697
mcs50_b03m_s25_AB00 19971 14992 19625 17128 18843 16767 18869 15766 14653 15856
mcs50_b03m_s25_AB01 1510 13974 1868 1557 1514 2189 1392 9323 20687 8423
mcs50_b03m_s25_AB02 3614 27394 3764 3764 3789 3577 3764 27574 27533 28356
mcs50_b03m_s25_AB03 4288 8582 4374 6971 5588 7192 5948 12110 11312 19961
mcs50_b03m_s25_AB04 4152 28001 4401 4598 4519 4363 4759 25212 25031 27616
mcs50_b03m_s25_AB05 2379 6368 1661 640 4189 1672 2772 8713 8556 9589
mcs50_b03m_s25_AB06 9468 2926 9891 9625 9625 9625 9625 2926 2926 2926
mcs50_b03m_s25_AB07 5620 16106 3314 2720 2975 3551 4979 6820 7988 7603
mcs50_b03m_s25_AB08 2516 16228 5010 5720 7271 3189 3455 16500 19047 19038
mcs50_b03m_s25_AB09 475 11551 632 632 632 632 632 11551 11551 11551
mcs50_b03m_s30_AB00 286 6051 568 602 409 588 380 10381 11285 6051
mcs50_b03m_s30_AB01 287 1193 409 409 409 409 409 1193 1193 1193
mcs50_b03m_s30_AB02 1178 2232 1695 1414 1508 1359 1431 2256 2232 2232
mcs50_b03m_s30_AB03 1869 9249 2003 2003 2003 2003 2003 14336 13928 13734
mcs50_b03m_s30_AB04 441 7184 748 548 548 548 548 8203 13149 8475
mcs50_b03m_s30_AB05 5593 85464 4749 5360 5584 5293 5282 85464 85464 85464
mcs50_b03m_s30_AB06 1123 647 1237 1237 1237 1237 1237 667 647 647
mcs50_b03m_s30_AB07 799 5677 1043 1160 1225 1614 1445 5677 5677 5677
mcs50_b03m_s30_AB08 185 2146 331 312 312 312 312 2522 2818 2374
mcs50_b03m_s30_AB09 800 7457 1148 924 924 924 924 7787 7763 7464
mcs50_b03m_s35_AB00 2572 31012 3520 3292 2707 2400 3991 37763 32388 31514
mcs50_b03m_s35_AB01 5487 48569 5416 11269 5120 6166 8829 65666 65757 63710
mcs50_b03m_s35_AB02 409 4680 578 555 555 555 555 4680 4686 4688
mcs50_b03m_s35_AB03 21939 231287 23386 22106 22430 22106 22106 231287 231289 231287
mcs50_b03m_s35_AB04 673 33692 1335 840 861 840 840 18538 19181 19264
mcs50_b03m_s35_AB05 13797 324467 12922 16179 16827 15389 14258 316261 319264 323525
mcs50_b03m_s35_AB06 6355 169022 8412 6870 7244 6526 6668 176397 181504 196173
mcs50_b03m_s35_AB07 7460 68856 8140 7524 9822 7520 8704 68856 68883 68856
mcs50_b03m_s35_AB08 4129 170421 4635 4309 4309 4309 4309 170421 170421 170421
mcs50_b03m_s35_AB09 4415 9106 1799 1059 1694 1608 936 10900 11624 12819
mcs50_b03m_s40_AB00 21400 466871 6566 5550 6521 5376 8771 466897 467124 466871
mcs50_b03m_s40_AB01 1624 13100 2316 1843 1843 1843 1843 13100 13103 13100
mcs50_b03m_s40_AB02 14551 421045 10961 18536 18020 9721 9844 319814 452619 302333
mcs50_b03m_s40_AB03 8935 652034 8334 12388 8532 8069 9010 139377 140798 135734
mcs50_b03m_s40_AB04 2843 408686 2268 3394 3632 2240 2741 422415 419693 419234
mcs50_b03m_s40_AB05 424904 65541 35090 36898 34670 35221 35841 65541 65541 67069
mcs50_b03m_s40_AB06 33008 140689 16940 19323 19792 21550 18903 325193 366135 406886
mcs50_b03m_s40_AB07 14415 282001 9380 12386 9035 9158 9153 105271 105000 106535
mcs50_b03m_s40_AB08 46096 219129 34424 34875 35168 34509 40602 219169 219129 219129
mcs50_b03m_s40_AB09 37286 255058 23229 27328 25319 25397 24630 211533 246534 272831
mcs50_b03m_s50_AB00 408139 1573086 412768 429992 424221 427571 428278 1573086 1573086 1573086
mcs50_b03m_s50_AB01 1379845 2225990 1386514 1395854 1408795 1395657 1404753 2249456 2237348 2248818
mcs50_b03m_s50_AB02 18569685 1226346 1591224 1607097 1617845 1606429 1610626 1642395 1399539 1448763
mcs50_b03m_s50_AB03 4695426 25442338 996173 1019105 1021356 1019911 1018201 15790697 15911220 16169931
mcs50_b03m_s50_AB04 1101596 10293005 796200 796383 820037 791080 856548 10293216 10293005 10311784
mcs50_b03m_s50_AB05 19604580 13699992 17400987 18232055 17854307 18339854 17893897 13031454 13389194 12700525
mcs50_b03m_s50_AB06 2962852 57421446 3050280 2722254 2875139 2720485 2837053 124914021 141613637 141658120
mcs50_b03m_s50_AB07 2365262 26361823 1550034 1558022 1573820 1563375 1567253 31611813 36147326 36119925
mcs50_b03m_s50_AB08 7715344 6722859 6567244 3598672 3737097 3711255 3622455 7524933 6719003 6968827
mcs50_b03m_s50_AB09 19348652 24878613 19611165 22419427 29348531 19387907 29096539 57110414 61011572 74396415
mcs50_b03m_s60_AB00 13948 6249205 15769 17055 15554 15102 15412 6251642 5541900 6250561
mcs50_b03m_s60_AB01 450797 3316060 30238 35388 39031 21497 35622 3394493 3444583 3372313
mcs50_b03m_s60_AB02 14209 1251741 29381 25161 27909 25078 26386 2069211 2086494 2070756
mcs50_b03m_s60_AB03 107793 20836300 111497 117528 115968 118129 112647 6593591 7657768 13494963
mcs50_b03m_s60_AB04 317244 35748283 289582 304315 314867 289760 308811 35748283 35748283 35774019
mcs50_b03m_s60_AB05 826011 5700070 117270 142466 129569 127978 118181 2243413 2249146 2249452
mcs50_b03m_s60_AB06 384 436961 1113 676 627 644 627 230414 231310 232208
mcs50_b03m_s60_AB07 1395746 17686289 377960 387430 388329 381753 385098 18996369 18895820 19283499
mcs50_b03m_s60_AB08 43257 1015797 48577 49382 45610 49952 45703 1020436 1020588 1015797
mcs50_b03m_s60_AB09 839116 6652326 846462 859464 861813 857764 864889 6652326 6653104 6652326
mcs50_b03m_s70_AB00 11062541 NaN 1573218 1653682 1866540 1819369 1861034 330072510 330087661 330082506
mcs50_b03m_s70_AB01 83139 99748224 110911 205575 114651 202980 129680 99748224 99748224 99748224
mcs50_b03m_s70_AB02 1596308 158685923 1298034 359501 336528 397671 345595 215278483 208362786 274282416
mcs50_b03m_s70_AB03 1746007 NaN 1494149 1587815 1707885 1649299 1665909 NaN NaN NaN
mcs50_b03m_s70_AB04 NaN NaN 301784710 301510848 301556521 301578809 301534307 NaN NaN NaN
mcs50_b03m_s70_AB05 76387 13483979 84033 89394 84301 81836 85835 13503530 13489370 13500086
mcs50_b03m_s70_AB06 1399892 NaN 1409649 1417990 1440666 1422440 1434761 259987064 265712049 270985154
mcs50_b03m_s70_AB07 2735475 28798615 217234 255287 244290 236238 297080 30672344 31956886 32639092
mcs50_b03m_s70_AB08 78247 6602303 81997 87140 81931 80407 83264 6611896 6616295 6613898
mcs50_b03m_s70_AB09 872933 NaN 893546 904453 913085 920075 923185 459382924 469188702 464759056
mcs50_b03m_s80_AB00 NaN NaN 151855767 168051092 200963509 219807321 201627906 NaN NaN NaN
mcs50_b03m_s80_AB01 22209335 195281420 22231942 22254809 22293063 22317833 22301896 71280916 68491573 31381741
mcs50_b03m_s80_AB02 193650 NaN 97407 114220 100970 104894 96856 NaN NaN NaN
mcs50_b03m_s80_AB03 13743616 NaN 8423651 8452687 8485553 8517603 8495453 642860650 666705277 343246440
mcs50_b03m_s80_AB04 NaN NaN NaN 303896587 336890153 325618406 337556720 NaN NaN NaN
mcs50_b03m_s80_AB05 NaN NaN 81348134 81681175 82468903 82446435 82431275 NaN NaN NaN
mcs50_b03m_s80_AB06 1323083 NaN 899328 1007800 1172776 1083883 1097509 NaN NaN NaN
mcs50_b03m_s80_AB07 36835146 NaN 41809875 47184170 38087591 38113610 37670360 NaN NaN NaN
mcs50_b03m_s80_AB08 1931605 NaN 1942910 1961577 1978214 1969728 1976826 283753539 309447478 346677018
mcs50_b03m_s80_AB09 NaN NaN 122604539 122620958 122651508 122707340 122651085 NaN NaN NaN
mcs50_b03m_s90_AB00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs50_b03m_s90_AB01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs50_b03m_s90_AB02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs50_b03m_s90_AB03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs50_b03m_s90_AB04 11634558 NaN 11654316 11676381 11724733 11766842 11729874 NaN NaN NaN
mcs50_b03m_s90_AB05 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs50_b03m_s90_AB06 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
mcs50_b03m_s90_AB07 NaN NaN 55246823 65097455 84503360 51931467 84192427 NaN NaN NaN
mcs50_b03m_s90_AB08 NaN NaN 53914363 54793602 56979601 58273863 56986000 NaN NaN NaN
mcs50_b03m_s90_AB09 NaN NaN 106737277 106884735 107201742 107672288 107209286 NaN NaN NaN
mcs50_b06_s100_AB00 251835 NaN 262499 269134 267592 262901 268377 NaN NaN NaN
mcs50_b06_s100_AB01 381637 NaN 392699 402870 409948 405022 403451 NaN NaN NaN
mcs50_b06_s100_AB02 200749 NaN 211256 218559 211926 210779 212657 NaN NaN NaN
mcs50_b06_s100_AB03 31974 90649672 39130 41056 35848 36651 35109 90649672 90649672 90649672
mcs50_b06_s100_AB04 425123 NaN 434156 445764 455328 442037 445156 NaN NaN NaN
mcs50_b06_s100_AB05 140211 NaN 148235 153083 150103 151164 152808 NaN NaN NaN
mcs50_b06_s100_AB06 55549 NaN 63938 67838 63650 60976 62568 NaN NaN NaN
mcs50_b06_s100_AB07 568112 NaN 576891 584420 585664 585628 599145 NaN NaN NaN
mcs50_b06_s100_AB08 2490833 NaN 2501370 2511197 2529125 2521827 2524633 NaN NaN NaN
mcs50_b06_s100_AB09 126406 NaN 137355 146144 135200 135421 144388 NaN NaN NaN
mcs50_b06_s15_AB00 477 900 568 571 569 597 593 950 900 900
mcs50_b06_s15_AB01 179 553 409 391 283 388 281 553 572 559
mcs50_b06_s15_AB02 138 288 280 253 386 239 245 418 412 321
mcs50_b06_s15_AB03 992 239 844 815 893 926 941 251 248 376
mcs50_b06_s15_AB04 156 90 261 218 269 257 257 90 263 218
mcs50_b06_s15_AB05 92 174 173 238 205 184 173 174 174 174
mcs50_b06_s15_AB06 208 258 324 296 337 291 335 258 258 258
mcs50_b06_s15_AB07 554 808 926 1071 582 582 892 840 777 767
mcs50_b06_s15_AB08 237 459 322 347 347 347 312 461 489 525
mcs50_b06_s15_AB09 132 222 235 228 293 318 217 289 421 285
mcs50_b06_s20_AB00 387 1350 502 442 938 595 679 1374 1857 1524
mcs50_b06_s20_AB01 160 557 685 240 241 302 283 570 556 1011
mcs50_b06_s20_AB02 123 667 214 282 214 228 282 667 728 667
mcs50_b06_s20_AB03 66 576 166 165 230 219 166 576 576 576
mcs50_b06_s20_AB04 94 577 192 266 192 326 192 570 527 796
mcs50_b06_s20_AB05 94 417 184 188 193 219 192 417 594 417
mcs50_b06_s20_AB06 278 1490 394 384 383 384 383 1444 1457 1462
mcs50_b06_s20_AB07 231 1033 329 272 271 272 313 1033 1117 1033
mcs50_b06_s20_AB08 79 286 233 169 181 205 217 286 296 392
mcs50_b06_s20_AB09 116 1589 279 280 221 282 253 1259 2333 1111
mcs50_b06_s25_AB00 760 5667 1190 1029 1302 1426 1323 5919 6379 7496
mcs50_b06_s25_AB01 402 4953 570 697 1199 667 1066 3768 4285 4544
mcs50_b06_s25_AB02 708 5641 967 1131 864 1365 1423 5796 5769 5747
mcs50_b06_s25_AB03 1046 15887 1503 1463 1321 1328 1260 18051 17683 17054
mcs50_b06_s25_AB04 418 868 1049 526 816 741 522 2582 2736 2924
mcs50_b06_s25_AB05 934 6165 1061 1249 1287 1078 1017 4408 4771 5128
mcs50_b06_s25_AB06 543 4008 711 711 711 711 711 3944 3352 5466
mcs50_b06_s25_AB07 801 4300 729 999 927 684 1545 4063 4693 3992
mcs50_b06_s25_AB08 784 10545 939 939 939 939 939 9210 9309 9520
mcs50_b06_s25_AB09 1254 14939 1759 1761 1392 1451 1416 13333 14619 13961
mcs50_b06_s30_AB00 115 4358 239 239 239 239 239 2457 2374 2400
mcs50_b06_s30_AB01 426 7185 994 672 600 575 1357 10657 8896 12468
mcs50_b06_s30_AB02 132 1630 292 292 292 292 292 1630 1630 1630
mcs50_b06_s30_AB03 186 2293 350 368 252 435 512 2643 3398 2977
mcs50_b06_s30_AB04 66 1108 196 196 196 274 225 1167 1110 1108
mcs50_b06_s30_AB05 283 7629 394 401 402 400 394 3770 3843 3703
mcs50_b06_s30_AB06 140 3726 273 262 252 251 325 4386 5704 6307
mcs50_b06_s30_AB07 331 1540 417 319 284 397 378 2861 1569 3216
mcs50_b06_s30_AB08 161 5732 276 276 276 276 276 5732 5732 5732
mcs50_b06_s30_AB09 209 12039 585 335 513 335 335 9734 9899 10280
mcs50_b06_s35_AB00 230 4270 391 391 391 426 391 4270 5058 4270
mcs50_b06_s35_AB01 256 5289 418 418 418 418 418 5289 5289 5670
mcs50_b06_s35_AB02 227 13444 408 408 408 408 408 9468 9471 10012
mcs50_b06_s35_AB03 598 12220 814 676 673 757 751 8830 8809 8763
mcs50_b06_s35_AB04 345 5582 519 519 519 519 519 5597 5582 5965
mcs50_b06_s35_AB05 542 17898 698 1690 703 698 764 14656 14120 13694
mcs50_b06_s35_AB06 261 6497 387 414 336 328 416 3481 3662 4156
mcs50_b06_s35_AB07 239 6792 411 403 403 403 403 6801 6792 6792
mcs50_b06_s35_AB08 537 24540 775 1141 1121 1044 1017 12064 11844 12826
mcs50_b06_s35_AB09 1282 11377 1748 1120 1120 1237 1508 12225 12298 13930
mcs50_b06_s40_AB00 1872 230629 3037 1759 1983 3845 1998 88100 100697 89083
mcs50_b06_s40_AB01 696 32569 1344 1340 912 912 912 30118 19073 21472
mcs50_b06_s40_AB02 262 13443 461 461 461 461 461 16283 19499 27023
mcs50_b06_s40_AB03 1904 23444 1105 2244 1675 995 967 23444 22909 23444
mcs50_b06_s40_AB04 4772 202597 4979 4979 4979 4979 4979 131846 131844 132242
mcs50_b06_s40_AB05 1994 62562 2231 2327 2981 2845 2027 62562 62562 62562
mcs50_b06_s40_AB06 995 130776 1220 1220 1220 1357 1220 50290 50652 50481
mcs50_b06_s40_AB07 2748 71978 2104 2545 1236 2231 1808 38054 44005 49534
mcs50_b06_s40_AB08 836 18980 1431 1035 1035 1035 1035 18986 18980 18980
mcs50_b06_s40_AB09 538 30354 739 739 739 739 739 83057 60291 53808
mcs50_b06_s50_AB00 26649 649590 27070 27579 26977 26977 28118 668576 653299 672198
mcs50_b06_s50_AB01 32289 1066432 32636 33294 33411 32636 32636 1066432 1066446 1066432
mcs50_b06_s50_AB02 18336 1881456 18743 18762 18656 18656 18656 569483 569805 589655
mcs50_b06_s50_AB03 32269 1716506 33168 33199 30736 30329 30050 704700 705505 705191
mcs50_b06_s50_AB04 17796 896729 18186 18758 18733 18128 18123 896729 896729 897357
mcs50_b06_s50_AB05 25072 1200347 25714 26020 27533 25628 26602 346751 351512 354750
mcs50_b06_s50_AB06 39486 1416422 23573 24249 23824 23573 23783 1960008 859139 862170
mcs50_b06_s50_AB07 40459 800745 8479 7054 7500 7054 7138 217027 218122 219636
mcs50_b06_s50_AB08 80492 1901409 46508 45804 45444 45941 44473 647743 675791 732629
mcs50_b06_s50_AB09 64359 2081843 66430 67115 68105 65420 66103 2081843 2081843 2081843
mcs50_b06_s60_AB00 2363 1274924 2805 3029 2793 2915 2589 1274924 1275095 1275209
mcs50_b06_s60_AB01 5197 441029 5953 5932 5937 5953 5989 441029 441029 441029
mcs50_b06_s60_AB02 1021 189718 1292 1282 1282 4508 2200 189782 189726 190078
mcs50_b06_s60_AB03 7335 1028200 8057 8031 8057 7581 7581 1028200 1028200 1028200
mcs50_b06_s60_AB04 613 525046 866 1370 866 866 866 247415 247335 248145
mcs50_b06_s60_AB05 1484 426507 2163 2162 1736 1729 1709 426511 426585 426507
mcs50_b06_s60_AB06 2560 366552 3296 3590 2808 2808 2808 288548 288518 288755
mcs50_b06_s60_AB07 4901 368481 5680 5212 5162 5168 5350 368591 368481 368481
mcs50_b06_s60_AB08 8581 851771 3086 3902 2459 8686 4510 884898 901599 597806
mcs50_b06_s60_AB09 1306 511299 2026 1556 1548 1548 1548 511427 511299 511299
mcs50_b06_s70_AB00 23202 11787194 26794 27783 24911 24844 26332 11787236 11787194 11787194
mcs50_b06_s70_AB01 2121 1499425 3110 2445 3249 2475 4144 787264 793986 812181
mcs50_b06_s70_AB02 14016 11376124 15006 15775 15296 15149 15149 11380650 11382216 11378985
mcs50_b06_s70_AB03 180650 58983717 185151 190599 191139 186546 191926 49652675 49652478 49652458
mcs50_b06_s70_AB04 15091 7096398 17842 19602 16982 17765 19803 8497608 6832229 8511738
mcs50_b06_s70_AB05 640302 16528617 108439 128568 112209 114194 114161 16528617 16528626 16528617
mcs50_b06_s70_AB06 112896 12369365 119204 129879 121362 118393 123707 12369365 12369365 12369365
mcs50_b06_s70_AB07 60376 9245252 18093 20796 17153 15144 17052 7795193 8417038 7846081
mcs50_b06_s70_AB08 26046 1092147 30052 32061 29698 28417 27743 1092147 1092147 1092147
mcs50_b06_s70_AB09 47218 11278220 70871 87365 90403 86367 93073 14506656 7662979 14507888
mcs50_b06_s80_AB00 28667 67418749 32858 34477 32765 31850 34869 7781667 7781842 7782637
mcs50_b06_s80_AB01 310261 77383010 323843 336837 346793 327071 334256 75756912 75754057 75756231
mcs50_b06_s80_AB02 769719 NaN 905322 977310 880486 859363 862066 158541068 159550026 160284650
mcs50_b06_s80_AB03 879964 NaN 882782 895060 901581 898288 900869 311363820 311363985 311365472
mcs50_b06_s80_AB04 37219 41664249 41360 45519 44255 43100 45542 17415273 17520728 17593961
mcs50_b06_s80_AB05 391514 42170633 168850 177049 182512 179536 183946 42170670 42170633 42170633
mcs50_b06_s80_AB06 527060 161532440 487458 497436 505546 491483 501547 161532440 161533778 161532440
mcs50_b06_s80_AB07 5396054 NaN 5410409 5423148 5465525 5461936 5459655 NaN NaN NaN
mcs50_b06_s80_AB08 338210 65142268 303112 308414 318078 311083 323304 66314831 67456489 67655081
mcs50_b06_s80_AB09 269858 NaN 281619 287717 302056 294087 291853 258884828 271171131 267723916
mcs50_b06_s90_AB00 10061784 NaN 10071892 10095357 10128921 10158834 10130122 NaN NaN NaN
mcs50_b06_s90_AB01 617164 NaN 628478 638232 657890 641568 643513 NaN NaN NaN
mcs50_b06_s90_AB02 NaN NaN 31942088 31965589 31999647 32044814 31993664 NaN NaN NaN
mcs50_b06_s90_AB03 27984373 NaN 2721481 2838421 3233995 3284199 3226154 NaN NaN NaN
mcs50_b06_s90_AB04 7309904 NaN 7374823 7454758 7533238 7675266 7618050 NaN NaN NaN
mcs50_b06_s90_AB05 1743242 NaN 1235166 1260935 1327511 1445417 1306433 NaN NaN NaN
mcs50_b06_s90_AB06 2406619 NaN 1947119 1963876 1990974 1992533 1985108 NaN NaN NaN
mcs50_b06_s90_AB07 3062918 NaN 3074028 3089383 3119793 3130918 3118497 NaN NaN NaN
mcs50_b06_s90_AB08 14604817 NaN 14094207 15629886 16036175 14094971 15800078 NaN NaN NaN
mcs50_b06_s90_AB09 12665464 NaN 12680637 12695080 12746661 12774225 12727423 NaN NaN NaN
mcs50_b06m_s100_AB00 56454 140035714 66069 69379 68044 69720 67712 140035714 140035847 140035720
mcs50_b06m_s100_AB01 208353 NaN 251592 212802 204265 194747 203621 NaN NaN NaN
mcs50_b06m_s100_AB02 45321 NaN 52814 54614 50101 51746 53007 NaN NaN NaN
mcs50_b06m_s100_AB03 124105 NaN 130456 137086 134121 136563 140396 NaN NaN NaN
mcs50_b06m_s100_AB04 14325 115084274 11718 15610 13152 12856 12894 115084274 115084286 115084274
mcs50_b06m_s100_AB05 23057 NaN 28791 31616 25407 29481 28212 NaN NaN NaN
mcs50_b06m_s100_AB06 70807 108742849 79046 84833 78040 78559 82762 108743336 108742873 108742849
mcs50_b06m_s100_AB07 23128 NaN 28926 30252 26055 28784 27011 NaN NaN NaN
mcs50_b06m_s100_AB08 11457 45309266 16451 15359 14641 14314 13762 45309266 45309266 45309266
mcs50_b06m_s100_AB09 158361 NaN 167049 176901 169053 167161 172499 169027255 166012789 169162265
mcs50_b06m_s15_AB00 198 1592 317 300 302 302 300 1592 1546 1560
mcs50_b06m_s15_AB01 314 2278 417 423 454 439 432 2265 2289 2278
mcs50_b06m_s15_AB02 411 1560 535 511 535 513 527 1596 1552 1560
mcs50_b06m_s15_AB03 255 1274 388 360 391 390 371 975 1004 1153
mcs50_b06m_s15_AB04 355 750 474 444 470 439 429 1657 1401 1309
mcs50_b06m_s15_AB05 344 1265 456 387 438 466 491 1377 1302 941
mcs50_b06m_s15_AB06 416 692 609 519 612 626 595 926 980 1330
mcs50_b06m_s15_AB07 606 620 1016 806 687 923 639 627 623 789
mcs50_b06m_s15_AB08 207 791 489 320 396 310 522 784 898 879
mcs50_b06m_s15_AB09 304 1393 378 378 455 366 449 1606 1090 1237
mcs50_b06m_s20_AB00 130 1844 219 230 323 255 232 2144 2371 2405
mcs50_b06m_s20_AB01 273 845 350 360 351 405 340 845 845 845
mcs50_b06m_s20_AB02 269 3349 373 364 393 364 361 3349 3349 3349
mcs50_b06m_s20_AB03 141 1106 260 268 242 247 242 1106 1106 1106
mcs50_b06m_s20_AB04 202 1896 303 287 412 445 335 1259 1474 1041
mcs50_b06m_s20_AB05 106 631 205 205 205 295 205 631 631 709
mcs50_b06m_s20_AB06 146 320 381 305 279 241 401 320 320 320
mcs50_b06m_s20_AB07 104 424 204 266 195 203 314 430 424 424
mcs50_b06m_s20_AB08 329 1429 435 381 387 485 407 1047 1252 1397
mcs50_b06m_s20_AB09 419 2015 507 540 509 480 525 2519 2302 2186
mcs50_b06m_s25_AB00 432 4202 609 609 609 609 609 4627 4488 3863
mcs50_b06m_s25_AB01 1428 5904 2111 2003 1365 3015 1952 5801 6133 6531
mcs50_b06m_s25_AB02 785 7054 1454 904 1876 904 2000 7062 7114 7673
mcs50_b06m_s25_AB03 691 6488 782 722 1082 1005 765 5658 7054 9966
mcs50_b06m_s25_AB04 2274 12169 3012 2427 2782 2666 4222 15451 12324 12408
mcs50_b06m_s25_AB05 2603 10447 3090 2953 2939 2886 2919 10447 10573 10447
mcs50_b06m_s25_AB06 1471 7718 2564 1586 1621 1466 3333 7718 7718 7718
mcs50_b06m_s25_AB07 1959 16849 1976 2090 2022 2004 1977 15854 17226 15730
mcs50_b06m_s25_AB08 2071 15111 2099 2537 2232 1647 3435 11860 12788 11899
mcs50_b06m_s25_AB09 1178 11253 1337 1327 1320 1314 1465 11812 11257 11730
mcs50_b06m_s30_AB00 259 5020 379 379 379 379 379 3874 3789 3658
mcs50_b06m_s30_AB01 209 2197 481 511 280 499 538 2197 2197 2199
mcs50_b06m_s30_AB02 187 6667 329 329 329 329 329 6671 6674 6636
mcs50_b06m_s30_AB03 114 2152 245 245 245 245 245 2170 2152 2154
mcs50_b06m_s30_AB04 282 9984 414 510 607 546 573 5046 5593 5190
mcs50_b06m_s30_AB05 316 7275 437 437 437 437 437 7275 7275 8073
mcs50_b06m_s30_AB06 69 1192 182 182 182 216 182 1947 1826 1548
mcs50_b06m_s30_AB07 94 1490 234 234 234 234 234 1540 1494 1572
mcs50_b06m_s30_AB08 34 432 144 144 144 144 144 432 859 432
mcs50_b06m_s30_AB09 79 2017 196 286 407 196 197 2017 2017 2017
mcs50_b06m_s35_AB00 177 10976 340 340 340 340 340 8663 9030 10742
mcs50_b06m_s35_AB01 118 5190 274 274 274 274 274 5190 5194 5190
mcs50_b06m_s35_AB02 3509 17632 2222 3311 3349 2570 2233 17632 18218 17632
mcs50_b06m_s35_AB03 47 1761 191 191 191 191 191 1761 1761 1761
mcs50_b06m_s35_AB04 147 3258 291 291 291 291 291 3258 3262 3258
mcs50_b06m_s35_AB05 278 61566 446 446 446 446 446 31549 33625 35627
mcs50_b06m_s35_AB06 621 23276 1114 1059 1289 1210 1036 23276 23276 23276
mcs50_b06m_s35_AB07 3017 8403 1956 1566 4046 2732 4224 8403 8497 8403
mcs50_b06m_s35_AB08 700 11859 939 947 894 1248 1411 11859 11859 11859
mcs50_b06m_s35_AB09 104 5762 262 262 262 262 262 5636 5488 5586
mcs50_b06m_s40_AB00 2095 34392 1665 1806 1834 3493 2896 27137 30204 30972
mcs50_b06m_s40_AB01 3972 109716 4216 4216 4216 4216 4216 109716 110117 111002
mcs50_b06m_s40_AB02 405 8807 623 623 623 623 623 4809 5588 7469
mcs50_b06m_s40_AB03 1249 57313 1468 2327 2236 1467 1467 57313 57328 59432
mcs50_b06m_s40_AB04 1055 84925 1264 1263 1263 1263 1263 77370 42708 44217
mcs50_b06m_s40_AB05 335 26276 534 534 534 534 534 14664 16515 24305
mcs50_b06m_s40_AB06 4675 44482 3628 2133 3194 2891 1294 44393 44724 44354
mcs50_b06m_s40_AB07 3570 25866 1927 2444 2204 1930 4306 25874 25866 25866
mcs50_b06m_s40_AB08 1002 22490 1216 1216 1216 1216 1216 22490 22490 22490
mcs50_b06m_s40_AB09 9303 203020 9550 10012 9550 9550 9552 183858 195318 176368
mcs50_b06m_s50_AB00 174814 1315241 176536 179278 177888 176575 177166 1315273 1315261 1315241
mcs50_b06m_s50_AB01 29192 364697 29505 30119 29505 29505 30111 364732 364697 364697
mcs50_b06m_s50_AB02 68637 506760 21233 21895 22189 21076 26867 506760 506760 507607
mcs50_b06m_s50_AB03 7446 329206 7959 7895 8044 10413 10032 493938 394557 490922
mcs50_b06m_s50_AB04 67143 545481 31550 33992 35400 32817 32644 545481 556163 545481
mcs50_b06m_s50_AB05 11111 711105 11451 11450 11450 11457 12288 211777 238022 619247
mcs50_b06m_s50_AB06 93137 2989379 93450 95575 95852 94067 94674 1412561 2077681 1435606
mcs50_b06m_s50_AB07 10266 519218 11212 11238 10594 10594 11687 519226 519438 519218
mcs50_b06m_s50_AB08 95933 1025717 41549 42103 46409 46004 50978 931651 931857 933694
mcs50_b06m_s50_AB09 26695 1500135 27032 27674 27692 27689 27666 839510 869294 862670
mcs50_b06m_s60_AB00 21459 477368 6234 8360 7002 4381 3722 477368 477368 477368
