instance clique james-cpp-max clique-par/t8 clique-par/t16 clique-par/t32 clique-par/t64 clique-par/t32r james-cpp-max-par/t8 james-cpp-max-par/t16 james-cpp-max-par/t32
mcs90_b09m_s60_AB07 54 177 345 599 452 403 485 177 189 277
mcs90_b09m_s60_AB08 54 109 386 379 426 357 440 109 109 109
mcs90_b09m_s60_AB09 54 270 474 471 336 432 406 332 274 278
mcs90_b09m_s70_AB00 62 250 521 519 1435 595 473 791 389 280
mcs90_b09m_s70_AB01 62 129 662 1331 970 651 600 355 492 142
mcs90_b09m_s70_AB02 63 139 447 519 536 778 541 600 176 232
mcs90_b09m_s70_AB03 66 595 506 653 713 543 631 1079 1491 599
mcs90_b09m_s70_AB04 64 127 508 531 584 603 1406 709 745 434
mcs90_b09m_s70_AB05 62 303 1288 494 485 587 621 1142 648 305
mcs90_b09m_s70_AB06 62 217 544 1407 592 492 465 243 217 217
mcs90_b09m_s70_AB07 62 127 534 583 659 546 580 127 127 191
mcs90_b09m_s70_AB08 65 126 421 496 530 561 568 540 773 129
mcs90_b09m_s70_AB09 62 234 675 555 424 555 614 514 294 247
mcs90_b09m_s80_AB00 72 447 918 755 2076 813 797 1147 973 505
mcs90_b09m_s80_AB01 72 149 597 570 645 643 662 1126 797 887
mcs90_b09m_s80_AB02 72 235 568 568 1139 683 924 515 1148 1001
mcs90_b09m_s80_AB03 79 213 738 545 733 675 742 213 213 213
mcs90_b09m_s80_AB04 72 12108 1535 631 664 652 1079 1166 682 1142
mcs90_b09m_s80_AB05 72 509 631 1810 1037 769 631 1648 1838 711
mcs90_b09m_s80_AB06 78 186 675 1575 733 794 675 186 186 296
mcs90_b09m_s80_AB07 118 1078 789 2204 1018 1125 1017 1078 1132 1078
mcs90_b09m_s80_AB08 75 216 808 1874 928 824 771 1140 1175 12574
mcs90_b09m_s80_AB09 73 173 1577 1717 804 812 638 173 219 173
mcs90_b09m_s90_AB00 99 2000 730 730 2189 909 875 3000 3207 2579
mcs90_b09m_s90_AB01 5467 1838 716 717 713 1446 687 2519 2356 1896
mcs90_b09m_s90_AB02 110 751 1450 2255 2166 1091 878 1110 1366 871
mcs90_b09m_s90_AB03 80 372 781 1330 1018 891 833 1382 3434 787
mcs90_b09m_s90_AB04 105 23093 995 2710 1549 1398 2169 1231 1901 2575
mcs90_b09m_s90_AB05 108 2522 747 657 928 920 861 2770 3398 4539
mcs90_b09m_s90_AB06 103 3067258 927 2123 1942 865 803 4193 4695 4914
mcs90_b09m_s90_AB07 90 305 1124 2000 856 913 880 905 1172 1093
mcs90_b09m_s90_AB08 97 1042 929 1696 1323 811 858 2999 3608 20516
mcs90_b09m_s90_AB09 713 380 807 904 795 944 2059 474 380 536
mcs90_m2D_s100_AB00 720 134111 2156 2052 3913 2903 3377 134111 134111 134111
mcs90_m2D_s100_AB01 82 351487 1614 1007 677 498 925 351487 351487 351487
mcs90_m2D_s100_AB02 291 65894 1803 2025 1913 1201 789 65894 66026 65994
mcs90_m2D_s100_AB03 383 146137 1738 1673 2787 689 1930 146137 146137 146137
mcs90_m2D_s100_AB04 81 369 642 774 730 783 872 369 683 487
mcs90_m2D_s100_AB05 3133 30489 1172 1518 1590 2145 1066 30489 30489 30489
mcs90_m2D_s100_AB06 151 119601 894 2754 2496 722 1178 119601 119601 119601
mcs90_m2D_s100_AB07 197 5483 1554 563 1812 563 785 5483 5483 5483
mcs90_m2D_s100_AB08 109 247300 671 2214 866 1113 666 166561 185663 166847
mcs90_m2D_s100_AB09 118 416699 1441 2071 994 1022 736 416811 416749 416699
mcs90_m2D_s10_AB00 31 23 84 88 77 83 77 23 23 23
mcs90_m2D_s10_AB01 20 23 65 69 69 86 65 23 40 23
mcs90_m2D_s10_AB02 26 23 99 108 99 99 93 23 23 23
mcs90_m2D_s10_AB03 26 24 81 97 81 83 26 60 24 34
mcs90_m2D_s10_AB04 20 43 69 69 69 69 69 91 102 43
mcs90_m2D_s10_AB05 18 21 71 71 18 18 71 21 21 21
mcs90_m2D_s10_AB06 14 24 65 65 65 65 14 24 24 24
mcs90_m2D_s10_AB07 23 24 72 72 82 84 72 29 24 24
mcs90_m2D_s10_AB08 36 21 96 115 97 97 112 21 21 21
mcs90_m2D_s10_AB09 18 23 79 79 77 79 67 23 23 23
mcs90_m2D_s20_AB00 95 58 319 310 203 289 283 58 80 58
mcs90_m2D_s20_AB01 64 280 171 171 171 171 171 450 455 209
mcs90_m2D_s20_AB02 78 78 181 207 287 297 327 82 78 78
mcs90_m2D_s20_AB03 56 59 214 162 162 162 214 59 59 59
mcs90_m2D_s20_AB04 191 133 959 341 429 315 378 133 133 133
mcs90_m2D_s20_AB05 32 137 145 145 145 145 145 172 137 137
mcs90_m2D_s20_AB06 54 365 384 161 154 180 154 794 385 420
mcs90_m2D_s20_AB07 118 359 268 225 242 320 249 395 287 698
mcs90_m2D_s20_AB08 41 314 141 141 171 141 141 442 455 457
mcs90_m2D_s20_AB09 207 104 396 333 323 593 327 104 104 104
mcs90_m2D_s30_AB00 45 51 171 225 218 218 221 51 51 93
mcs90_m2D_s30_AB01 282 51 353 319 449 320 428 51 51 51
mcs90_m2D_s30_AB02 67 195 223 260 220 221 297 195 195 195
mcs90_m2D_s30_AB03 42 53 177 173 235 194 173 53 53 53
mcs90_m2D_s30_AB04 103 175 282 233 292 233 253 175 1073 175
mcs90_m2D_s30_AB05 26 90 143 143 143 143 143 194 263 148
mcs90_m2D_s30_AB06 225 51 432 355 410 440 480 51 68 51
mcs90_m2D_s30_AB07 132 94 241 249 278 491 323 94 94 94
mcs90_m2D_s30_AB08 25 87 147 147 147 147 147 157 144 90
mcs90_m2D_s30_AB09 68 108 607 280 229 263 285 108 122 108
mcs90_m2D_s40_AB00 422 101 520 505 742 983 431 112 839 108
mcs90_m2D_s40_AB01 1398 75 1373 1078 702 1295 484 129 111 86
mcs90_m2D_s40_AB02 671 91 1353 766 432 717 712 105 324 103
mcs90_m2D_s40_AB03 36 74 264 259 1668 608 256 139 1232 81
mcs90_m2D_s40_AB04 894 87 926 488 1041 1107 533 111 87 87
mcs90_m2D_s40_AB05 87 75 287 426 343 375 334 92 645 112
mcs90_m2D_s40_AB06 49 74 328 276 369 279 893 443 172 77
mcs90_m2D_s40_AB07 47 131 261 261 318 261 263 134 559 136
mcs90_m2D_s40_AB08 351 82 698 752 386 659 593 82 82 82
mcs90_m2D_s40_AB09 75 76 365 363 462 435 379 279 89 83
mcs90_m2D_s50_AB00 57 1000 452 513 1006 1051 483 766 1220 1081
mcs90_m2D_s50_AB01 191 102 449 628 619 461 405 253 198 113
mcs90_m2D_s50_AB02 152073 3584 566 842 4720 1243 580 937 1445 1959
mcs90_m2D_s50_AB03 255 101 717 731 906 2312 2602 150 174 107
mcs90_m2D_s50_AB04 1826 1148 1113 1179 2686 1235 2104 672 1158 883
mcs90_m2D_s50_AB05 53 100 1153 461 865 972 856 199 105 103
mcs90_m2D_s50_AB06 240 1816 1058 3955 1496 835 1574 790 914 1198
mcs90_m2D_s50_AB07 818 101 917 525 567 808 578 365 492 140
mcs90_m2D_s50_AB08 1991 808 914 1872 538 1202 2537 642 2957 1931
mcs90_m2D_s50_AB09 104 709 631 3987 2674 862 2063 1082 819 462
mcs90_m2D_s60_AB00 1192 2493 663 558 497 2160 543 2493 2493 2493
mcs90_m2D_s60_AB01 91 329 389 1569 849 448 1139 329 329 329
mcs90_m2D_s60_AB02 121 928 431 1677 401 477 899 928 928 928
mcs90_m2D_s60_AB03 214 1096 533 1570 657 986 816 1184 1096 1096
mcs90_m2D_s60_AB04 59 3804 407 396 413 819 426 1660 1970 2473
mcs90_m2D_s60_AB05 111 605 446 506 632 363 722 613 605 605
mcs90_m2D_s60_AB06 73 1521 416 443 440 480 526 1679 1599 1523
mcs90_m2D_s60_AB07 168 386 577 499 686 830 807 460 474 2440
mcs90_m2D_s60_AB08 140 4059 507 548 493 432 492 4416 5562 4073
mcs90_m2D_s60_AB09 112 5667 725 1409 417 903 938 5667 5667 5667
mcs90_m2D_s70_AB00 77 245 682 572 1496 1075 559 954 779 773
mcs90_m2D_s70_AB01 64 190 491 555 1112 1387 530 716 258 197
mcs90_m2D_s70_AB02 122 129 540 1602 604 894 861 129 129 129
mcs90_m2D_s70_AB03 231 185 804 566 771 1138 1079 1246 315 208
mcs90_m2D_s70_AB04 192 182 977 1955 621 822 751 302 182 182
mcs90_m2D_s70_AB05 253 3589 485 2059 891 809 2217 782 942 1284
mcs90_m2D_s70_AB06 80 370 578 628 1046 559 857 370 370 370
mcs90_m2D_s70_AB07 2801 551 935 823 722 777 863 551 675 603
mcs90_m2D_s70_AB08 2085 350 1355 1654 1773 861 1019 788 1512 350
mcs90_m2D_s70_AB09 64 130 572 625 587 556 637 605 151 133
mcs90_m2D_s80_AB00 3027 1456981 2756 1117 5136 3556 3594 1458286 1457006 1457121
mcs90_m2D_s80_AB01 130186 63010 3704 5077 7575 4539 11091 63126 63010 63010
mcs90_m2D_s80_AB02 82698 4603 8696 7942 6083 6553 10570 4603 4603 4603
mcs90_m2D_s80_AB03 2554 145376 2741 3017 3475 6368 3208 145790 146117 145376
mcs90_m2D_s80_AB04 2157 1218500 880 2681 1139 749 2523 18728 20124 22808
mcs90_m2D_s80_AB05 29773 111303 33794 43299 53111 57194 40830 112147 113358 111527
mcs90_m2D_s80_AB06 2989 97457 3946 4951 3125 10480 3932 97605 97549 97457
mcs90_m2D_s80_AB07 3975 62750 2094 1517 2990 5898 2143 64441 64533 62754
mcs90_m2D_s80_AB08 6175 843741 12574 11190 11040 11732 11296 66242 14167 17319
mcs90_m2D_s80_AB09 220138 79920 7721 6775 5199 6763 6760 80717 80900 79923
mcs90_m2D_s90_AB00 48185 1136 1226 2957 3647 1242 2606 2313 3013 1543
mcs90_m2D_s90_AB01 6540 703 817 3359 3399 1433 4016 809 759 703
mcs90_m2D_s90_AB02 12855 589 2048 3971 2267 2047 2060 1606 1340 1488
mcs90_m2D_s90_AB03 339 4580 1555 2199 7548 3256 2066 4777 5494 7831
mcs90_m2D_s90_AB04 242 525 2910 1850 1612 3234 4184 525 525 525
mcs90_m2D_s90_AB05 1738 322984 2649 3521 2358 4724 4334 7866 8797 11933
mcs90_m2D_s90_AB06 633110 2668 2554 3317 5696 3546 11514 2668 2668 2668
mcs90_m2D_s90_AB07 210 1456 1056 2826 1191 814 2389 1679 3679 1726
mcs90_m2D_s90_AB08 2174 4826 6669 9329 10013 7938 8026 4844 4826 4826
mcs90_m2D_s90_AB09 206 219 2815 2475 2562 2676 1832 674 388 248
mcs90_m2Dr2_s100_AB00 95 35361 652 675 1337 967 1796 35361 35485 35361
mcs90_m2Dr2_s100_AB01 459 41353 1082 1095 803 2027 2430 41353 41353 41353
mcs90_m2Dr2_s100_AB02 118 4917 731 714 833 737 743 4987 4917 4917
mcs90_m2Dr2_s100_AB03 275 69684 886 2978 2735 4240 4300 69964 69692 70478
mcs90_m2Dr2_s100_AB04 262 57732 1838 1935 2499 1050 1826 57732 57740 57732
mcs90_m2Dr2_s100_AB05 256 14522 1609 830 1683 805 2194 14522 14522 14522
mcs90_m2Dr2_s100_AB06 92 1966 609 1829 768 935 609 1966 2154 2066
mcs90_m2Dr2_s100_AB07 99 56942 749 708 1315 3626 1328 56942 56942 56942
mcs90_m2Dr2_s100_AB08 475 236914 1069 827 1471 913 1523 236914 236914 237100
mcs90_m2Dr2_s100_AB09 169 7788 699 1426 1508 756 1286 7788 7788 8028
mcs90_m2Dr2_s10_AB00 17 36 68 86 82 68 17 60 82 36
mcs90_m2Dr2_s10_AB01 20 42 84 71 71 20 20 47 59 42
mcs90_m2Dr2_s10_AB02 22 29 92 74 74 78 94 29 29 34
mcs90_m2Dr2_s10_AB03 33 24 76 84 84 93 83 24 24 24
mcs90_m2Dr2_s10_AB04 9 43 60 60 60 60 60 95 97 43
mcs90_m2Dr2_s10_AB05 18 48 70 71 83 18 71 102 81 48
mcs90_m2Dr2_s10_AB06 19 25 101 100 100 98 86 25 48 25
mcs90_m2Dr2_s10_AB07 38 21 96 96 85 91 91 21 51 21
mcs90_m2Dr2_s10_AB08 11 23 64 64 64 64 64 23 23 35
mcs90_m2Dr2_s10_AB09 15 23 64 64 75 75 75 23 23 23
mcs90_m2Dr2_s20_AB00 32 90 138 138 138 138 138 90 92 90
mcs90_m2Dr2_s20_AB01 24 1074 124 124 124 124 124 276 289 288
mcs90_m2Dr2_s20_AB02 145 343 212 313 410 369 212 304 229 245
mcs90_m2Dr2_s20_AB03 91 364 193 217 192 177 217 300 354 335
mcs90_m2Dr2_s20_AB04 249 765 443 359 567 343 463 605 920 560
mcs90_m2Dr2_s20_AB05 64 305 265 301 219 255 185 97 149 152
mcs90_m2Dr2_s20_AB06 136 44 538 332 255 265 347 73 102 44
mcs90_m2Dr2_s20_AB07 145 61 397 237 502 382 1070 63 61 61
mcs90_m2Dr2_s20_AB08 186 136 288 306 422 379 270 136 136 136
mcs90_m2Dr2_s20_AB09 93 585 241 214 242 192 421 413 357 1341
mcs90_m2Dr2_s30_AB00 45 105 186 245 255 184 224 105 105 105
mcs90_m2Dr2_s30_AB01 26 67 171 173 171 171 171 69 67 67
mcs90_m2Dr2_s30_AB02 61 90 535 278 275 247 265 90 90 90
mcs90_m2Dr2_s30_AB03 28 52 154 154 154 154 154 323 94 63
mcs90_m2Dr2_s30_AB04 105 60 233 254 240 254 259 60 60 60
mcs90_m2Dr2_s30_AB05 107 130 269 235 254 235 303 130 130 130
mcs90_m2Dr2_s30_AB06 85 656 248 279 249 249 296 656 742 656
mcs90_m2Dr2_s30_AB07 30 81 158 158 158 178 158 81 81 81
mcs90_m2Dr2_s30_AB08 54 52 271 278 307 277 247 52 118 52
mcs90_m2Dr2_s30_AB09 100 299 220 224 251 249 221 281 327 303
mcs90_m2Dr2_s40_AB00 377 122 410 1472 534 1203 360 134 223 242
mcs90_m2Dr2_s40_AB01 40 91 558 284 346 308 436 342 216 91
mcs90_m2Dr2_s40_AB02 87 74 350 342 383 382 708 79 79 79
mcs90_m2Dr2_s40_AB03 101 109 845 498 465 445 491 138 123 133
mcs90_m2Dr2_s40_AB04 122 75 311 299 357 391 396 96 109 133
mcs90_m2Dr2_s40_AB05 36 628 269 269 269 269 274 428 541 361
mcs90_m2Dr2_s40_AB06 309 105 892 373 449 866 613 135 122 114
mcs90_m2Dr2_s40_AB07 845 73 552 1599 846 591 351 105 73 73
mcs90_m2Dr2_s40_AB08 44 115 260 260 270 540 413 128 118 126
mcs90_m2Dr2_s40_AB09 172 77 455 755 494 496 399 145 85 93
mcs90_m2Dr2_s50_AB00 87 657 575 770 1465 505 780 454 604 952
mcs90_m2Dr2_s50_AB01 212 102 623 1097 665 411 487 420 144 200
mcs90_m2Dr2_s50_AB02 384 100 655 2076 1087 1088 1256 109 103 107
mcs90_m2Dr2_s50_AB03 50 101 885 843 1701 473 1168 178 160 118
mcs90_m2Dr2_s50_AB04 141 101 806 663 622 517 618 319 118 4398
mcs90_m2Dr2_s50_AB05 49 101 447 1373 494 3364 490 728 117 191
mcs90_m2Dr2_s50_AB06 3869 102 730 1406 774 638 1669 527 303 147
mcs90_m2Dr2_s50_AB07 840 102 597 1197 1248 633 984 737 811 389
mcs90_m2Dr2_s50_AB08 149 1081 1294 873 782 523 582 793 1065 516
mcs90_m2Dr2_s50_AB09 531 103 676 432 601 974 1442 613 396 134
mcs90_m2Dr2_s60_AB00 67 162 457 1217 338 708 630 162 162 168
mcs90_m2Dr2_s60_AB01 79 4492 532 420 350 1162 1298 4492 4492 4492
mcs90_m2Dr2_s60_AB02 104 549 648 699 575 637 710 694 549 549
mcs90_m2Dr2_s60_AB03 53 436 391 416 1010 478 346 572 883 465
mcs90_m2Dr2_s60_AB04 644 3554 1129 820 579 593 518 3597 3565 3554
mcs90_m2Dr2_s60_AB05 53 2245 395 349 386 803 2117 2541 2281 2245
mcs90_m2Dr2_s60_AB06 56 1490 562 476 638 422 385 1600 1490 1490
mcs90_m2Dr2_s60_AB07 389 967 1054 720 1132 1030 1780 995 967 967
mcs90_m2Dr2_s60_AB08 158 164 468 646 667 465 465 238 224 164
mcs90_m2Dr2_s60_AB09 71 521 516 1634 1648 352 768 557 521 521
mcs90_m2Dr2_s70_AB00 66 130 416 553 614 537 553 390 722 147
mcs90_m2Dr2_s70_AB01 67 129 1281 778 434 783 689 179 129 167
mcs90_m2Dr2_s70_AB02 298 129 659 579 868 1084 876 225 129 129
mcs90_m2Dr2_s70_AB03 66 129 1395 1228 942 629 759 249 129 129
mcs90_m2Dr2_s70_AB04 223 129 886 1335 1775 867 451 129 129 129
mcs90_m2Dr2_s70_AB05 66 2004 423 586 588 1531 591 890 957 810
mcs90_m2Dr2_s70_AB06 66 137 1709 1421 1695 929 580 595 270 139
mcs90_m2Dr2_s70_AB07 425 133 720 603 863 865 998 197 542 197
mcs90_m2Dr2_s70_AB08 70 477 589 1327 1786 660 586 477 509 477
mcs90_m2Dr2_s70_AB09 171 258 756 1114 1103 841 576 258 258 258
mcs90_m2Dr2_s80_AB00 903 695941 2424 1510 3175 1510 8932 696981 696954 695941
mcs90_m2Dr2_s80_AB01 988 34892 4635 2685 2638 4954 4118 34946 34892 34892
mcs90_m2Dr2_s80_AB02 990 1145696 2575 2635 2823 4471 3187 224921 247015 234996
mcs90_m2Dr2_s80_AB03 594930 223106 5408 9346 8896 10191 23093 224187 223966 223106
mcs90_m2Dr2_s80_AB04 295 2448 743 6798 6574 1394 10303 2448 2666 2448
mcs90_m2Dr2_s80_AB05 475 110296 1903 2640 3227 1036 2221 111518 110456 110316
mcs90_m2Dr2_s80_AB06 894 4771675 2357 7341 13611 3064 3162 158258 160868 167542
mcs90_m2Dr2_s80_AB07 920 34820 3021 958 1306 1286 3113 35668 35986 43070
mcs90_m2Dr2_s80_AB08 1868 107923 3854 4576 6228 4546 5398 108917 109604 115992
mcs90_m2Dr2_s80_AB09 131556 146871 7401 6531 7861 10553 14818 147674 147319 146871
mcs90_m2Dr2_s90_AB00 352 321 1865 5705 6167 2356 4804 391 321 321
mcs90_m2Dr2_s90_AB01 401 30470 2491 3538 9685 8158 3140 1806 2463 3207
mcs90_m2Dr2_s90_AB02 1313 1286 1353 2238 2232 2482 4203 2306 2121 2079
mcs90_m2Dr2_s90_AB03 1379 22575 1056 2438 2445 2614 2465 1425 2306 3001
mcs90_m2Dr2_s90_AB04 106 379 957 1984 2041 840 899 379 379 379
mcs90_m2Dr2_s90_AB05 1771 98803 3521 4782 10174 4021 3614 10322 12586 11558
mcs90_m2Dr2_s90_AB06 48466 256 1315 2166 682 717 7026 1357 2078 262
mcs90_m2Dr2_s90_AB07 2106 626 996 2562 1391 849 957 1202 1484 626
mcs90_m2Dr2_s90_AB08 5247 24652 5606 7696 3210 6697 6260 3241 4164 4043
mcs90_m2Dr2_s90_AB09 652 167 787 846 728 1672 798 775 404 176
mcs90_m2Dr4_s100_AB00 275 4779 640 632 706 1067 899 4779 4779 4779
mcs90_m2Dr4_s100_AB01 241 41136 1680 1659 1020 912 946 41136 41136 41136
mcs90_m2Dr4_s100_AB02 586 389 3225 3418 3278 1927 2199 509 389 559
mcs90_m2Dr4_s100_AB03 85 31508 602 1516 468 786 1070 31658 31508 31508
mcs90_m2Dr4_s100_AB04 82 5258 605 2232 784 706 2027 5258 5376 5644
mcs90_m2Dr4_s100_AB05 93 629 664 941 909 938 1097 629 629 629
mcs90_m2Dr4_s100_AB06 81 14944 649 584 750 778 677 14944 15072 14944
mcs90_m2Dr4_s100_AB07 127 41073 1506 1588 1533 1202 783 41155 41239 41379
mcs90_m2Dr4_s100_AB08 185 35055 2749 2096 1095 1103 1474 35055 35055 35161
mcs90_m2Dr4_s100_AB09 88 46539 781 1574 1147 1395 649 46539 46539 46689
mcs90_m2Dr4_s10_AB00 21 45 21 86 89 100 21 69 67 45
mcs90_m2Dr4_s10_AB01 31 21 78 95 76 97 83 21 53 79
mcs90_m2Dr4_s10_AB02 35 45 111 96 106 106 94 74 83 78
mcs90_m2Dr4_s10_AB03 23 22 70 70 71 86 67 22 68 22
mcs90_m2Dr4_s10_AB04 22 54 72 73 73 72 71 57 60 61
mcs90_m2Dr4_s10_AB05 26 23 79 93 26 26 89 23 23 23
mcs90_m2Dr4_s10_AB06 22 23 73 81 73 80 22 23 74 23
mcs90_m2Dr4_s10_AB07 9 43 9 9 58 58 9 95 94 49
mcs90_m2Dr4_s10_AB08 22 44 79 92 86 80 22 44 80 86
mcs90_m2Dr4_s10_AB09 39 40 112 124 112 112 111 40 52 47
mcs90_m2Dr4_s20_AB00 24 42 132 132 132 132 132 63 45 42
mcs90_m2Dr4_s20_AB01 145 224 341 296 267 288 309 279 316 292
mcs90_m2Dr4_s20_AB02 273 111 514 304 459 516 246 111 111 111
mcs90_m2Dr4_s20_AB03 145 36 311 264 363 296 287 47 36 50
mcs90_m2Dr4_s20_AB04 105 116 487 305 437 243 223 118 116 116
mcs90_m2Dr4_s20_AB05 69 34 173 155 174 147 254 37 34 34
mcs90_m2Dr4_s20_AB06 23 41 130 130 130 130 130 41 41 41
mcs90_m2Dr4_s20_AB07 30 67 147 147 147 147 147 81 67 67
mcs90_m2Dr4_s20_AB08 79 83 183 209 183 183 230 83 83 83
mcs90_m2Dr4_s20_AB09 79 34 211 213 231 273 234 128 34 39
mcs90_m2Dr4_s30_AB00 25 331 141 141 141 141 141 428 816 301
mcs90_m2Dr4_s30_AB01 25 52 175 152 152 152 152 55 173 60
mcs90_m2Dr4_s30_AB02 28 91 160 160 160 160 160 91 93 91
mcs90_m2Dr4_s30_AB03 30 211 158 158 158 158 158 169 183 159
mcs90_m2Dr4_s30_AB04 25 51 154 154 154 154 154 51 51 51
mcs90_m2Dr4_s30_AB05 72 73 211 205 260 208 358 73 134 73
mcs90_m2Dr4_s30_AB06 57 408 385 228 202 201 246 270 296 525
mcs90_m2Dr4_s30_AB07 156 87 278 418 427 336 377 87 87 87
mcs90_m2Dr4_s30_AB08 26 3074 166 166 166 166 166 252 185 189
mcs90_m2Dr4_s30_AB09 26 125 165 165 165 165 165 125 125 125
mcs90_m2Dr4_s40_AB00 51 75 290 323 331 320 330 199 343 84
mcs90_m2Dr4_s40_AB01 115 75 508 447 514 667 314 89 87 1489
mcs90_m2Dr4_s40_AB02 44 219 288 1201 288 899 288 460 312 1651
mcs90_m2Dr4_s40_AB03 120 74 487 441 403 805 721 89 94 407
mcs90_m2Dr4_s40_AB04 38 179 252 252 252 281 674 268 185 179
mcs90_m2Dr4_s40_AB05 238 177 526 494 338 443 424 263 177 876
mcs90_m2Dr4_s40_AB06 72 1451 275 511 382 411 466 295 529 911
mcs90_m2Dr4_s40_AB07 46 113 307 276 276 276 276 113 113 113
mcs90_m2Dr4_s40_AB08 411 75 420 1187 884 480 636 75 75 75
mcs90_m2Dr4_s40_AB09 39 75 740 392 261 318 305 101 214 81
mcs90_m2Dr4_s50_AB00 49 103 417 809 369 439 451 664 643 908
mcs90_m2Dr4_s50_AB01 157 101 740 750 763 1084 1095 300 501 131
mcs90_m2Dr4_s50_AB02 54 102 458 1117 842 3027 1264 220 198 122
mcs90_m2Dr4_s50_AB03 6970 2963 504 3154 1293 876 2055 659 909 732
mcs90_m2Dr4_s50_AB04 61 101 496 442 503 2103 497 671 142 384
mcs90_m2Dr4_s50_AB05 62 178 431 912 493 393 473 333 653 880
mcs90_m2Dr4_s50_AB06 581 101 699 650 909 767 520 142 109 154
mcs90_m2Dr4_s50_AB07 253 102 420 532 795 460 793 235 149 5939
mcs90_m2Dr4_s50_AB08 81 99 782 593 547 1107 490 99 99 99
mcs90_m2Dr4_s50_AB09 334 4077 671 665 485 517 1630 793 1267 1150
mcs90_m2Dr4_s60_AB00 60 644 333 617 682 363 381 644 644 644
mcs90_m2Dr4_s60_AB01 65 623 459 1221 1603 679 1613 623 657 623
mcs90_m2Dr4_s60_AB02 51 380 383 2369 375 509 509 533 625 380
mcs90_m2Dr4_s60_AB03 50 252 295 377 457 450 750 252 252 252
mcs90_m2Dr4_s60_AB04 435 1025 595 553 1160 552 555 1211 1487 1590
mcs90_m2Dr4_s60_AB05 125 3210 468 468 513 420 438 3212 3210 3210
mcs90_m2Dr4_s60_AB06 496 4588 566 860 1536 2121 1167 4670 4588 4600
mcs90_m2Dr4_s60_AB07 56 103 407 411 334 555 431 191 103 103
mcs90_m2Dr4_s60_AB08 311 602 1110 653 874 586 1682 788 778 693
mcs90_m2Dr4_s60_AB09 83 3642 387 1904 426 465 445 3642 3642 3642
mcs90_m2Dr4_s70_AB00 66 129 556 425 901 513 621 129 153 129
mcs90_m2Dr4_s70_AB01 5524 135 784 495 1852 1392 1417 135 135 135
mcs90_m2Dr4_s70_AB02 502 130 938 538 518 703 1987 391 142 153
mcs90_m2Dr4_s70_AB03 73 130 674 506 555 557 575 202 136 220
mcs90_m2Dr4_s70_AB04 68 163 554 1746 736 720 414 163 163 163
mcs90_m2Dr4_s70_AB05 164 151 508 1612 532 909 486 162 644 154
mcs90_m2Dr4_s70_AB06 64 130 580 745 472 3440 729 399 140 199
mcs90_m2Dr4_s70_AB07 64 130 641 766 553 482 759 655 267 264
mcs90_m2Dr4_s70_AB08 64 129 542 607 538 622 525 251 129 131
mcs90_m2Dr4_s70_AB09 69 135 1211 1246 626 814 588 135 135 227
mcs90_m2Dr4_s80_AB00 623 5033155 2382 2636 3410 2269 2954 245381 248327 250424
mcs90_m2Dr4_s80_AB01 414 96064 1008 3449 9555 8142 4016 9233 10180 9458
mcs90_m2Dr4_s80_AB02 5341 733738 4716 4849 3557 5852 4461 77992 77934 78176
mcs90_m2Dr4_s80_AB03 399 394616 2126 2191 13105 1070 2296 395149 394656 397163
mcs90_m2Dr4_s80_AB04 1242 689251 900 1053 7268 1025 4910 6259 6770 8112
mcs90_m2Dr4_s80_AB05 42385 86319 3034 4817 1903 1655 12213 87010 87676 86341
mcs90_m2Dr4_s80_AB06 867 3939 980 1358 1133 1600 1102 4198 5989 3957
mcs90_m2Dr4_s80_AB07 151341 10536 4263 4677 3660 4408 3110 11527 11151 11731
mcs90_m2Dr4_s80_AB08 5750 189087 1100 928 1186 3750 1360 189998 189093 189175
mcs90_m2Dr4_s80_AB09 542110 2814744 5893 3160 3298 7622 5851 50386 50075 52272
mcs90_m2Dr4_s90_AB00 1369 380 2438 1094 1698 1192 1031 1239 1205 1302
mcs90_m2Dr4_s90_AB01 1212 226 2754 6076 4267 3057 1028 1029 226 1488
mcs90_m2Dr4_s90_AB02 113 844 876 1860 1902 1113 1170 1847 1877 906
mcs90_m2Dr4_s90_AB03 903 16173 1103 2249 764 1137 1886 17143 17035 16432
mcs90_m2Dr4_s90_AB04 209 2710 1538 1997 1107 3141 1169 2710 2710 2710
mcs90_m2Dr4_s90_AB05 89 7222 822 736 930 2424 8460 1536 2362 1283
mcs90_m2Dr4_s90_AB06 76867 164 1398 2720 1460 1535 1672 424 2042 429
mcs90_m2Dr4_s90_AB07 159 543 1104 859 2261 1971 4096 1937 1082 1121
mcs90_m2Dr4_s90_AB08 239 39664 1048 1973 2309 999 2370 2550 3253 3454
mcs90_m2Dr4_s90_AB09 126 209 1075 914 905 1887 1431 1064 1874 1074
mcs90_m2Dr6_s100_AB00 130 15577 706 1449 990 702 686 15643 16135 15577
mcs90_m2Dr6_s100_AB01 81 30820 599 610 645 555 2445 30820 30820 30820
mcs90_m2Dr6_s100_AB02 94 5843 727 795 511 696 1289 5843 5843 5843
mcs90_m2Dr6_s100_AB03 99 21342 737 862 832 659 1018 21342 21482 21342
mcs90_m2Dr6_s100_AB04 81 31783 608 1008 616 630 678 31783 31783 31829
mcs90_m2Dr6_s100_AB05 111 23938 1564 919 1546 615 690 23938 23938 23976
